运单号,发货地,收货地,揽收人,揽收人ID,客户名称,供应商名称,货物类型,产品类型,重量,体积,运费金额,结算金额,发货时间,揽收时间,派件时间,签收时间,运单状态,对账人,公里数,发货网点,收货网点,异常类型,风险等级,region
WLYD1881150,南京南山区,西安天河区,黄秀英,EMP_038,张伟货运公司,顺丰速运,化工原料,零担,4323kg,11.57m³,885元,2191元,2025-10-05 12:48,2025-10-05 12:48,2025-10-05 12:48,2025-10-05 12:48,派送中,陈秀英,1735km,朝阳网点,南山网点,超时派送,高,上海区
WLYD3617323,上海南山区,武汉鼓楼区,吴磊,EMP_044,王静贸易公司,韵达速运,食品生鲜,冷链物流,3408kg,11.65m³,3149元,148元,2025-10-08 15:22,2025-10-08 15:22,2025-10-08 15:22,2025-10-08 15:22,已退回,陈秀英,412km,武林网点,浦东网点,超时派送,中,上海区
WLYD5868911,深圳余杭区,杭州浦东新区,王娜,EMP_047,周涛货运公司,顺丰速运,图书文具,零担,1304kg,14.6m³,7894元,7434元,2025-10-11 17:29,2025-10-11 17:29,2025-10-11 17:29,2025-10-11 17:29,派送中,杨秀英,276km,鼓楼网点,朝阳网点,地址错误,中,上海区
WLYD3192997,深圳余杭区,西安浦东新区,周芳,EMP_057,赵磊物流公司,中通快递,电子产品,零担,3584kg,1.9m³,4805元,4025元,2025-10-12 09:12,2025-10-12 09:12,2025-10-12 09:12,2025-10-12 09:12,已签收,王秀英,877km,天河网点,天河网点,地址错误,中,上海区
WLYD5777603,广州浦东新区,上海鼓楼区,王娜,EMP_058,周涛货运公司,申通快递,图书文具,跨境电商,2807kg,4.20m³,1368元,4113元,2025-10-18 08:33,2025-10-18 08:33,2025-10-18 08:33,2025-10-18 08:33,已签收,王秀英,2603km,朝阳网点,朝阳网点,虚假签收,中,上海区
WLYD1006262,南京余杭区,武汉南山区,张伟,EMP_053,杨丽贸易公司,德邦物流,服装鞋帽,跨境电商,1998kg,17.0m³,5535元,3794元,2025-10-23 16:23,2025-10-23 16:23,2025-10-23 16:23,2025-10-23 16:23,运输中,杨秀英,1844km,鼓楼网点,西湖网点,重复下单,高,上海区
WLYD9578395,广州余杭区,西安鼓楼区,张伟,EMP_053,赵磊物流公司,圆通速递,图书文具,整车,4160kg,14.74m³,347元,3608元,2025-10-16 13:51,2025-10-16 13:51,2025-10-16 13:51,2025-10-16 13:51,已签收,刘秀英,1448km,鼓楼网点,浦东网点,重量异常,低,上海区
WLYD6907862,南京浦东新区,西安天河区,陈静,EMP_032,杨丽贸易公司,极兔速递,电子产品,冷链物流,2184kg,9.78m³,1974元,929元,2025-10-20 14:40,2025-10-20 14:40,2025-10-20 14:40,2025-10-20 14:40,异常,李秀英,2670km,余杭网点,浦东网点,地址错误,高,上海区
WLYD7059531,南京浦东新区,广州余杭区,陈静,EMP_056,王静贸易公司,德邦物流,服装鞋帽,合同物流,3368kg,1.45m³,7510元,6726元,2025-10-27 20:46,2025-10-27 20:46,2025-10-27 20:46,2025-10-27 20:46,已签收,赵秀英,2927km,朝阳网点,朝阳网点,地址错误,高,上海区
WLYD4869693,南京余杭区,深圳朝阳区,赵伟,EMP_040,陈华物流公司,顺丰速运,五金工具,跨境电商,681kg,20.61m³,1598元,5771元,2025-10-03 20:17,2025-10-03 20:17,2025-10-03 20:17,2025-10-03 20:17,运输中,刘秀英,1038km,南山网点,西湖网点,金额异常,低,上海区
WLYD4885838,上海天河区,上海浦东新区,张伟,EMP_050,李刚物流公司,中通快递,服装鞋帽,冷链物流,4200kg,18.22m³,4088元,3057元,2025-10-18 08:55,2025-10-18 08:55,2025-10-18 08:55,2025-10-18 08:55,已签收,黄秀英,2889km,武林网点,余杭网点,超时派送,中,上海区
WLYD3515414,杭州鼓楼区,杭州浦东新区,陈静,EMP_054,黄强运输公司,圆通速递,电子产品,冷链物流,710kg,6.10m³,9140元,301元,2025-10-22 10:00,2025-10-22 10:00,2025-10-22 10:00,2025-10-22 10:00,运输中,杨秀英,446km,浦东网点,西湖网点,货物损坏,低,浙北区
WLYD1806738,深圳南山区,深圳朝阳区,陈静,EMP_057,王静贸易公司,德邦物流,家具家电,冷链物流,4837kg,1.5m³,2607元,4026元,2025-10-18 20:01,2025-10-18 20:01,2025-10-18 20:01,2025-10-18 20:01,异常,赵秀英,683km,余杭网点,西湖网点,重量异常,中,上海区
WLYD8658214,北京鼓楼区,成都余杭区,杨磊,EMP_049,杨丽贸易公司,极兔速递,五金工具,合同物流,1765kg,11.99m³,5701元,6262元,2025-10-22 08:32,2025-10-22 08:32,2025-10-22 08:32,2025-10-22 08:32,已签收,王秀英,2134km,余杭网点,西湖网点,重复下单,低,北京区
WLYD8328521,深圳浦东新区,广州朝阳区,王娜,EMP_038,刘洋运输公司,圆通速递,家具家电,合同物流,854kg,18.32m³,4803元,7564元,2025-10-08 10:15,2025-10-08 10:15,2025-10-08 10:15,2025-10-08 10:15,异常,杨秀英,1701km,西湖网点,朝阳网点,重复下单,低,上海区
WLYD7420840,深圳浦东新区,深圳余杭区,张伟,EMP_037,杨丽贸易公司,圆通速递,家具家电,快递,2097kg,13.21m³,7485元,2810元,2025-10-07 19:32,2025-10-07 19:32,2025-10-07 19:32,2025-10-07 19:32,已退回,刘秀英,255km,南山网点,天河网点,超时派送,高,上海区
WLYD7818773,北京天河区,武汉鼓楼区,王娜,EMP_036,张伟货运公司,极兔速递,家具家电,整车,2204kg,2.81m³,319元,3573元,2025-10-25 09:16,2025-10-25 09:16,2025-10-25 09:16,2025-10-25 09:16,已签收,王秀英,2241km,南山网点,朝阳网点,重量异常,高,北京区
WLYD2271168,深圳鼓楼区,上海南山区,张伟,EMP_054,陈华物流公司,中通快递,化工原料,零担,597kg,8.63m³,1272元,7892元,2025-10-21 10:45,2025-10-21 10:45,2025-10-21 10:45,2025-10-21 10:45,派送中,李秀英,2550km,天河网点,武林网点,重复下单,中,上海区
WLYD2138740,杭州朝阳区,成都天河区,陈静,EMP_045,杨丽贸易公司,德邦物流,电子产品,跨境电商,2259kg,10.50m³,7884元,4919元,2025-10-28 09:33,2025-10-28 09:33,2025-10-28 09:33,2025-10-28 09:33,异常,赵秀英,1218km,天河网点,西湖网点,重复下单,高,浙北区
WLYD5575568,北京南山区,杭州余杭区,赵伟,EMP_039,刘洋运输公司,申通快递,服装鞋帽,跨境电商,43kg,7.83m³,4036元,3092元,2025-10-09 14:54,2025-10-09 14:54,2025-10-09 14:54,2025-10-09 14:54,异常,李秀英,2604km,天河网点,朝阳网点,重复下单,高,北京区
WLYD6172494,杭州南山区,广州鼓楼区,周芳,EMP_034,杨明货运公司,圆通速递,图书文具,零担,342kg,4.11m³,3154元,4521元,2025-10-04 09:16,2025-10-04 09:16,2025-10-04 09:16,2025-10-04 09:16,运输中,杨秀英,1018km,鼓楼网点,鼓楼网点,超时派送,高,浙北区
WLYD6423695,广州浦东新区,广州南山区,刘芳,EMP_050,赵磊物流公司,申通快递,电子产品,合同物流,74kg,15.78m³,5351元,6484元,2025-10-19 16:53,2025-10-19 16:53,2025-10-19 16:53,2025-10-19 16:53,派送中,刘秀英,2590km,西湖网点,浦东网点,超时派送,中,上海区
WLYD1802246,广州鼓楼区,深圳天河区,李强,EMP_047,张伟货运公司,顺丰速运,服装鞋帽,合同物流,4555kg,19.31m³,3377元,6478元,2025-10-08 08:17,2025-10-08 08:17,2025-10-08 08:17,2025-10-08 08:17,派送中,黄秀英,1526km,余杭网点,西湖网点,重复下单,高,上海区
WLYD8447387,北京朝阳区,广州鼓楼区,吴磊,EMP_037,王静贸易公司,德邦物流,服装鞋帽,零担,3655kg,4.45m³,3927元,6628元,2025-10-12 20:07,2025-10-12 20:07,2025-10-12 20:07,2025-10-12 20:07,已签收,赵秀英,650km,朝阳网点,朝阳网点,货物损坏,高,北京区
WLYD7998321,南京余杭区,北京鼓楼区,张伟,EMP_051,杨明货运公司,中通快递,家具家电,快递,1654kg,10.21m³,3472元,6339元,2025-10-27 17:34,2025-10-27 17:34,2025-10-27 17:34,2025-10-27 17:34,已退回,张秀英,470km,鼓楼网点,南山网点,重量异常,高,上海区
WLYD5961637,上海天河区,深圳天河区,陈静,EMP_053,陈华物流公司,极兔速递,服装鞋帽,快递,2625kg,9.14m³,4799元,5571元,2025-10-25 18:54,2025-10-25 18:54,2025-10-25 18:54,2025-10-25 18:54,已签收,李秀英,2538km,浦东网点,鼓楼网点,金额异常,中,上海区
WLYD2407075,广州朝阳区,南京朝阳区,张伟,EMP_046,杨明货运公司,韵达速运,家具家电,整车,713kg,4.38m³,7090元,283元,2025-10-16 11:01,2025-10-16 11:01,2025-10-16 11:01,2025-10-16 11:01,派送中,刘秀英,954km,天河网点,西湖网点,重量异常,低,上海区
WLYD8554756,深圳鼓楼区,重庆朝阳区,吴磊,EMP_049,王静贸易公司,顺丰速运,服装鞋帽,合同物流,761kg,14.24m³,1887元,6011元,2025-10-01 14:57,2025-10-01 14:57,2025-10-01 14:57,2025-10-01 14:57,异常,李秀英,634km,浦东网点,余杭网点,超时派送,中,上海区
WLYD4781404,北京余杭区,成都鼓楼区,陈静,EMP_045,李刚物流公司,韵达速运,服装鞋帽,冷链物流,80kg,7.26m³,3601元,3404元,2025-10-18 11:54,2025-10-18 11:54,2025-10-18 11:54,2025-10-18 11:54,派送中,刘秀英,2561km,浦东网点,朝阳网点,货物损坏,低,北京区
WLYD8032246,深圳天河区,成都余杭区,周芳,EMP_037,王静贸易公司,韵达速运,图书文具,合同物流,324kg,15.36m³,6999元,3605元,2025-10-28 15:07,2025-10-28 15:07,2025-10-28 15:07,2025-10-28 15:07,运输中,张秀英,296km,朝阳网点,南山网点,重复下单,高,上海区
WLYD9575020,广州朝阳区,武汉鼓楼区,王娜,EMP_056,黄强运输公司,韵达速运,五金工具,合同物流,3563kg,19.49m³,8851元,280元,2025-10-18 08:20,2025-10-18 08:20,2025-10-18 08:20,2025-10-18 08:20,已退回,李秀英,2524km,余杭网点,浦东网点,货物损坏,高,上海区
WLYD8172443,南京鼓楼区,成都浦东新区,张伟,EMP_048,赵磊物流公司,极兔速递,家具家电,零担,318kg,17.23m³,6801元,2354元,2025-10-11 11:27,2025-10-11 11:27,2025-10-11 11:27,2025-10-11 11:27,已退回,刘秀英,1218km,武林网点,余杭网点,重量异常,低,上海区
WLYD9788855,广州朝阳区,杭州朝阳区,李强,EMP_059,周涛货运公司,申通快递,服装鞋帽,整车,3918kg,13.38m³,4292元,2849元,2025-10-11 08:42,2025-10-11 08:42,2025-10-11 08:42,2025-10-11 08:42,派送中,王秀英,2007km,天河网点,武林网点,货物损坏,低,上海区
WLYD5947501,北京鼓楼区,上海天河区,陈静,EMP_052,陈华物流公司,韵达速运,图书文具,快递,1200kg,10.88m³,2665元,4696元,2025-10-25 16:37,2025-10-25 16:37,2025-10-25 16:37,2025-10-25 16:37,已退回,张秀英,449km,南山网点,朝阳网点,货物损坏,低,北京区
WLYD4172721,广州余杭区,成都浦东新区,黄秀英,EMP_033,杨明货运公司,韵达速运,电子产品,快递,4132kg,11.41m³,202元,5015元,2025-10-19 14:47,2025-10-19 14:47,2025-10-19 14:47,2025-10-19 14:47,派送中,王秀英,1777km,天河网点,鼓楼网点,超时派送,高,上海区
WLYD8514807,南京南山区,深圳朝阳区,赵伟,EMP_039,张伟货运公司,德邦物流,家具家电,快递,2307kg,2.75m³,6973元,2898元,2025-10-27 13:34,2025-10-27 13:34,2025-10-27 13:34,2025-10-27 13:34,异常,黄秀英,1925km,武林网点,余杭网点,虚假签收,中,上海区
WLYD9384592,广州鼓楼区,南京朝阳区,赵伟,EMP_032,张伟货运公司,中通快递,五金工具,合同物流,1253kg,6.92m³,5138元,3643元,2025-10-19 15:07,2025-10-19 15:07,2025-10-19 15:07,2025-10-19 15:07,已签收,陈秀英,1510km,鼓楼网点,鼓楼网点,金额异常,中,上海区
WLYD9733598,深圳天河区,成都南山区,赵伟,EMP_046,陈华物流公司,中通快递,电子产品,整车,2091kg,11.63m³,3864元,6016元,2025-10-18 12:25,2025-10-18 12:25,2025-10-18 12:25,2025-10-18 12:25,运输中,黄秀英,591km,鼓楼网点,余杭网点,超时派送,低,上海区
WLYD7460527,深圳余杭区,广州天河区,周芳,EMP_030,陈华物流公司,韵达速运,图书文具,跨境电商,121kg,6.23m³,903元,5277元,2025-10-17 20:21,2025-10-17 20:21,2025-10-17 20:21,2025-10-17 20:21,已退回,黄秀英,2864km,鼓楼网点,朝阳网点,货物损坏,低,上海区
WLYD1418211,南京南山区,广州浦东新区,李强,EMP_051,李刚物流公司,圆通速递,电子产品,跨境电商,2037kg,4.75m³,1661元,1027元,2025-10-14 19:53,2025-10-14 19:53,2025-10-14 19:53,2025-10-14 19:53,派送中,陈秀英,1933km,余杭网点,鼓楼网点,地址错误,低,上海区
WLYD2365972,南京浦东新区,重庆余杭区,赵伟,EMP_044,赵磊物流公司,顺丰速运,五金工具,零担,585kg,6.41m³,9036元,6902元,2025-10-16 18:52,2025-10-16 18:52,2025-10-16 18:52,2025-10-16 18:52,派送中,杨秀英,2287km,武林网点,南山网点,金额异常,高,上海区
WLYD8626238,上海浦东新区,杭州天河区,黄秀英,EMP_034,黄强运输公司,韵达速运,服装鞋帽,整车,3968kg,11.75m³,597元,2129元,2025-10-19 12:25,2025-10-19 12:25,2025-10-19 12:25,2025-10-19 12:25,异常,杨秀英,2094km,鼓楼网点,西湖网点,重量异常,低,上海区
WLYD2362035,北京余杭区,武汉朝阳区,赵伟,EMP_032,黄强运输公司,德邦物流,化工原料,合同物流,2533kg,13.79m³,5925元,2633元,2025-10-27 16:42,2025-10-27 16:42,2025-10-27 16:42,2025-10-27 16:42,运输中,刘秀英,364km,鼓楼网点,鼓楼网点,地址错误,低,北京区
WLYD7953460,深圳南山区,杭州朝阳区,张伟,EMP_033,赵磊物流公司,中通快递,家具家电,冷链物流,3781kg,4.92m³,1514元,1158元,2025-10-25 20:13,2025-10-25 20:13,2025-10-25 20:13,2025-10-25 20:13,已签收,赵秀英,2173km,南山网点,天河网点,重量异常,高,上海区
WLYD5450934,深圳天河区,南京南山区,李强,EMP_058,赵磊物流公司,中通快递,电子产品,合同物流,1495kg,14.17m³,5149元,5951元,2025-10-07 14:29,2025-10-07 14:29,2025-10-07 14:29,2025-10-07 14:29,派送中,杨秀英,2588km,天河网点,鼓楼网点,超时派送,低,上海区
WLYD8534923,北京天河区,西安朝阳区,王娜,EMP_052,张伟货运公司,申通快递,图书文具,整车,2350kg,2.36m³,3914元,3496元,2025-10-12 20:36,2025-10-12 20:36,2025-10-12 20:36,2025-10-12 20:36,运输中,赵秀英,629km,西湖网点,浦东网点,金额异常,中,北京区
WLYD5340182,广州天河区,成都南山区,王娜,EMP_034,黄强运输公司,顺丰速运,电子产品,整车,3149kg,15.80m³,2372元,6560元,2025-10-28 11:43,2025-10-28 11:43,2025-10-28 11:43,2025-10-28 11:43,已签收,刘秀英,1467km,西湖网点,天河网点,地址错误,高,上海区
WLYD6648664,深圳南山区,北京浦东新区,吴磊,EMP_042,李刚物流公司,圆通速递,电子产品,零担,1556kg,16.71m³,1204元,5242元,2025-10-05 18:29,2025-10-05 18:29,2025-10-05 18:29,2025-10-05 18:29,异常,王秀英,610km,武林网点,浦东网点,虚假签收,中,上海区
WLYD4373844,上海天河区,重庆余杭区,黄秀英,EMP_040,杨丽贸易公司,极兔速递,化工原料,跨境电商,2421kg,19.55m³,5071元,6088元,2025-10-03 11:05,2025-10-03 11:05,2025-10-03 11:05,2025-10-03 11:05,运输中,黄秀英,1172km,西湖网点,武林网点,虚假签收,高,上海区
WLYD6266072,杭州南山区,南京鼓楼区,杨磊,EMP_043,周涛货运公司,顺丰速运,服装鞋帽,快递,822kg,15.38m³,5897元,4170元,2025-10-21 17:25,2025-10-21 17:25,2025-10-21 17:25,2025-10-21 17:25,已退回,王秀英,1759km,余杭网点,西湖网点,重复下单,高,浙北区
WLYD1348774,北京鼓楼区,杭州天河区,周芳,EMP_030,杨丽贸易公司,圆通速递,图书文具,整车,1593kg,11.73m³,7022元,6598元,2025-10-09 12:14,2025-10-09 12:14,2025-10-09 12:14,2025-10-09 12:14,已退回,黄秀英,1736km,南山网点,武林网点,金额异常,中,北京区
WLYD8430714,南京南山区,南京南山区,王娜,EMP_036,杨明货运公司,极兔速递,家具家电,跨境电商,4602kg,12.64m³,828元,2371元,2025-10-21 17:48,2025-10-21 17:48,2025-10-21 17:48,2025-10-21 17:48,已签收,刘秀英,900km,天河网点,武林网点,金额异常,中,上海区
WLYD3443860,北京浦东新区,杭州鼓楼区,周芳,EMP_037,王静贸易公司,韵达速运,家具家电,整车,4318kg,5.40m³,5093元,7623元,2025-10-25 19:24,2025-10-25 19:24,2025-10-25 19:24,2025-10-25 19:24,运输中,赵秀英,503km,西湖网点,西湖网点,重复下单,低,北京区
WLYD1713645,南京南山区,深圳南山区,黄秀英,EMP_051,李刚物流公司,顺丰速运,家具家电,快递,3373kg,9.77m³,1181元,3969元,2025-10-10 11:29,2025-10-10 11:29,2025-10-10 11:29,2025-10-10 11:29,已退回,黄秀英,1073km,朝阳网点,西湖网点,重量异常,高,上海区
WLYD7449395,南京朝阳区,西安鼓楼区,周芳,EMP_045,王静贸易公司,韵达速运,服装鞋帽,快递,72kg,9.70m³,4178元,5322元,2025-10-13 20:30,2025-10-13 20:30,2025-10-13 20:30,2025-10-13 20:30,派送中,张秀英,919km,西湖网点,朝阳网点,重复下单,高,上海区
WLYD6059908,上海天河区,重庆余杭区,李强,EMP_037,陈华物流公司,申通快递,服装鞋帽,整车,1307kg,9.33m³,6491元,6601元,2025-10-13 10:26,2025-10-13 10:26,2025-10-13 10:26,2025-10-13 10:26,已签收,陈秀英,1991km,武林网点,武林网点,货物损坏,低,上海区
WLYD3326077,广州鼓楼区,南京南山区,杨磊,EMP_032,杨丽贸易公司,顺丰速运,电子产品,跨境电商,1424kg,7.91m³,6839元,1056元,2025-10-07 16:20,2025-10-07 16:20,2025-10-07 16:20,2025-10-07 16:20,运输中,张秀英,178km,浦东网点,西湖网点,虚假签收,高,上海区
WLYD2900773,北京余杭区,武汉南山区,陈静,EMP_052,黄强运输公司,圆通速递,家具家电,快递,1437kg,11.64m³,6225元,5040元,2025-10-13 19:07,2025-10-13 19:07,2025-10-13 19:07,2025-10-13 19:07,已签收,李秀英,923km,西湖网点,天河网点,超时派送,高,北京区
WLYD6661629,广州朝阳区,武汉天河区,吴磊,EMP_042,刘洋运输公司,圆通速递,家具家电,冷链物流,2071kg,14.60m³,1506元,7601元,2025-10-21 09:25,2025-10-21 09:25,2025-10-21 09:25,2025-10-21 09:25,已退回,刘秀英,1809km,浦东网点,朝阳网点,重量异常,中,上海区
WLYD6920653,杭州天河区,北京朝阳区,周芳,EMP_054,赵磊物流公司,中通快递,五金工具,零担,1358kg,13.47m³,4997元,7358元,2025-10-01 13:36,2025-10-01 13:36,2025-10-01 13:36,2025-10-01 13:36,异常,赵秀英,1616km,武林网点,浦东网点,超时派送,低,浙北区
WLYD4074720,深圳鼓楼区,武汉浦东新区,陈静,EMP_034,张伟货运公司,极兔速递,服装鞋帽,零担,310kg,8.22m³,6150元,7524元,2025-10-11 12:07,2025-10-11 12:07,2025-10-11 12:07,2025-10-11 12:07,已签收,李秀英,1818km,朝阳网点,天河网点,金额异常,中,上海区
WLYD6392810,北京天河区,广州余杭区,陈静,EMP_054,王静贸易公司,极兔速递,图书文具,整车,4345kg,13.3m³,9031元,4409元,2025-10-09 19:16,2025-10-09 19:16,2025-10-09 19:16,2025-10-09 19:16,运输中,黄秀英,1516km,朝阳网点,余杭网点,虚假签收,低,北京区
WLYD7844938,广州浦东新区,西安余杭区,赵伟,EMP_054,陈华物流公司,申通快递,电子产品,合同物流,2398kg,8.98m³,2344元,3325元,2025-10-15 12:29,2025-10-15 12:29,2025-10-15 12:29,2025-10-15 12:29,异常,陈秀英,2176km,朝阳网点,天河网点,重复下单,高,上海区
WLYD6747228,杭州浦东新区,重庆朝阳区,周芳,EMP_050,刘洋运输公司,韵达速运,食品生鲜,冷链物流,4871kg,18.57m³,8508元,1266元,2025-10-10 14:45,2025-10-10 14:45,2025-10-10 14:45,2025-10-10 14:45,派送中,李秀英,2919km,天河网点,南山网点,重量异常,高,浙北区
WLYD7472497,深圳朝阳区,重庆南山区,吴磊,EMP_032,赵磊物流公司,极兔速递,家具家电,合同物流,1510kg,9.4m³,2402元,5045元,2025-10-12 20:41,2025-10-12 20:41,2025-10-12 20:41,2025-10-12 20:41,已签收,李秀英,2325km,余杭网点,南山网点,重量异常,高,上海区
WLYD5799227,南京南山区,深圳浦东新区,周芳,EMP_042,李刚物流公司,顺丰速运,服装鞋帽,冷链物流,2371kg,14.70m³,1323元,3633元,2025-10-24 17:26,2025-10-24 17:26,2025-10-24 17:26,2025-10-24 17:26,异常,黄秀英,767km,鼓楼网点,浦东网点,货物损坏,中,上海区
WLYD2494620,上海朝阳区,武汉余杭区,黄秀英,EMP_043,赵磊物流公司,圆通速递,五金工具,跨境电商,1447kg,9.55m³,1787元,1392元,2025-10-15 12:54,2025-10-15 12:54,2025-10-15 12:54,2025-10-15 12:54,已退回,赵秀英,2641km,朝阳网点,天河网点,地址错误,低,上海区
WLYD5027860,深圳天河区,北京鼓楼区,王娜,EMP_045,杨明货运公司,圆通速递,图书文具,冷链物流,1895kg,6.92m³,7313元,3262元,2025-10-10 19:12,2025-10-10 19:12,2025-10-10 19:12,2025-10-10 19:12,运输中,王秀英,1759km,鼓楼网点,南山网点,虚假签收,低,上海区
WLYD8004067,上海南山区,广州朝阳区,王娜,EMP_052,周涛货运公司,圆通速递,电子产品,跨境电商,2910kg,20.26m³,4989元,7396元,2025-10-08 19:08,2025-10-08 19:08,2025-10-08 19:08,2025-10-08 19:08,派送中,赵秀英,2188km,朝阳网点,余杭网点,金额异常,高,上海区
WLYD9954971,广州南山区,深圳朝阳区,李强,EMP_057,杨丽贸易公司,顺丰速运,食品生鲜,快递,2559kg,16.44m³,4413元,6278元,2025-10-02 13:40,2025-10-02 13:40,2025-10-02 13:40,2025-10-02 13:40,已签收,陈秀英,1573km,浦东网点,天河网点,货物损坏,高,上海区
WLYD6666786,北京鼓楼区,广州南山区,张伟,EMP_053,陈华物流公司,德邦物流,化工原料,合同物流,3555kg,9.64m³,4440元,2010元,2025-10-10 11:17,2025-10-10 11:17,2025-10-10 11:17,2025-10-10 11:17,已签收,赵秀英,819km,朝阳网点,天河网点,超时派送,中,北京区
WLYD8683384,广州鼓楼区,重庆天河区,赵伟,EMP_059,陈华物流公司,圆通速递,五金工具,整车,4672kg,12.45m³,5926元,2069元,2025-10-23 16:42,2025-10-23 16:42,2025-10-23 16:42,2025-10-23 16:42,已签收,黄秀英,1888km,鼓楼网点,朝阳网点,重量异常,高,上海区
WLYD6742151,深圳天河区,成都浦东新区,张伟,EMP_035,黄强运输公司,极兔速递,化工原料,冷链物流,1076kg,19.9m³,6205元,3070元,2025-10-22 12:19,2025-10-22 12:19,2025-10-22 12:19,2025-10-22 12:19,运输中,王秀英,261km,西湖网点,余杭网点,金额异常,中,上海区
WLYD1003071,杭州朝阳区,杭州南山区,王娜,EMP_049,王静贸易公司,极兔速递,五金工具,快递,249kg,16.90m³,2926元,7583元,2025-10-03 19:28,2025-10-03 19:28,2025-10-03 19:28,2025-10-03 19:28,已签收,李秀英,728km,南山网点,浦东网点,地址错误,中,浙北区
WLYD8979149,北京天河区,成都鼓楼区,张伟,EMP_030,王静贸易公司,韵达速运,电子产品,冷链物流,4885kg,8.91m³,6146元,4313元,2025-10-08 18:48,2025-10-08 18:48,2025-10-08 18:48,2025-10-08 18:48,运输中,王秀英,2856km,余杭网点,天河网点,金额异常,高,北京区
WLYD7240897,上海鼓楼区,深圳朝阳区,黄秀英,EMP_055,刘洋运输公司,申通快递,服装鞋帽,冷链物流,1887kg,18.67m³,5390元,6470元,2025-10-08 11:59,2025-10-08 11:59,2025-10-08 11:59,2025-10-08 11:59,异常,刘秀英,785km,南山网点,武林网点,货物损坏,中,上海区
WLYD9857931,广州朝阳区,武汉南山区,李强,EMP_051,黄强运输公司,德邦物流,五金工具,合同物流,4800kg,16.11m³,5365元,493元,2025-10-17 20:27,2025-10-17 20:27,2025-10-17 20:27,2025-10-17 20:27,异常,杨秀英,2735km,鼓楼网点,武林网点,超时派送,低,上海区
