运单号,发货地,收货地,揽收人,揽收人ID,客户名称,供应商名称,货物类型,产品类型,重量,体积,运费金额,结算金额,发货时间,揽收时间,派件时间,签收时间,运单状态,对账人,公里数,发货网点,收货网点,异常类型,风险等级,region
WLYD9776245,北京余杭区,武汉余杭区,张伟,EMP_042,张伟货运公司,德邦物流,食品生鲜,跨境电商,3184kg,1.63m³,5544元,4701元,2025-05-02 15:46,2025-05-02 15:46,2025-05-02 15:46,2025-05-02 15:46,派送中,赵秀英,620km,浦东网点,鼓楼网点,货物损坏,中,北京区
WLYD6528521,南京余杭区,武汉浦东新区,陈静,EMP_031,陈华物流公司,顺丰速运,家具家电,合同物流,2587kg,20.58m³,5425元,6525元,2025-05-10 12:11,2025-05-10 12:11,2025-05-10 12:11,2025-05-10 12:11,派送中,刘秀英,2664km,武林网点,朝阳网点,虚假签收,高,上海区
WLYD3966213,北京余杭区,北京南山区,陈静,EMP_047,杨丽贸易公司,韵达速运,化工原料,零担,1256kg,10.54m³,508元,6151元,2025-05-16 18:01,2025-05-16 18:01,2025-05-16 18:01,2025-05-16 18:01,已退回,赵秀英,2036km,西湖网点,南山网点,超时派送,中,北京区
WLYD8644740,上海浦东新区,武汉鼓楼区,李强,EMP_041,杨丽贸易公司,极兔速递,电子产品,快递,1753kg,17.7m³,8872元,884元,2025-05-08 09:07,2025-05-08 09:07,2025-05-08 09:07,2025-05-08 09:07,派送中,刘秀英,190km,余杭网点,天河网点,超时派送,高,上海区
WLYD1950207,深圳浦东新区,成都天河区,杨磊,EMP_049,刘洋运输公司,极兔速递,化工原料,零担,1111kg,1.60m³,138元,2137元,2025-05-07 12:31,2025-05-07 12:31,2025-05-07 12:31,2025-05-07 12:31,派送中,黄秀英,2582km,朝阳网点,余杭网点,重复下单,高,上海区
WLYD9582166,深圳余杭区,成都南山区,赵伟,EMP_050,杨明货运公司,德邦物流,家具家电,零担,4114kg,9.49m³,6557元,1646元,2025-05-07 12:23,2025-05-07 12:23,2025-05-07 12:23,2025-05-07 12:23,异常,赵秀英,1464km,武林网点,天河网点,地址错误,低,上海区
WLYD6956826,杭州南山区,武汉南山区,王娜,EMP_039,杨明货运公司,极兔速递,家具家电,快递,1212kg,4.60m³,2262元,2442元,2025-05-11 10:47,2025-05-11 10:47,2025-05-11 10:47,2025-05-11 10:47,已退回,黄秀英,2767km,南山网点,天河网点,虚假签收,低,浙北区
WLYD1074448,上海朝阳区,西安朝阳区,黄秀英,EMP_035,杨丽贸易公司,申通快递,食品生鲜,零担,2975kg,20.25m³,6537元,6872元,2025-05-19 10:57,2025-05-19 10:57,2025-05-19 10:57,2025-05-19 10:57,派送中,王秀英,746km,武林网点,余杭网点,地址错误,中,上海区
WLYD5322448,广州天河区,重庆鼓楼区,张伟,EMP_048,李刚物流公司,顺丰速运,化工原料,整车,4643kg,11.29m³,6781元,1272元,2025-05-01 13:58,2025-05-01 13:58,2025-05-01 13:58,2025-05-01 13:58,运输中,赵秀英,2745km,鼓楼网点,余杭网点,虚假签收,中,上海区
WLYD4064427,南京南山区,南京天河区,黄秀英,EMP_055,杨明货运公司,韵达速运,电子产品,零担,4029kg,13.22m³,8145元,821元,2025-05-01 19:40,2025-05-01 19:40,2025-05-01 19:40,2025-05-01 19:40,派送中,李秀英,1323km,鼓楼网点,南山网点,重量异常,低,上海区
WLYD4919649,杭州天河区,重庆南山区,黄秀英,EMP_055,赵磊物流公司,圆通速递,食品生鲜,合同物流,888kg,15.61m³,3409元,1026元,2025-05-04 11:11,2025-05-04 11:11,2025-05-04 11:11,2025-05-04 11:11,异常,张秀英,1014km,鼓楼网点,南山网点,货物损坏,高,浙北区
WLYD4808490,深圳南山区,上海浦东新区,陈静,EMP_046,周涛货运公司,顺丰速运,服装鞋帽,跨境电商,44kg,12.25m³,9786元,6227元,2025-05-07 18:48,2025-05-07 18:48,2025-05-07 18:48,2025-05-07 18:48,已退回,黄秀英,1907km,天河网点,朝阳网点,地址错误,低,上海区
WLYD2472956,广州朝阳区,北京余杭区,张伟,EMP_036,张伟货运公司,中通快递,家具家电,零担,1849kg,13.32m³,1367元,279元,2025-05-05 16:58,2025-05-05 16:58,2025-05-05 16:58,2025-05-05 16:58,已退回,黄秀英,2752km,朝阳网点,南山网点,超时派送,中,上海区
WLYD6998449,北京浦东新区,深圳鼓楼区,杨磊,EMP_037,李刚物流公司,韵达速运,家具家电,合同物流,3503kg,12.8m³,5686元,7006元,2025-05-18 17:33,2025-05-18 17:33,2025-05-18 17:33,2025-05-18 17:33,已退回,赵秀英,1855km,西湖网点,浦东网点,重量异常,高,北京区
WLYD3980572,深圳浦东新区,南京鼓楼区,周芳,EMP_035,李刚物流公司,申通快递,图书文具,合同物流,1182kg,18.89m³,9032元,1081元,2025-05-23 10:23,2025-05-23 10:23,2025-05-23 10:23,2025-05-23 10:23,派送中,王秀英,388km,浦东网点,浦东网点,重复下单,高,上海区
WLYD8784922,深圳余杭区,西安朝阳区,张伟,EMP_043,黄强运输公司,中通快递,食品生鲜,零担,4168kg,7.48m³,4597元,6398元,2025-05-17 14:07,2025-05-17 14:07,2025-05-17 14:07,2025-05-17 14:07,运输中,李秀英,2600km,南山网点,鼓楼网点,虚假签收,低,上海区
WLYD8441165,北京浦东新区,上海余杭区,陈静,EMP_040,陈华物流公司,顺丰速运,食品生鲜,零担,3511kg,13.7m³,4218元,2233元,2025-05-15 20:44,2025-05-15 20:44,2025-05-15 20:44,2025-05-15 20:44,已退回,赵秀英,2953km,余杭网点,鼓楼网点,超时派送,高,北京区
WLYD9730771,北京鼓楼区,南京天河区,吴磊,EMP_050,黄强运输公司,中通快递,图书文具,跨境电商,4116kg,4.36m³,8192元,5599元,2025-05-25 18:01,2025-05-25 18:01,2025-05-25 18:01,2025-05-25 18:01,已签收,陈秀英,2112km,天河网点,鼓楼网点,重复下单,中,北京区
WLYD1383593,上海天河区,南京朝阳区,张伟,EMP_049,张伟货运公司,极兔速递,食品生鲜,零担,4805kg,2.92m³,4065元,1986元,2025-05-20 11:40,2025-05-20 11:40,2025-05-20 11:40,2025-05-20 11:40,已签收,王秀英,1820km,南山网点,南山网点,虚假签收,高,上海区
WLYD8085392,南京余杭区,南京鼓楼区,陈静,EMP_050,刘洋运输公司,极兔速递,服装鞋帽,整车,2511kg,17.12m³,6166元,5891元,2025-05-12 18:39,2025-05-12 18:39,2025-05-12 18:39,2025-05-12 18:39,派送中,赵秀英,273km,浦东网点,武林网点,金额异常,低,上海区
WLYD5783093,杭州浦东新区,上海天河区,张伟,EMP_039,李刚物流公司,韵达速运,图书文具,合同物流,84kg,12.49m³,6018元,4029元,2025-05-10 13:57,2025-05-10 13:57,2025-05-10 13:57,2025-05-10 13:57,已退回,杨秀英,336km,余杭网点,浦东网点,货物损坏,中,浙北区
WLYD5442371,深圳余杭区,广州天河区,王娜,EMP_053,张伟货运公司,顺丰速运,化工原料,快递,2840kg,10.63m³,263元,6291元,2025-05-27 10:11,2025-05-27 10:11,2025-05-27 10:11,2025-05-27 10:11,已退回,陈秀英,697km,南山网点,天河网点,重量异常,高,上海区
WLYD9292157,北京鼓楼区,南京天河区,黄秀英,EMP_040,陈华物流公司,申通快递,五金工具,零担,2793kg,16.98m³,4995元,1874元,2025-05-13 20:02,2025-05-13 20:02,2025-05-13 20:02,2025-05-13 20:02,异常,赵秀英,2814km,武林网点,鼓楼网点,金额异常,高,北京区
WLYD8723510,深圳南山区,成都天河区,杨磊,EMP_034,刘洋运输公司,韵达速运,食品生鲜,跨境电商,2749kg,14.65m³,8900元,3535元,2025-05-11 18:44,2025-05-11 18:44,2025-05-11 18:44,2025-05-11 18:44,已退回,王秀英,1349km,南山网点,鼓楼网点,超时派送,低,上海区
WLYD1145788,南京余杭区,上海南山区,周芳,EMP_042,李刚物流公司,顺丰速运,食品生鲜,跨境电商,2345kg,13.16m³,9681元,1712元,2025-05-12 13:43,2025-05-12 13:43,2025-05-12 13:43,2025-05-12 13:43,已退回,张秀英,1606km,余杭网点,浦东网点,超时派送,低,上海区
WLYD2278373,广州浦东新区,广州余杭区,陈静,EMP_043,张伟货运公司,德邦物流,食品生鲜,跨境电商,4170kg,20.97m³,7896元,1021元,2025-05-05 16:02,2025-05-05 16:02,2025-05-05 16:02,2025-05-05 16:02,已退回,赵秀英,2973km,余杭网点,天河网点,金额异常,高,上海区
WLYD5911663,深圳朝阳区,杭州天河区,刘芳,EMP_058,杨明货运公司,韵达速运,五金工具,冷链物流,3616kg,13.10m³,7626元,205元,2025-05-04 15:18,2025-05-04 15:18,2025-05-04 15:18,2025-05-04 15:18,派送中,刘秀英,710km,鼓楼网点,浦东网点,超时派送,中,上海区
WLYD4367650,广州浦东新区,北京天河区,张伟,EMP_043,李刚物流公司,顺丰速运,电子产品,合同物流,2712kg,15.1m³,1745元,306元,2025-05-19 19:20,2025-05-19 19:20,2025-05-19 19:20,2025-05-19 19:20,运输中,王秀英,1609km,余杭网点,鼓楼网点,超时派送,低,上海区
WLYD8156596,杭州余杭区,北京鼓楼区,赵伟,EMP_050,周涛货运公司,极兔速递,食品生鲜,合同物流,3057kg,16.67m³,826元,4141元,2025-05-25 19:38,2025-05-25 19:38,2025-05-25 19:38,2025-05-25 19:38,运输中,陈秀英,2089km,朝阳网点,武林网点,虚假签收,低,浙北区
WLYD9434932,上海鼓楼区,北京南山区,周芳,EMP_046,李刚物流公司,极兔速递,电子产品,跨境电商,2273kg,13.6m³,1772元,7035元,2025-05-18 16:12,2025-05-18 16:12,2025-05-18 16:12,2025-05-18 16:12,已退回,杨秀英,200km,西湖网点,浦东网点,金额异常,中,上海区
WLYD8892407,上海朝阳区,深圳南山区,王娜,EMP_059,刘洋运输公司,顺丰速运,化工原料,零担,787kg,20.13m³,8732元,6468元,2025-05-19 11:59,2025-05-19 11:59,2025-05-19 11:59,2025-05-19 11:59,运输中,张秀英,1544km,朝阳网点,浦东网点,重复下单,低,上海区
WLYD3777817,北京余杭区,武汉鼓楼区,周芳,EMP_046,李刚物流公司,申通快递,服装鞋帽,零担,3474kg,5.45m³,1681元,7522元,2025-05-26 19:18,2025-05-26 19:18,2025-05-26 19:18,2025-05-26 19:18,异常,王秀英,1268km,南山网点,鼓楼网点,重复下单,低,北京区
WLYD5290656,深圳鼓楼区,重庆浦东新区,张伟,EMP_043,陈华物流公司,圆通速递,电子产品,冷链物流,2373kg,14.61m³,3757元,5116元,2025-05-17 13:32,2025-05-17 13:32,2025-05-17 13:32,2025-05-17 13:32,异常,张秀英,163km,浦东网点,天河网点,重量异常,低,上海区
WLYD7235480,杭州浦东新区,重庆余杭区,杨磊,EMP_036,王静贸易公司,韵达速运,五金工具,整车,2165kg,4.2m³,7717元,2705元,2025-05-14 15:00,2025-05-14 15:00,2025-05-14 15:00,2025-05-14 15:00,已退回,赵秀英,859km,余杭网点,天河网点,地址错误,高,浙北区
WLYD7442657,北京南山区,重庆余杭区,杨磊,EMP_057,陈华物流公司,圆通速递,服装鞋帽,合同物流,1574kg,11.53m³,5813元,1578元,2025-05-22 16:05,2025-05-22 16:05,2025-05-22 16:05,2025-05-22 16:05,已签收,陈秀英,2257km,天河网点,西湖网点,重复下单,低,北京区
WLYD3843006,南京朝阳区,深圳朝阳区,刘芳,EMP_057,李刚物流公司,极兔速递,图书文具,跨境电商,3213kg,12.40m³,3252元,1579元,2025-05-24 20:44,2025-05-24 20:44,2025-05-24 20:44,2025-05-24 20:44,异常,赵秀英,407km,浦东网点,西湖网点,重量异常,中,上海区
WLYD7540258,广州鼓楼区,重庆余杭区,周芳,EMP_050,王静贸易公司,圆通速递,食品生鲜,快递,1218kg,9.20m³,4299元,5542元,2025-05-23 10:03,2025-05-23 10:03,2025-05-23 10:03,2025-05-23 10:03,派送中,李秀英,1955km,鼓楼网点,浦东网点,超时派送,低,上海区
WLYD2594533,上海余杭区,西安天河区,赵伟,EMP_043,杨丽贸易公司,极兔速递,服装鞋帽,零担,1553kg,16.40m³,934元,5068元,2025-05-25 12:18,2025-05-25 12:18,2025-05-25 12:18,2025-05-25 12:18,已退回,王秀英,586km,南山网点,武林网点,金额异常,低,上海区
WLYD8697132,上海朝阳区,深圳鼓楼区,吴磊,EMP_032,刘洋运输公司,申通快递,图书文具,合同物流,2946kg,4.58m³,6079元,4355元,2025-05-12 08:05,2025-05-12 08:05,2025-05-12 08:05,2025-05-12 08:05,运输中,王秀英,836km,余杭网点,西湖网点,金额异常,低,上海区
WLYD8121082,上海南山区,南京朝阳区,周芳,EMP_058,赵磊物流公司,极兔速递,图书文具,冷链物流,1405kg,10.7m³,4101元,5267元,2025-05-21 14:08,2025-05-21 14:08,2025-05-21 14:08,2025-05-21 14:08,派送中,赵秀英,2502km,朝阳网点,天河网点,重复下单,中,上海区
WLYD6343077,广州浦东新区,上海南山区,杨磊,EMP_048,杨明货运公司,韵达速运,服装鞋帽,快递,1451kg,10.43m³,4908元,830元,2025-05-14 13:37,2025-05-14 13:37,2025-05-14 13:37,2025-05-14 13:37,派送中,李秀英,579km,朝阳网点,西湖网点,重量异常,中,上海区
WLYD5604998,杭州鼓楼区,深圳天河区,陈静,EMP_050,陈华物流公司,中通快递,电子产品,快递,1379kg,2.96m³,6430元,196元,2025-05-05 11:37,2025-05-05 11:37,2025-05-05 11:37,2025-05-05 11:37,派送中,李秀英,2857km,西湖网点,武林网点,重复下单,高,浙北区
WLYD9141210,广州浦东新区,成都朝阳区,陈静,EMP_045,张伟货运公司,顺丰速运,图书文具,跨境电商,2653kg,10.81m³,7286元,4122元,2025-05-12 14:26,2025-05-12 14:26,2025-05-12 14:26,2025-05-12 14:26,异常,李秀英,448km,西湖网点,朝阳网点,虚假签收,低,上海区
WLYD2897724,深圳鼓楼区,南京朝阳区,黄秀英,EMP_058,张伟货运公司,顺丰速运,图书文具,零担,4103kg,19.84m³,7022元,5085元,2025-05-18 19:12,2025-05-18 19:12,2025-05-18 19:12,2025-05-18 19:12,派送中,陈秀英,2140km,西湖网点,鼓楼网点,重复下单,低,上海区
WLYD1188101,北京鼓楼区,西安余杭区,周芳,EMP_056,张伟货运公司,顺丰速运,食品生鲜,冷链物流,2664kg,3.22m³,5937元,6120元,2025-05-14 18:38,2025-05-14 18:38,2025-05-14 18:38,2025-05-14 18:38,运输中,刘秀英,2823km,武林网点,朝阳网点,金额异常,中,北京区
WLYD3316334,上海天河区,北京朝阳区,李强,EMP_032,周涛货运公司,中通快递,食品生鲜,快递,901kg,16.23m³,4593元,1921元,2025-05-08 12:10,2025-05-08 12:10,2025-05-08 12:10,2025-05-08 12:10,异常,黄秀英,2594km,余杭网点,天河网点,货物损坏,中,上海区
WLYD5703610,深圳朝阳区,南京鼓楼区,赵伟,EMP_032,张伟货运公司,圆通速递,五金工具,快递,4469kg,3.23m³,5897元,4733元,2025-05-05 16:30,2025-05-05 16:30,2025-05-05 16:30,2025-05-05 16:30,已退回,黄秀英,2451km,天河网点,鼓楼网点,货物损坏,高,上海区
WLYD3789271,杭州天河区,成都余杭区,杨磊,EMP_051,杨明货运公司,申通快递,服装鞋帽,合同物流,1802kg,11.37m³,6426元,7280元,2025-05-14 08:24,2025-05-14 08:24,2025-05-14 08:24,2025-05-14 08:24,派送中,张秀英,214km,武林网点,浦东网点,重复下单,中,浙北区
WLYD5722033,北京南山区,南京鼓楼区,吴磊,EMP_059,周涛货运公司,韵达速运,化工原料,整车,4539kg,19.87m³,8190元,6764元,2025-05-24 17:09,2025-05-24 17:09,2025-05-24 17:09,2025-05-24 17:09,派送中,刘秀英,785km,朝阳网点,天河网点,金额异常,高,北京区
WLYD2871952,北京鼓楼区,上海鼓楼区,黄秀英,EMP_036,赵磊物流公司,韵达速运,图书文具,快递,3965kg,8.64m³,453元,1208元,2025-05-08 14:21,2025-05-08 14:21,2025-05-08 14:21,2025-05-08 14:21,已退回,杨秀英,894km,天河网点,浦东网点,虚假签收,高,北京区
WLYD4944128,上海余杭区,南京天河区,陈静,EMP_048,赵磊物流公司,德邦物流,图书文具,冷链物流,3661kg,15.61m³,2088元,7061元,2025-05-22 20:12,2025-05-22 20:12,2025-05-22 20:12,2025-05-22 20:12,异常,黄秀英,311km,西湖网点,西湖网点,虚假签收,高,上海区
WLYD6972286,杭州朝阳区,南京南山区,张伟,EMP_052,赵磊物流公司,极兔速递,电子产品,整车,4795kg,19.58m³,4315元,7439元,2025-05-22 08:33,2025-05-22 08:33,2025-05-22 08:33,2025-05-22 08:33,异常,赵秀英,1863km,余杭网点,余杭网点,金额异常,低,浙北区
WLYD9085767,南京南山区,南京朝阳区,杨磊,EMP_041,杨丽贸易公司,中通快递,电子产品,冷链物流,1864kg,1.79m³,9331元,2939元,2025-05-10 11:22,2025-05-10 11:22,2025-05-10 11:22,2025-05-10 11:22,已签收,黄秀英,703km,朝阳网点,南山网点,重复下单,低,上海区
WLYD1941681,北京余杭区,杭州南山区,周芳,EMP_039,陈华物流公司,极兔速递,化工原料,合同物流,3701kg,3.66m³,2771元,1902元,2025-05-22 18:28,2025-05-22 18:28,2025-05-22 18:28,2025-05-22 18:28,已签收,黄秀英,410km,南山网点,武林网点,虚假签收,高,北京区
WLYD5270598,广州余杭区,武汉南山区,杨磊,EMP_031,赵磊物流公司,德邦物流,化工原料,快递,1916kg,6.96m³,4267元,192元,2025-05-24 08:11,2025-05-24 08:11,2025-05-24 08:11,2025-05-24 08:11,派送中,赵秀英,1829km,浦东网点,浦东网点,地址错误,中,上海区
WLYD3353642,广州浦东新区,西安鼓楼区,吴磊,EMP_038,张伟货运公司,圆通速递,服装鞋帽,零担,2070kg,6.65m³,8970元,6633元,2025-05-25 14:37,2025-05-25 14:37,2025-05-25 14:37,2025-05-25 14:37,运输中,刘秀英,729km,朝阳网点,西湖网点,超时派送,中,上海区
WLYD8401937,北京天河区,南京南山区,张伟,EMP_058,李刚物流公司,韵达速运,家具家电,零担,635kg,11.69m³,1356元,7387元,2025-05-19 08:36,2025-05-19 08:36,2025-05-19 08:36,2025-05-19 08:36,异常,黄秀英,1228km,武林网点,西湖网点,虚假签收,高,北京区
WLYD4906905,广州南山区,重庆余杭区,陈静,EMP_036,黄强运输公司,中通快递,五金工具,冷链物流,3577kg,19.20m³,7900元,5653元,2025-05-21 17:01,2025-05-21 17:01,2025-05-21 17:01,2025-05-21 17:01,已签收,刘秀英,2821km,浦东网点,余杭网点,重复下单,低,上海区
WLYD7487792,上海南山区,上海浦东新区,李强,EMP_058,陈华物流公司,圆通速递,五金工具,整车,2736kg,8.78m³,5080元,5325元,2025-05-02 12:23,2025-05-02 12:23,2025-05-02 12:23,2025-05-02 12:23,运输中,陈秀英,2975km,西湖网点,朝阳网点,虚假签收,中,上海区
WLYD5163058,深圳朝阳区,重庆南山区,杨磊,EMP_056,杨丽贸易公司,申通快递,图书文具,零担,2129kg,2.33m³,3455元,1203元,2025-05-14 16:16,2025-05-14 16:16,2025-05-14 16:16,2025-05-14 16:16,已签收,黄秀英,1555km,鼓楼网点,余杭网点,货物损坏,高,上海区
WLYD7522288,南京浦东新区,北京浦东新区,张伟,EMP_040,张伟货运公司,中通快递,家具家电,零担,2444kg,5.55m³,4359元,2211元,2025-05-05 12:07,2025-05-05 12:07,2025-05-05 12:07,2025-05-05 12:07,已退回,张秀英,946km,鼓楼网点,朝阳网点,虚假签收,高,上海区
WLYD4000146,北京朝阳区,北京朝阳区,张伟,EMP_054,陈华物流公司,中通快递,电子产品,零担,3837kg,9.91m³,7199元,6973元,2025-05-22 14:12,2025-05-22 14:12,2025-05-22 14:12,2025-05-22 14:12,异常,王秀英,2129km,南山网点,天河网点,重复下单,中,北京区
WLYD7189631,北京天河区,重庆余杭区,吴磊,EMP_039,黄强运输公司,德邦物流,化工原料,零担,4783kg,13.81m³,6341元,6338元,2025-05-11 17:57,2025-05-11 17:57,2025-05-11 17:57,2025-05-11 17:57,派送中,刘秀英,1465km,武林网点,朝阳网点,虚假签收,中,北京区
WLYD6527292,深圳天河区,西安朝阳区,杨磊,EMP_051,赵磊物流公司,韵达速运,图书文具,整车,1063kg,11.25m³,7055元,98元,2025-05-03 15:33,2025-05-03 15:33,2025-05-03 15:33,2025-05-03 15:33,异常,杨秀英,1293km,西湖网点,武林网点,地址错误,低,上海区
WLYD1771599,北京朝阳区,上海南山区,周芳,EMP_042,王静贸易公司,顺丰速运,图书文具,快递,423kg,3.61m³,1039元,5146元,2025-05-03 16:38,2025-05-03 16:38,2025-05-03 16:38,2025-05-03 16:38,运输中,赵秀英,1178km,余杭网点,南山网点,货物损坏,低,北京区
WLYD1067907,北京浦东新区,成都鼓楼区,张伟,EMP_044,李刚物流公司,韵达速运,食品生鲜,快递,2209kg,12.42m³,4068元,2618元,2025-05-23 08:12,2025-05-23 08:12,2025-05-23 08:12,2025-05-23 08:12,已退回,李秀英,1972km,天河网点,南山网点,金额异常,低,北京区
WLYD3432788,上海鼓楼区,杭州天河区,王娜,EMP_038,王静贸易公司,中通快递,图书文具,快递,3628kg,9.20m³,1411元,807元,2025-05-22 19:05,2025-05-22 19:05,2025-05-22 19:05,2025-05-22 19:05,运输中,黄秀英,2372km,天河网点,鼓楼网点,重量异常,高,上海区
WLYD9500242,广州余杭区,深圳南山区,李强,EMP_055,刘洋运输公司,德邦物流,五金工具,合同物流,3717kg,10.27m³,3654元,3420元,2025-05-20 16:59,2025-05-20 16:59,2025-05-20 16:59,2025-05-20 16:59,运输中,王秀英,1327km,武林网点,武林网点,虚假签收,中,上海区
WLYD4070032,南京鼓楼区,武汉南山区,黄秀英,EMP_059,刘洋运输公司,申通快递,五金工具,零担,2711kg,17.11m³,3983元,157元,2025-05-22 14:04,2025-05-22 14:04,2025-05-22 14:04,2025-05-22 14:04,运输中,张秀英,2754km,鼓楼网点,朝阳网点,金额异常,中,上海区
WLYD8455275,广州鼓楼区,广州天河区,吴磊,EMP_051,杨丽贸易公司,申通快递,家具家电,冷链物流,2464kg,20.26m³,7990元,2576元,2025-05-27 12:05,2025-05-27 12:05,2025-05-27 12:05,2025-05-27 12:05,已退回,黄秀英,373km,武林网点,鼓楼网点,超时派送,高,上海区
WLYD3113998,北京余杭区,上海余杭区,陈静,EMP_047,张伟货运公司,极兔速递,服装鞋帽,跨境电商,836kg,6.79m³,6945元,5413元,2025-05-18 19:50,2025-05-18 19:50,2025-05-18 19:50,2025-05-18 19:50,已签收,刘秀英,979km,鼓楼网点,鼓楼网点,金额异常,中,北京区
