运单号,发货地,收货地,揽收人,揽收人ID,客户名称,供应商名称,货物类型,产品类型,重量,体积,运费金额,结算金额,发货时间,揽收时间,派件时间,签收时间,运单状态,对账人,公里数,发货网点,收货网点,异常类型,风险等级,region
WLYD3375254,上海天河区,西安天河区,李强,EMP_058,陈华物流公司,极兔速递,五金工具,整车,2376kg,9.82m³,5951元,5396元,2025-12-17 15:43,2025-12-17 15:43,2025-12-17 15:43,2025-12-17 15:43,派送中,黄秀英,579km,天河网点,朝阳网点,地址错误,中,上海区
WLYD9627804,深圳鼓楼区,武汉浦东新区,刘芳,EMP_053,刘洋运输公司,韵达速运,五金工具,零担,1596kg,5.74m³,7593元,116元,2025-12-27 08:53,2025-12-27 08:53,2025-12-27 08:53,2025-12-27 08:53,派送中,杨秀英,482km,浦东网点,鼓楼网点,虚假签收,高,上海区
WLYD4598960,广州天河区,深圳浦东新区,黄秀英,EMP_044,张伟货运公司,圆通速递,服装鞋帽,零担,4540kg,20.62m³,5902元,1537元,2025-12-09 19:11,2025-12-09 19:11,2025-12-09 19:11,2025-12-09 19:11,已签收,陈秀英,1753km,天河网点,浦东网点,重量异常,低,上海区
WLYD8090303,北京南山区,成都鼓楼区,张伟,EMP_054,杨明货运公司,顺丰速运,五金工具,跨境电商,3885kg,17.75m³,3274元,4607元,2025-12-26 17:42,2025-12-26 17:42,2025-12-26 17:42,2025-12-26 17:42,已退回,王秀英,2285km,西湖网点,武林网点,重复下单,中,北京区
WLYD3973283,杭州天河区,西安浦东新区,李强,EMP_042,周涛货运公司,顺丰速运,食品生鲜,冷链物流,2461kg,5.0m³,6357元,3592元,2025-12-02 15:23,2025-12-02 15:23,2025-12-02 15:23,2025-12-02 15:23,运输中,王秀英,1087km,南山网点,武林网点,金额异常,高,浙北区
WLYD9472471,上海天河区,西安浦东新区,王娜,EMP_052,王静贸易公司,德邦物流,服装鞋帽,整车,1779kg,20.45m³,4202元,2148元,2025-12-27 12:25,2025-12-27 12:25,2025-12-27 12:25,2025-12-27 12:25,异常,刘秀英,864km,浦东网点,余杭网点,地址错误,中,上海区
WLYD5390498,深圳朝阳区,杭州浦东新区,李强,EMP_045,周涛货运公司,韵达速运,图书文具,合同物流,935kg,8.15m³,2429元,3113元,2025-12-18 15:24,2025-12-18 15:24,2025-12-18 15:24,2025-12-18 15:24,已签收,王秀英,2983km,鼓楼网点,天河网点,虚假签收,高,上海区
WLYD8975626,深圳朝阳区,深圳浦东新区,王娜,EMP_031,赵磊物流公司,极兔速递,服装鞋帽,整车,3184kg,4.41m³,7430元,2612元,2025-12-04 19:11,2025-12-04 19:11,2025-12-04 19:11,2025-12-04 19:11,运输中,陈秀英,248km,余杭网点,天河网点,重量异常,中,上海区
WLYD4273682,杭州南山区,北京天河区,李强,EMP_034,李刚物流公司,顺丰速运,电子产品,快递,2528kg,17.65m³,6641元,4651元,2025-12-13 17:57,2025-12-13 17:57,2025-12-13 17:57,2025-12-13 17:57,运输中,赵秀英,1082km,天河网点,鼓楼网点,地址错误,低,浙北区
WLYD6510008,杭州南山区,武汉南山区,周芳,EMP_031,刘洋运输公司,中通快递,电子产品,零担,4214kg,13.25m³,1613元,5013元,2025-12-01 18:43,2025-12-01 18:43,2025-12-01 18:43,2025-12-01 18:43,已签收,黄秀英,359km,余杭网点,武林网点,超时派送,高,浙北区
WLYD7015595,上海朝阳区,上海余杭区,杨磊,EMP_056,刘洋运输公司,极兔速递,五金工具,整车,4977kg,1.18m³,6348元,5447元,2025-12-24 09:34,2025-12-24 09:34,2025-12-24 09:34,2025-12-24 09:34,派送中,黄秀英,480km,余杭网点,西湖网点,地址错误,高,上海区
WLYD9976870,南京南山区,广州南山区,赵伟,EMP_032,杨丽贸易公司,极兔速递,图书文具,跨境电商,3385kg,4.45m³,136元,7970元,2025-12-21 19:38,2025-12-21 19:38,2025-12-21 19:38,2025-12-21 19:38,已签收,陈秀英,1633km,南山网点,余杭网点,超时派送,低,上海区
WLYD4390570,北京鼓楼区,武汉鼓楼区,陈静,EMP_038,刘洋运输公司,德邦物流,家具家电,冷链物流,3481kg,14.43m³,9825元,3160元,2025-12-01 14:48,2025-12-01 14:48,2025-12-01 14:48,2025-12-01 14:48,异常,刘秀英,2583km,西湖网点,浦东网点,重量异常,中,北京区
WLYD1280186,广州朝阳区,广州余杭区,李强,EMP_056,刘洋运输公司,顺丰速运,服装鞋帽,快递,3739kg,9.13m³,8146元,4933元,2025-12-08 13:16,2025-12-08 13:16,2025-12-08 13:16,2025-12-08 13:16,运输中,黄秀英,2528km,武林网点,浦东网点,重量异常,低,上海区
WLYD1238581,广州鼓楼区,杭州鼓楼区,陈静,EMP_040,杨明货运公司,德邦物流,电子产品,整车,3742kg,3.26m³,2302元,763元,2025-12-03 18:03,2025-12-03 18:03,2025-12-03 18:03,2025-12-03 18:03,异常,刘秀英,1918km,西湖网点,鼓楼网点,重量异常,低,上海区
WLYD6128824,广州浦东新区,广州南山区,周芳,EMP_048,杨丽贸易公司,极兔速递,化工原料,零担,2896kg,8.18m³,8164元,841元,2025-12-14 16:44,2025-12-14 16:44,2025-12-14 16:44,2025-12-14 16:44,运输中,赵秀英,1671km,西湖网点,余杭网点,金额异常,高,上海区
WLYD5815467,上海天河区,北京余杭区,张伟,EMP_048,王静贸易公司,极兔速递,五金工具,合同物流,3755kg,9.61m³,115元,3906元,2025-12-25 15:22,2025-12-25 15:22,2025-12-25 15:22,2025-12-25 15:22,异常,赵秀英,2623km,南山网点,南山网点,重复下单,高,上海区
WLYD7966071,南京鼓楼区,成都鼓楼区,杨磊,EMP_052,李刚物流公司,韵达速运,食品生鲜,零担,2055kg,6.16m³,715元,5778元,2025-12-13 16:02,2025-12-13 16:02,2025-12-13 16:02,2025-12-13 16:02,异常,王秀英,531km,浦东网点,西湖网点,地址错误,低,上海区
WLYD1778628,南京南山区,上海南山区,杨磊,EMP_035,赵磊物流公司,德邦物流,服装鞋帽,冷链物流,1010kg,1.73m³,4127元,7322元,2025-12-26 16:03,2025-12-26 16:03,2025-12-26 16:03,2025-12-26 16:03,运输中,李秀英,523km,余杭网点,武林网点,虚假签收,中,上海区
WLYD8987368,杭州朝阳区,重庆朝阳区,杨磊,EMP_053,王静贸易公司,中通快递,电子产品,跨境电商,1583kg,6.62m³,5339元,6909元,2025-12-18 12:19,2025-12-18 12:19,2025-12-18 12:19,2025-12-18 12:19,运输中,赵秀英,2911km,余杭网点,天河网点,金额异常,低,浙北区
WLYD6191549,上海鼓楼区,武汉南山区,张伟,EMP_047,王静贸易公司,圆通速递,电子产品,跨境电商,3325kg,7.7m³,5489元,6128元,2025-12-23 12:00,2025-12-23 12:00,2025-12-23 12:00,2025-12-23 12:00,运输中,杨秀英,1843km,鼓楼网点,天河网点,重复下单,中,上海区
WLYD5056327,北京浦东新区,重庆南山区,黄秀英,EMP_045,杨丽贸易公司,圆通速递,五金工具,合同物流,1212kg,2.75m³,6362元,409元,2025-12-27 09:30,2025-12-27 09:30,2025-12-27 09:30,2025-12-27 09:30,异常,赵秀英,2378km,西湖网点,余杭网点,超时派送,高,北京区
WLYD4722625,深圳浦东新区,上海浦东新区,李强,EMP_056,王静贸易公司,极兔速递,食品生鲜,合同物流,1748kg,7.66m³,9342元,7865元,2025-12-22 18:49,2025-12-22 18:49,2025-12-22 18:49,2025-12-22 18:49,已退回,张秀英,2378km,天河网点,南山网点,金额异常,低,上海区
WLYD5673363,北京天河区,成都朝阳区,王娜,EMP_054,赵磊物流公司,德邦物流,家具家电,跨境电商,2558kg,5.8m³,5747元,7767元,2025-12-02 15:29,2025-12-02 15:29,2025-12-02 15:29,2025-12-02 15:29,运输中,刘秀英,1414km,天河网点,西湖网点,货物损坏,中,北京区
WLYD6345607,深圳天河区,重庆天河区,赵伟,EMP_030,赵磊物流公司,德邦物流,服装鞋帽,冷链物流,2026kg,10.20m³,7014元,7126元,2025-12-26 16:11,2025-12-26 16:11,2025-12-26 16:11,2025-12-26 16:11,运输中,王秀英,933km,西湖网点,南山网点,重量异常,高,上海区
WLYD9016813,深圳余杭区,上海浦东新区,陈静,EMP_042,杨明货运公司,韵达速运,服装鞋帽,冷链物流,3694kg,1.70m³,5687元,1430元,2025-12-04 14:11,2025-12-04 14:11,2025-12-04 14:11,2025-12-04 14:11,已签收,李秀英,2245km,武林网点,鼓楼网点,货物损坏,中,上海区
WLYD8067055,北京南山区,深圳鼓楼区,赵伟,EMP_050,杨明货运公司,极兔速递,化工原料,快递,2505kg,2.64m³,8304元,7616元,2025-12-08 12:20,2025-12-08 12:20,2025-12-08 12:20,2025-12-08 12:20,已退回,刘秀英,1254km,天河网点,南山网点,虚假签收,高,北京区
WLYD7904436,上海浦东新区,北京余杭区,杨磊,EMP_051,李刚物流公司,极兔速递,家具家电,跨境电商,3844kg,8.45m³,2406元,1543元,2025-12-04 19:28,2025-12-04 19:28,2025-12-04 19:28,2025-12-04 19:28,异常,赵秀英,2110km,天河网点,余杭网点,虚假签收,低,上海区
WLYD5569519,北京余杭区,北京余杭区,杨磊,EMP_048,杨明货运公司,极兔速递,家具家电,冷链物流,3836kg,12.97m³,6200元,145元,2025-12-20 17:07,2025-12-20 17:07,2025-12-20 17:07,2025-12-20 17:07,已退回,张秀英,1344km,南山网点,余杭网点,重复下单,高,北京区
WLYD3577858,深圳浦东新区,西安浦东新区,吴磊,EMP_059,周涛货运公司,德邦物流,家具家电,整车,2461kg,19.56m³,7721元,4354元,2025-12-28 13:53,2025-12-28 13:53,2025-12-28 13:53,2025-12-28 13:53,已签收,张秀英,1991km,西湖网点,鼓楼网点,超时派送,低,上海区
WLYD9483393,深圳鼓楼区,深圳浦东新区,刘芳,EMP_033,陈华物流公司,中通快递,五金工具,跨境电商,3378kg,15.88m³,5597元,4760元,2025-12-03 20:19,2025-12-03 20:19,2025-12-03 20:19,2025-12-03 20:19,已退回,陈秀英,364km,鼓楼网点,天河网点,虚假签收,低,上海区
WLYD5138368,上海朝阳区,广州天河区,王娜,EMP_053,杨明货运公司,申通快递,化工原料,零担,1847kg,10.7m³,6658元,6526元,2025-12-08 11:15,2025-12-08 11:15,2025-12-08 11:15,2025-12-08 11:15,已签收,刘秀英,326km,武林网点,余杭网点,地址错误,低,上海区
WLYD8582152,深圳鼓楼区,北京鼓楼区,陈静,EMP_052,周涛货运公司,德邦物流,五金工具,冷链物流,4557kg,10.60m³,2663元,2226元,2025-12-24 09:12,2025-12-24 09:12,2025-12-24 09:12,2025-12-24 09:12,异常,李秀英,369km,浦东网点,朝阳网点,超时派送,中,上海区
WLYD1692484,杭州南山区,深圳余杭区,李强,EMP_035,杨明货运公司,极兔速递,图书文具,整车,637kg,18.3m³,8684元,3490元,2025-12-22 19:42,2025-12-22 19:42,2025-12-22 19:42,2025-12-22 19:42,异常,杨秀英,373km,武林网点,天河网点,虚假签收,中,浙北区
WLYD1059872,广州浦东新区,武汉鼓楼区,杨磊,EMP_059,张伟货运公司,申通快递,食品生鲜,整车,2210kg,7.88m³,1808元,1151元,2025-12-08 14:51,2025-12-08 14:51,2025-12-08 14:51,2025-12-08 14:51,已签收,杨秀英,1822km,浦东网点,天河网点,地址错误,高,上海区
WLYD7232669,北京鼓楼区,西安朝阳区,杨磊,EMP_056,李刚物流公司,申通快递,化工原料,整车,2941kg,14.98m³,1597元,6950元,2025-12-16 10:23,2025-12-16 10:23,2025-12-16 10:23,2025-12-16 10:23,已签收,张秀英,326km,武林网点,西湖网点,重量异常,低,北京区
WLYD2927440,上海朝阳区,成都浦东新区,刘芳,EMP_043,陈华物流公司,韵达速运,家具家电,快递,3388kg,6.82m³,3041元,5105元,2025-12-23 15:30,2025-12-23 15:30,2025-12-23 15:30,2025-12-23 15:30,异常,刘秀英,1528km,西湖网点,余杭网点,重复下单,高,上海区
WLYD4627266,上海浦东新区,武汉朝阳区,李强,EMP_057,王静贸易公司,中通快递,五金工具,零担,4675kg,11.94m³,2318元,3886元,2025-12-04 17:58,2025-12-04 17:58,2025-12-04 17:58,2025-12-04 17:58,已退回,陈秀英,2043km,南山网点,鼓楼网点,超时派送,中,上海区
WLYD5852751,北京余杭区,成都天河区,李强,EMP_037,杨明货运公司,极兔速递,五金工具,冷链物流,886kg,12.99m³,351元,252元,2025-12-05 16:05,2025-12-05 16:05,2025-12-05 16:05,2025-12-05 16:05,派送中,黄秀英,2519km,天河网点,西湖网点,金额异常,低,北京区
WLYD9632788,杭州鼓楼区,武汉鼓楼区,赵伟,EMP_054,王静贸易公司,顺丰速运,五金工具,整车,4264kg,17.17m³,8587元,6883元,2025-12-24 20:05,2025-12-24 20:05,2025-12-24 20:05,2025-12-24 20:05,异常,王秀英,1708km,天河网点,朝阳网点,虚假签收,中,浙北区
WLYD4721376,广州南山区,武汉鼓楼区,陈静,EMP_033,赵磊物流公司,极兔速递,化工原料,整车,65kg,9.41m³,6193元,5216元,2025-12-11 14:53,2025-12-11 14:53,2025-12-11 14:53,2025-12-11 14:53,派送中,李秀英,836km,天河网点,浦东网点,金额异常,低,上海区
WLYD7398793,北京朝阳区,西安余杭区,张伟,EMP_040,张伟货运公司,极兔速递,服装鞋帽,零担,2280kg,6.98m³,8325元,278元,2025-12-20 15:02,2025-12-20 15:02,2025-12-20 15:02,2025-12-20 15:02,已签收,李秀英,713km,朝阳网点,鼓楼网点,虚假签收,中,北京区
WLYD9357972,南京余杭区,成都南山区,刘芳,EMP_041,刘洋运输公司,德邦物流,服装鞋帽,冷链物流,1519kg,19.22m³,1043元,2891元,2025-12-10 18:29,2025-12-10 18:29,2025-12-10 18:29,2025-12-10 18:29,派送中,张秀英,2220km,鼓楼网点,浦东网点,虚假签收,高,上海区
WLYD6571342,上海鼓楼区,杭州鼓楼区,杨磊,EMP_045,陈华物流公司,极兔速递,五金工具,整车,2391kg,4.60m³,7783元,2726元,2025-12-28 15:28,2025-12-28 15:28,2025-12-28 15:28,2025-12-28 15:28,派送中,黄秀英,1804km,浦东网点,朝阳网点,重复下单,低,上海区
WLYD5031407,上海天河区,深圳朝阳区,黄秀英,EMP_046,赵磊物流公司,中通快递,五金工具,跨境电商,1628kg,5.24m³,4845元,5347元,2025-12-21 18:48,2025-12-21 18:48,2025-12-21 18:48,2025-12-21 18:48,运输中,赵秀英,1827km,武林网点,浦东网点,重复下单,低,上海区
WLYD6143841,杭州天河区,武汉鼓楼区,黄秀英,EMP_045,刘洋运输公司,德邦物流,食品生鲜,快递,4736kg,12.62m³,175元,6592元,2025-12-09 12:48,2025-12-09 12:48,2025-12-09 12:48,2025-12-09 12:48,已签收,黄秀英,1904km,西湖网点,浦东网点,地址错误,低,浙北区
WLYD9042497,北京余杭区,成都余杭区,王娜,EMP_042,赵磊物流公司,德邦物流,电子产品,整车,31kg,7.92m³,6537元,7359元,2025-12-09 12:44,2025-12-09 12:44,2025-12-09 12:44,2025-12-09 12:44,异常,黄秀英,740km,余杭网点,浦东网点,重量异常,高,北京区
WLYD4285249,广州朝阳区,成都朝阳区,杨磊,EMP_038,李刚物流公司,德邦物流,家具家电,合同物流,1376kg,14.49m³,6502元,1823元,2025-12-01 11:55,2025-12-01 11:55,2025-12-01 11:55,2025-12-01 11:55,派送中,杨秀英,1885km,鼓楼网点,浦东网点,超时派送,高,上海区
WLYD2007607,北京南山区,深圳余杭区,杨磊,EMP_035,杨明货运公司,中通快递,电子产品,整车,574kg,6.67m³,8922元,219元,2025-12-01 16:34,2025-12-01 16:34,2025-12-01 16:34,2025-12-01 16:34,派送中,黄秀英,1843km,鼓楼网点,天河网点,超时派送,低,北京区
WLYD7441440,南京朝阳区,北京天河区,杨磊,EMP_044,赵磊物流公司,中通快递,化工原料,冷链物流,2674kg,17.76m³,3999元,5861元,2025-12-08 11:38,2025-12-08 11:38,2025-12-08 11:38,2025-12-08 11:38,已退回,陈秀英,1621km,鼓楼网点,浦东网点,重复下单,低,上海区
WLYD8215614,广州余杭区,深圳南山区,陈静,EMP_036,黄强运输公司,顺丰速运,五金工具,整车,184kg,2.96m³,8380元,1601元,2025-12-02 08:04,2025-12-02 08:04,2025-12-02 08:04,2025-12-02 08:04,派送中,黄秀英,1380km,鼓楼网点,天河网点,重量异常,高,上海区
WLYD6215946,深圳鼓楼区,杭州鼓楼区,吴磊,EMP_047,黄强运输公司,韵达速运,电子产品,整车,3579kg,1.4m³,9714元,5296元,2025-12-15 18:46,2025-12-15 18:46,2025-12-15 18:46,2025-12-15 18:46,派送中,张秀英,2792km,鼓楼网点,余杭网点,虚假签收,高,上海区
WLYD3040073,杭州朝阳区,成都朝阳区,吴磊,EMP_038,杨丽贸易公司,德邦物流,化工原料,快递,4389kg,19.94m³,2784元,4572元,2025-12-28 08:28,2025-12-28 08:28,2025-12-28 08:28,2025-12-28 08:28,派送中,李秀英,2771km,浦东网点,余杭网点,超时派送,低,浙北区
WLYD4481202,南京南山区,深圳天河区,黄秀英,EMP_033,刘洋运输公司,中通快递,五金工具,合同物流,972kg,19.27m³,2459元,7822元,2025-12-09 20:29,2025-12-09 20:29,2025-12-09 20:29,2025-12-09 20:29,运输中,赵秀英,2997km,南山网点,朝阳网点,重复下单,中,上海区
WLYD3711274,广州天河区,北京朝阳区,周芳,EMP_056,刘洋运输公司,圆通速递,图书文具,整车,1686kg,7.37m³,3691元,2185元,2025-12-13 11:11,2025-12-13 11:11,2025-12-13 11:11,2025-12-13 11:11,派送中,张秀英,1594km,天河网点,朝阳网点,地址错误,低,上海区
WLYD1254877,南京余杭区,广州浦东新区,张伟,EMP_053,刘洋运输公司,中通快递,化工原料,合同物流,3570kg,6.59m³,6613元,471元,2025-12-04 19:47,2025-12-04 19:47,2025-12-04 19:47,2025-12-04 19:47,运输中,杨秀英,2703km,武林网点,浦东网点,超时派送,中,上海区
WLYD5948825,上海余杭区,成都朝阳区,赵伟,EMP_041,陈华物流公司,韵达速运,化工原料,整车,3728kg,9.50m³,8919元,1232元,2025-12-20 20:30,2025-12-20 20:30,2025-12-20 20:30,2025-12-20 20:30,已签收,黄秀英,1023km,西湖网点,南山网点,金额异常,中,上海区
WLYD3551042,杭州天河区,南京浦东新区,吴磊,EMP_056,陈华物流公司,德邦物流,五金工具,冷链物流,4190kg,4.24m³,6687元,738元,2025-12-26 20:29,2025-12-26 20:29,2025-12-26 20:29,2025-12-26 20:29,运输中,黄秀英,2828km,浦东网点,浦东网点,虚假签收,低,浙北区
WLYD9978359,广州鼓楼区,西安余杭区,吴磊,EMP_036,李刚物流公司,顺丰速运,家具家电,跨境电商,3451kg,2.91m³,7532元,511元,2025-12-08 20:35,2025-12-08 20:35,2025-12-08 20:35,2025-12-08 20:35,运输中,杨秀英,623km,天河网点,武林网点,超时派送,中,上海区
WLYD2652757,南京余杭区,武汉天河区,李强,EMP_057,王静贸易公司,圆通速递,家具家电,零担,1761kg,19.21m³,4553元,7443元,2025-12-16 19:21,2025-12-16 19:21,2025-12-16 19:21,2025-12-16 19:21,已退回,陈秀英,216km,朝阳网点,鼓楼网点,重复下单,低,上海区
WLYD2522414,南京鼓楼区,南京南山区,杨磊,EMP_032,李刚物流公司,申通快递,电子产品,合同物流,883kg,9.44m³,399元,3250元,2025-12-20 09:38,2025-12-20 09:38,2025-12-20 09:38,2025-12-20 09:38,运输中,张秀英,2138km,武林网点,朝阳网点,金额异常,中,上海区
WLYD9606856,北京鼓楼区,武汉天河区,李强,EMP_057,杨明货运公司,极兔速递,服装鞋帽,整车,4234kg,20.48m³,9719元,2095元,2025-12-05 14:33,2025-12-05 14:33,2025-12-05 14:33,2025-12-05 14:33,异常,刘秀英,1363km,余杭网点,朝阳网点,地址错误,高,北京区
WLYD8405394,广州浦东新区,上海天河区,黄秀英,EMP_053,杨明货运公司,顺丰速运,图书文具,合同物流,2990kg,20.18m³,2791元,2507元,2025-12-11 14:12,2025-12-11 14:12,2025-12-11 14:12,2025-12-11 14:12,运输中,赵秀英,154km,余杭网点,武林网点,虚假签收,高,上海区
WLYD5911348,北京浦东新区,广州南山区,张伟,EMP_045,周涛货运公司,极兔速递,化工原料,整车,2545kg,11.62m³,2998元,5217元,2025-12-28 08:43,2025-12-28 08:43,2025-12-28 08:43,2025-12-28 08:43,派送中,陈秀英,292km,余杭网点,西湖网点,地址错误,低,北京区
WLYD5889791,南京天河区,成都南山区,吴磊,EMP_042,杨明货运公司,申通快递,家具家电,跨境电商,3353kg,15.84m³,2055元,3956元,2025-12-05 11:58,2025-12-05 11:58,2025-12-05 11:58,2025-12-05 11:58,运输中,王秀英,1276km,鼓楼网点,天河网点,金额异常,高,上海区
WLYD3935254,上海南山区,上海浦东新区,张伟,EMP_056,杨明货运公司,极兔速递,家具家电,冷链物流,2585kg,7.55m³,5513元,6013元,2025-12-28 14:04,2025-12-28 14:04,2025-12-28 14:04,2025-12-28 14:04,异常,杨秀英,1361km,朝阳网点,南山网点,金额异常,低,上海区
WLYD6605760,上海鼓楼区,南京南山区,黄秀英,EMP_032,赵磊物流公司,中通快递,服装鞋帽,快递,1795kg,3.52m³,5320元,3830元,2025-12-26 10:12,2025-12-26 10:12,2025-12-26 10:12,2025-12-26 10:12,异常,张秀英,2390km,余杭网点,朝阳网点,重复下单,高,上海区
WLYD2606162,深圳余杭区,成都鼓楼区,王娜,EMP_034,陈华物流公司,韵达速运,家具家电,整车,1593kg,13.27m³,3762元,1254元,2025-12-08 13:47,2025-12-08 13:47,2025-12-08 13:47,2025-12-08 13:47,已退回,黄秀英,896km,朝阳网点,西湖网点,地址错误,高,上海区
WLYD3596495,上海南山区,深圳鼓楼区,赵伟,EMP_044,杨明货运公司,极兔速递,家具家电,快递,2007kg,2.19m³,267元,7308元,2025-12-07 09:03,2025-12-07 09:03,2025-12-07 09:03,2025-12-07 09:03,异常,赵秀英,1051km,浦东网点,天河网点,地址错误,高,上海区
WLYD2565147,杭州朝阳区,杭州鼓楼区,黄秀英,EMP_032,杨丽贸易公司,顺丰速运,食品生鲜,零担,1418kg,16.90m³,8405元,2420元,2025-12-24 08:47,2025-12-24 08:47,2025-12-24 08:47,2025-12-24 08:47,已签收,李秀英,140km,西湖网点,西湖网点,虚假签收,高,浙北区
WLYD1409399,北京朝阳区,南京天河区,杨磊,EMP_031,李刚物流公司,顺丰速运,五金工具,快递,222kg,9.49m³,630元,7947元,2025-12-18 19:47,2025-12-18 19:47,2025-12-18 19:47,2025-12-18 19:47,派送中,赵秀英,2040km,南山网点,武林网点,超时派送,高,北京区
WLYD6594849,深圳鼓楼区,上海余杭区,周芳,EMP_040,赵磊物流公司,顺丰速运,食品生鲜,快递,2203kg,16.38m³,5582元,244元,2025-12-04 19:20,2025-12-04 19:20,2025-12-04 19:20,2025-12-04 19:20,异常,赵秀英,2399km,天河网点,西湖网点,重量异常,中,上海区
WLYD8317162,杭州余杭区,深圳余杭区,刘芳,EMP_038,黄强运输公司,极兔速递,五金工具,冷链物流,2392kg,18.36m³,6427元,4599元,2025-12-25 20:48,2025-12-25 20:48,2025-12-25 20:48,2025-12-25 20:48,已退回,赵秀英,2014km,鼓楼网点,武林网点,货物损坏,高,浙北区
WLYD1092272,杭州鼓楼区,西安鼓楼区,吴磊,EMP_053,杨丽贸易公司,极兔速递,家具家电,整车,3348kg,3.10m³,1429元,5817元,2025-12-20 09:39,2025-12-20 09:39,2025-12-20 09:39,2025-12-20 09:39,运输中,王秀英,2220km,鼓楼网点,南山网点,金额异常,低,浙北区
WLYD1747780,北京浦东新区,北京鼓楼区,刘芳,EMP_038,刘洋运输公司,极兔速递,食品生鲜,合同物流,4844kg,20.46m³,1527元,962元,2025-12-06 12:55,2025-12-06 12:55,2025-12-06 12:55,2025-12-06 12:55,已退回,杨秀英,186km,南山网点,鼓楼网点,金额异常,高,北京区
WLYD6020153,杭州天河区,广州浦东新区,刘芳,EMP_035,黄强运输公司,申通快递,电子产品,冷链物流,676kg,17.17m³,1690元,3907元,2025-12-12 09:08,2025-12-12 09:08,2025-12-12 09:08,2025-12-12 09:08,运输中,李秀英,1029km,天河网点,鼓楼网点,重复下单,低,浙北区
WLYD9953523,上海余杭区,杭州鼓楼区,王娜,EMP_049,陈华物流公司,极兔速递,家具家电,快递,2141kg,18.20m³,4903元,3196元,2025-12-16 09:48,2025-12-16 09:48,2025-12-16 09:48,2025-12-16 09:48,运输中,王秀英,1035km,西湖网点,西湖网点,货物损坏,高,上海区
