运单号,发货地,收货地,揽收人,揽收人ID,客户名称,供应商名称,货物类型,产品类型,重量,体积,运费金额,结算金额,发货时间,揽收时间,派件时间,签收时间,运单状态,对账人,公里数,发货网点,收货网点,异常类型,风险等级,region
WLYD5939258,深圳余杭区,重庆天河区,黄秀英,EMP_055,张伟货运公司,申通快递,电子产品,零担,788kg,2.19m³,3895元,3489元,2025-04-06 17:15,2025-04-06 17:15,2025-04-06 17:15,2025-04-06 17:15,派送中,黄秀英,2477km,鼓楼网点,西湖网点,金额异常,低,上海区
WLYD3623188,深圳鼓楼区,成都朝阳区,吴磊,EMP_040,李刚物流公司,韵达速运,图书文具,整车,364kg,7.51m³,9093元,6624元,2025-04-16 09:14,2025-04-16 09:14,2025-04-16 09:14,2025-04-16 09:14,异常,杨秀英,2900km,武林网点,鼓楼网点,货物损坏,中,上海区
WLYD8509744,上海朝阳区,重庆朝阳区,王娜,EMP_056,王静贸易公司,顺丰速运,电子产品,跨境电商,3205kg,1.58m³,3224元,2972元,2025-04-13 11:31,2025-04-13 11:31,2025-04-13 11:31,2025-04-13 11:31,已签收,李秀英,1424km,鼓楼网点,武林网点,货物损坏,高,上海区
WLYD1305805,深圳南山区,北京南山区,刘芳,EMP_049,周涛货运公司,顺丰速运,家具家电,跨境电商,2966kg,6.22m³,4352元,5331元,2025-04-19 16:15,2025-04-19 16:15,2025-04-19 16:15,2025-04-19 16:15,已退回,杨秀英,2533km,浦东网点,朝阳网点,地址错误,高,上海区
WLYD6467863,上海天河区,北京浦东新区,张伟,EMP_039,张伟货运公司,韵达速运,食品生鲜,整车,4504kg,15.66m³,4822元,1464元,2025-04-20 19:06,2025-04-20 19:06,2025-04-20 19:06,2025-04-20 19:06,已签收,李秀英,840km,天河网点,西湖网点,重复下单,高,上海区
WLYD2047942,上海浦东新区,深圳朝阳区,张伟,EMP_044,杨丽贸易公司,申通快递,食品生鲜,冷链物流,2055kg,13.54m³,8207元,2970元,2025-04-08 10:10,2025-04-08 10:10,2025-04-08 10:10,2025-04-08 10:10,已退回,张秀英,2887km,朝阳网点,天河网点,货物损坏,中,上海区
WLYD1795309,广州南山区,武汉天河区,陈静,EMP_059,黄强运输公司,顺丰速运,化工原料,零担,2567kg,9.44m³,1355元,6153元,2025-04-23 11:29,2025-04-23 11:29,2025-04-23 11:29,2025-04-23 11:29,已退回,赵秀英,2579km,鼓楼网点,余杭网点,重量异常,低,上海区
WLYD5024960,北京南山区,杭州鼓楼区,张伟,EMP_040,周涛货运公司,中通快递,食品生鲜,整车,4651kg,6.5m³,4714元,3332元,2025-04-23 20:51,2025-04-23 20:51,2025-04-23 20:51,2025-04-23 20:51,运输中,李秀英,1865km,天河网点,南山网点,金额异常,中,北京区
WLYD7455172,北京天河区,成都浦东新区,李强,EMP_050,杨丽贸易公司,圆通速递,家具家电,合同物流,1457kg,14.59m³,8208元,5620元,2025-04-23 12:17,2025-04-23 12:17,2025-04-23 12:17,2025-04-23 12:17,运输中,杨秀英,810km,西湖网点,武林网点,重复下单,低,北京区
WLYD7541327,杭州鼓楼区,成都浦东新区,陈静,EMP_046,李刚物流公司,顺丰速运,服装鞋帽,合同物流,4195kg,7.26m³,1083元,7090元,2025-04-13 12:47,2025-04-13 12:47,2025-04-13 12:47,2025-04-13 12:47,已签收,张秀英,388km,浦东网点,朝阳网点,地址错误,中,浙北区
WLYD1903593,广州浦东新区,深圳天河区,陈静,EMP_052,杨明货运公司,极兔速递,服装鞋帽,零担,3078kg,20.12m³,1105元,2758元,2025-04-13 15:52,2025-04-13 15:52,2025-04-13 15:52,2025-04-13 15:52,已退回,赵秀英,2831km,南山网点,南山网点,货物损坏,高,上海区
WLYD5506549,深圳天河区,广州天河区,吴磊,EMP_036,王静贸易公司,申通快递,食品生鲜,整车,1180kg,3.26m³,7813元,3574元,2025-04-19 15:45,2025-04-19 15:45,2025-04-19 15:45,2025-04-19 15:45,已签收,李秀英,2097km,朝阳网点,余杭网点,重复下单,中,上海区
WLYD1883764,上海南山区,深圳余杭区,黄秀英,EMP_045,黄强运输公司,圆通速递,服装鞋帽,合同物流,1637kg,5.73m³,314元,7984元,2025-04-07 08:16,2025-04-07 08:16,2025-04-07 08:16,2025-04-07 08:16,异常,张秀英,1519km,鼓楼网点,浦东网点,金额异常,中,上海区
WLYD4557512,广州鼓楼区,重庆天河区,刘芳,EMP_056,刘洋运输公司,圆通速递,图书文具,零担,2093kg,1.10m³,7235元,1470元,2025-04-12 20:37,2025-04-12 20:37,2025-04-12 20:37,2025-04-12 20:37,已签收,李秀英,412km,天河网点,西湖网点,重复下单,高,上海区
WLYD7783768,杭州余杭区,武汉天河区,杨磊,EMP_042,杨明货运公司,极兔速递,电子产品,合同物流,3272kg,17.65m³,5238元,4995元,2025-04-13 14:59,2025-04-13 14:59,2025-04-13 14:59,2025-04-13 14:59,异常,刘秀英,1871km,西湖网点,余杭网点,虚假签收,中,浙北区
WLYD2274829,南京余杭区,杭州南山区,刘芳,EMP_038,杨明货运公司,韵达速运,家具家电,整车,1638kg,13.2m³,5019元,3174元,2025-04-18 19:23,2025-04-18 19:23,2025-04-18 19:23,2025-04-18 19:23,运输中,李秀英,1333km,武林网点,余杭网点,金额异常,低,上海区
WLYD8982649,杭州南山区,成都天河区,刘芳,EMP_057,杨丽贸易公司,韵达速运,化工原料,冷链物流,2203kg,7.92m³,547元,699元,2025-04-18 18:22,2025-04-18 18:22,2025-04-18 18:22,2025-04-18 18:22,派送中,杨秀英,2453km,朝阳网点,朝阳网点,货物损坏,低,浙北区
WLYD7259093,杭州南山区,成都鼓楼区,赵伟,EMP_032,王静贸易公司,圆通速递,食品生鲜,快递,592kg,10.75m³,5191元,4465元,2025-04-17 11:18,2025-04-17 11:18,2025-04-17 11:18,2025-04-17 11:18,已退回,王秀英,233km,朝阳网点,余杭网点,地址错误,高,浙北区
WLYD3190366,北京南山区,成都鼓楼区,李强,EMP_046,杨丽贸易公司,中通快递,服装鞋帽,快递,1790kg,15.24m³,9213元,4457元,2025-04-28 13:43,2025-04-28 13:43,2025-04-28 13:43,2025-04-28 13:43,已签收,陈秀英,1404km,天河网点,余杭网点,地址错误,高,北京区
WLYD7111449,北京余杭区,西安浦东新区,吴磊,EMP_049,杨丽贸易公司,韵达速运,电子产品,零担,2125kg,7.94m³,1223元,1239元,2025-04-26 11:05,2025-04-26 11:05,2025-04-26 11:05,2025-04-26 11:05,派送中,王秀英,881km,浦东网点,余杭网点,超时派送,高,北京区
WLYD6430600,广州鼓楼区,广州鼓楼区,李强,EMP_044,赵磊物流公司,德邦物流,图书文具,零担,4750kg,12.76m³,7295元,7598元,2025-04-25 18:31,2025-04-25 18:31,2025-04-25 18:31,2025-04-25 18:31,运输中,张秀英,536km,余杭网点,朝阳网点,重量异常,中,上海区
WLYD7038744,北京浦东新区,深圳天河区,张伟,EMP_044,陈华物流公司,极兔速递,服装鞋帽,整车,1640kg,5.70m³,7166元,647元,2025-04-08 12:27,2025-04-08 12:27,2025-04-08 12:27,2025-04-08 12:27,异常,黄秀英,1389km,余杭网点,南山网点,金额异常,中,北京区
WLYD3513308,深圳天河区,杭州天河区,周芳,EMP_036,张伟货运公司,韵达速运,图书文具,跨境电商,1866kg,19.14m³,970元,7677元,2025-04-07 13:43,2025-04-07 13:43,2025-04-07 13:43,2025-04-07 13:43,运输中,刘秀英,1192km,朝阳网点,天河网点,金额异常,中,上海区
WLYD1540271,广州余杭区,上海南山区,王娜,EMP_038,张伟货运公司,极兔速递,化工原料,跨境电商,3647kg,1.58m³,578元,4220元,2025-04-28 10:43,2025-04-28 10:43,2025-04-28 10:43,2025-04-28 10:43,已退回,黄秀英,601km,鼓楼网点,鼓楼网点,重复下单,低,上海区
WLYD1386296,上海天河区,北京浦东新区,黄秀英,EMP_046,李刚物流公司,中通快递,五金工具,零担,1323kg,2.50m³,7013元,4381元,2025-04-20 11:07,2025-04-20 11:07,2025-04-20 11:07,2025-04-20 11:07,已签收,张秀英,142km,余杭网点,朝阳网点,金额异常,中,上海区
WLYD4057376,广州余杭区,北京鼓楼区,赵伟,EMP_053,张伟货运公司,中通快递,食品生鲜,冷链物流,4974kg,1.12m³,3378元,3886元,2025-04-07 14:40,2025-04-07 14:40,2025-04-07 14:40,2025-04-07 14:40,已签收,赵秀英,2629km,天河网点,鼓楼网点,金额异常,低,上海区
WLYD8141590,杭州余杭区,杭州朝阳区,周芳,EMP_056,杨丽贸易公司,顺丰速运,食品生鲜,零担,2510kg,4.18m³,3447元,4802元,2025-04-06 12:40,2025-04-06 12:40,2025-04-06 12:40,2025-04-06 12:40,派送中,赵秀英,1848km,武林网点,浦东网点,货物损坏,高,浙北区
WLYD2399660,南京鼓楼区,南京鼓楼区,杨磊,EMP_058,刘洋运输公司,德邦物流,服装鞋帽,快递,159kg,19.79m³,7404元,4081元,2025-04-24 13:14,2025-04-24 13:14,2025-04-24 13:14,2025-04-24 13:14,运输中,黄秀英,2659km,武林网点,武林网点,金额异常,高,上海区
WLYD5860812,上海鼓楼区,杭州余杭区,李强,EMP_051,王静贸易公司,顺丰速运,图书文具,跨境电商,3358kg,8.2m³,641元,1131元,2025-04-22 09:30,2025-04-22 09:30,2025-04-22 09:30,2025-04-22 09:30,派送中,陈秀英,2559km,西湖网点,浦东网点,金额异常,低,上海区
WLYD1185594,深圳鼓楼区,广州鼓楼区,赵伟,EMP_059,陈华物流公司,德邦物流,服装鞋帽,零担,4784kg,17.43m³,1932元,2003元,2025-04-03 12:57,2025-04-03 12:57,2025-04-03 12:57,2025-04-03 12:57,已退回,张秀英,2025km,南山网点,武林网点,超时派送,低,上海区
WLYD7701131,上海天河区,重庆浦东新区,张伟,EMP_031,李刚物流公司,顺丰速运,电子产品,跨境电商,1643kg,14.16m³,4018元,4970元,2025-04-23 15:16,2025-04-23 15:16,2025-04-23 15:16,2025-04-23 15:16,已退回,刘秀英,881km,朝阳网点,朝阳网点,重复下单,高,上海区
WLYD6736195,深圳浦东新区,西安鼓楼区,黄秀英,EMP_034,赵磊物流公司,韵达速运,五金工具,零担,3935kg,16.10m³,443元,4916元,2025-04-19 19:43,2025-04-19 19:43,2025-04-19 19:43,2025-04-19 19:43,已签收,赵秀英,492km,余杭网点,鼓楼网点,地址错误,高,上海区
WLYD4539092,北京浦东新区,广州鼓楼区,吴磊,EMP_048,杨丽贸易公司,申通快递,家具家电,合同物流,4253kg,5.84m³,1630元,5823元,2025-04-08 13:55,2025-04-08 13:55,2025-04-08 13:55,2025-04-08 13:55,运输中,刘秀英,2217km,鼓楼网点,鼓楼网点,货物损坏,中,北京区
WLYD7792594,北京余杭区,北京南山区,杨磊,EMP_049,黄强运输公司,韵达速运,家具家电,跨境电商,2754kg,15.16m³,9339元,237元,2025-04-21 18:52,2025-04-21 18:52,2025-04-21 18:52,2025-04-21 18:52,异常,李秀英,2251km,余杭网点,天河网点,重复下单,中,北京区
WLYD5105642,广州南山区,南京天河区,陈静,EMP_059,黄强运输公司,韵达速运,家具家电,跨境电商,3617kg,16.54m³,5015元,3123元,2025-04-02 18:46,2025-04-02 18:46,2025-04-02 18:46,2025-04-02 18:46,派送中,李秀英,605km,南山网点,朝阳网点,金额异常,低,上海区
WLYD9725637,深圳鼓楼区,西安余杭区,刘芳,EMP_055,王静贸易公司,德邦物流,家具家电,快递,2903kg,11.53m³,6311元,3876元,2025-04-04 18:16,2025-04-04 18:16,2025-04-04 18:16,2025-04-04 18:16,派送中,陈秀英,1183km,朝阳网点,余杭网点,地址错误,中,上海区
WLYD7277513,杭州浦东新区,西安浦东新区,吴磊,EMP_032,李刚物流公司,韵达速运,服装鞋帽,跨境电商,2800kg,1.54m³,1381元,6373元,2025-04-16 11:22,2025-04-16 11:22,2025-04-16 11:22,2025-04-16 11:22,已退回,张秀英,2411km,余杭网点,朝阳网点,重复下单,高,浙北区
WLYD5314376,杭州鼓楼区,成都浦东新区,黄秀英,EMP_038,陈华物流公司,圆通速递,五金工具,合同物流,2107kg,14.18m³,3558元,5422元,2025-04-23 15:31,2025-04-23 15:31,2025-04-23 15:31,2025-04-23 15:31,异常,李秀英,2370km,武林网点,南山网点,虚假签收,中,浙北区
WLYD9386611,广州浦东新区,杭州浦东新区,李强,EMP_046,李刚物流公司,中通快递,电子产品,冷链物流,3239kg,19.29m³,9589元,2244元,2025-04-10 19:18,2025-04-10 19:18,2025-04-10 19:18,2025-04-10 19:18,已签收,黄秀英,2712km,西湖网点,余杭网点,金额异常,低,上海区
WLYD1925009,深圳余杭区,深圳余杭区,陈静,EMP_056,周涛货运公司,圆通速递,图书文具,跨境电商,4693kg,19.1m³,4878元,2856元,2025-04-02 13:31,2025-04-02 13:31,2025-04-02 13:31,2025-04-02 13:31,运输中,杨秀英,1179km,西湖网点,武林网点,地址错误,低,上海区
WLYD2990021,上海余杭区,杭州南山区,陈静,EMP_053,黄强运输公司,极兔速递,服装鞋帽,合同物流,4103kg,12.2m³,6819元,1084元,2025-04-08 16:47,2025-04-08 16:47,2025-04-08 16:47,2025-04-08 16:47,已退回,李秀英,832km,余杭网点,西湖网点,重量异常,中,上海区
WLYD4580227,南京浦东新区,成都余杭区,陈静,EMP_042,杨丽贸易公司,韵达速运,化工原料,冷链物流,2745kg,13.35m³,9893元,6962元,2025-04-28 15:05,2025-04-28 15:05,2025-04-28 15:05,2025-04-28 15:05,异常,杨秀英,2926km,西湖网点,天河网点,重复下单,低,上海区
WLYD7083607,杭州天河区,深圳浦东新区,周芳,EMP_036,杨明货运公司,极兔速递,服装鞋帽,冷链物流,2420kg,18.11m³,1860元,752元,2025-04-18 16:54,2025-04-18 16:54,2025-04-18 16:54,2025-04-18 16:54,已签收,杨秀英,2364km,浦东网点,天河网点,虚假签收,低,浙北区
WLYD5471020,深圳鼓楼区,杭州天河区,刘芳,EMP_045,李刚物流公司,韵达速运,化工原料,冷链物流,3049kg,7.47m³,3962元,7704元,2025-04-13 09:31,2025-04-13 09:31,2025-04-13 09:31,2025-04-13 09:31,已签收,赵秀英,967km,朝阳网点,武林网点,虚假签收,高,上海区
WLYD9679787,上海天河区,北京鼓楼区,王娜,EMP_059,赵磊物流公司,中通快递,服装鞋帽,跨境电商,3337kg,13.51m³,627元,3792元,2025-04-15 09:58,2025-04-15 09:58,2025-04-15 09:58,2025-04-15 09:58,已退回,刘秀英,2908km,南山网点,朝阳网点,超时派送,低,上海区
WLYD4877336,广州天河区,重庆天河区,黄秀英,EMP_038,陈华物流公司,圆通速递,服装鞋帽,冷链物流,2787kg,12.61m³,146元,6057元,2025-04-04 18:00,2025-04-04 18:00,2025-04-04 18:00,2025-04-04 18:00,运输中,陈秀英,2995km,武林网点,浦东网点,地址错误,中,上海区
WLYD2146040,南京浦东新区,杭州浦东新区,陈静,EMP_032,杨明货运公司,顺丰速运,家具家电,整车,3627kg,19.82m³,5282元,4239元,2025-04-19 09:04,2025-04-19 09:04,2025-04-19 09:04,2025-04-19 09:04,已退回,刘秀英,2708km,天河网点,朝阳网点,金额异常,低,上海区
