运单号,发货地,收货地,揽收人,揽收人ID,客户名称,供应商名称,货物类型,产品类型,重量,体积,运费金额,结算金额,发货时间,揽收时间,派件时间,签收时间,运单状态,对账人,公里数,发货网点,收货网点,异常类型,风险等级,region
WLYD8612747,北京朝阳区,武汉鼓楼区,陈静,EMP_031,杨丽贸易公司,申通快递,电子产品,跨境电商,1047kg,20.84m³,9837元,6763元,2025-08-17 20:50,2025-08-17 20:50,2025-08-17 20:50,2025-08-17 20:50,派送中,刘秀英,240km,鼓楼网点,武林网点,金额异常,低,北京区
WLYD6944343,北京天河区,重庆天河区,王娜,EMP_046,杨明货运公司,圆通速递,化工原料,零担,2396kg,6.39m³,3438元,2930元,2025-08-17 15:03,2025-08-17 15:03,2025-08-17 15:03,2025-08-17 15:03,已退回,黄秀英,985km,鼓楼网点,武林网点,重复下单,中,北京区
WLYD2503774,深圳天河区,深圳鼓楼区,王娜,EMP_047,陈华物流公司,圆通速递,食品生鲜,整车,4606kg,15.66m³,3728元,5284元,2025-08-22 18:07,2025-08-22 18:07,2025-08-22 18:07,2025-08-22 18:07,已签收,刘秀英,1609km,武林网点,西湖网点,地址错误,高,
WLYD8185190,深圳浦东新区,杭州南山区,张伟,EMP_045,周涛货运公司,圆通速递,五金工具,零担,3859kg,17.79m³,5181元,6949元,2025-08-23 11:21,2025-08-23 11:21,2025-08-23 11:21,2025-08-23 11:21,派送中,黄秀英,2902km,浦东网点,浦东网点,货物损坏,中,
WLYD2942089,深圳余杭区,西安鼓楼区,刘芳,EMP_047,陈华物流公司,顺丰速运,服装鞋帽,冷链物流,2861kg,8.54m³,4017元,5448元,2025-08-07 19:58,2025-08-07 19:58,2025-08-07 19:58,2025-08-07 19:58,已退回,黄秀英,652km,鼓楼网点,浦东网点,重复下单,中,
WLYD6543806,深圳余杭区,成都朝阳区,陈静,EMP_058,李刚物流公司,德邦物流,五金工具,跨境电商,3467kg,9.33m³,8264元,3532元,2025-08-08 13:24,2025-08-08 13:24,2025-08-08 13:24,2025-08-08 13:24,已签收,陈秀英,956km,浦东网点,西湖网点,重复下单,低,
WLYD4261012,北京余杭区,北京浦东新区,李强,EMP_040,张伟货运公司,圆通速递,五金工具,跨境电商,4929kg,7.21m³,6590元,6321元,2025-08-09 13:50,2025-08-09 13:50,2025-08-09 13:50,2025-08-09 13:50,已退回,杨秀英,306km,朝阳网点,余杭网点,虚假签收,中,北京区
WLYD4600663,广州朝阳区,成都浦东新区,吴磊,EMP_054,陈华物流公司,中通快递,化工原料,合同物流,1998kg,19.30m³,2894元,2677元,2025-08-12 14:20,2025-08-12 14:20,2025-08-12 14:20,2025-08-12 14:20,运输中,陈秀英,2678km,天河网点,浦东网点,虚假签收,低,
WLYD5060296,南京鼓楼区,深圳朝阳区,王娜,EMP_030,陈华物流公司,中通快递,化工原料,合同物流,4022kg,8.64m³,8564元,5594元,2025-08-21 20:42,2025-08-21 20:42,2025-08-21 20:42,2025-08-21 20:42,已签收,王秀英,1490km,武林网点,余杭网点,地址错误,高,
WLYD1674579,上海天河区,南京余杭区,吴磊,EMP_047,黄强运输公司,韵达速运,家具家电,跨境电商,3402kg,12.58m³,1053元,1048元,2025-08-21 08:57,2025-08-21 08:57,2025-08-21 08:57,2025-08-21 08:57,派送中,李秀英,168km,浦东网点,浦东网点,重量异常,高,上海区
WLYD8899264,南京浦东新区,成都天河区,杨磊,EMP_038,陈华物流公司,极兔速递,电子产品,快递,4165kg,13.21m³,9188元,1723元,2025-08-20 16:53,2025-08-20 16:53,2025-08-20 16:53,2025-08-20 16:53,异常,张秀英,2960km,西湖网点,西湖网点,金额异常,低,
WLYD9783559,上海朝阳区,武汉鼓楼区,赵伟,EMP_037,李刚物流公司,韵达速运,五金工具,跨境电商,3969kg,5.18m³,842元,5599元,2025-08-16 19:12,2025-08-16 19:12,2025-08-16 19:12,2025-08-16 19:12,已签收,赵秀英,422km,西湖网点,鼓楼网点,虚假签收,中,上海区
WLYD3527371,南京南山区,北京南山区,黄秀英,EMP_033,周涛货运公司,极兔速递,化工原料,冷链物流,2574kg,20.32m³,3672元,1995元,2025-08-07 13:17,2025-08-07 13:17,2025-08-07 13:17,2025-08-07 13:17,异常,杨秀英,1677km,鼓楼网点,天河网点,货物损坏,中,
WLYD2083004,上海天河区,南京余杭区,刘芳,EMP_055,赵磊物流公司,德邦物流,电子产品,跨境电商,3891kg,4.62m³,5900元,588元,2025-08-11 13:41,2025-08-11 13:41,2025-08-11 13:41,2025-08-11 13:41,已签收,杨秀英,508km,南山网点,天河网点,重量异常,中,上海区
WLYD2393249,杭州朝阳区,上海余杭区,王娜,EMP_040,周涛货运公司,中通快递,图书文具,快递,2999kg,11.8m³,4453元,2002元,2025-08-10 12:38,2025-08-10 12:38,2025-08-10 12:38,2025-08-10 12:38,派送中,刘秀英,2925km,南山网点,南山网点,地址错误,高,浙北区
WLYD2729497,广州浦东新区,重庆余杭区,刘芳,EMP_036,杨明货运公司,顺丰速运,食品生鲜,跨境电商,3605kg,9.87m³,7277元,5455元,2025-08-11 17:03,2025-08-11 17:03,2025-08-11 17:03,2025-08-11 17:03,已退回,张秀英,2016km,西湖网点,浦东网点,虚假签收,高,
WLYD4409024,南京浦东新区,成都天河区,赵伟,EMP_034,黄强运输公司,圆通速递,电子产品,跨境电商,988kg,9.70m³,3963元,3968元,2025-08-08 20:05,2025-08-08 20:05,2025-08-08 20:05,2025-08-08 20:05,异常,黄秀英,1057km,天河网点,余杭网点,货物损坏,高,
WLYD9965595,上海南山区,南京浦东新区,杨磊,EMP_044,黄强运输公司,德邦物流,服装鞋帽,跨境电商,2107kg,11.51m³,9423元,1207元,2025-08-23 15:02,2025-08-23 15:02,2025-08-23 15:02,2025-08-23 15:02,已退回,杨秀英,999km,武林网点,余杭网点,货物损坏,中,上海区
WLYD3084173,上海浦东新区,杭州朝阳区,李强,EMP_042,刘洋运输公司,韵达速运,化工原料,冷链物流,3615kg,18.97m³,322元,994元,2025-08-06 15:47,2025-08-06 15:47,2025-08-06 15:47,2025-08-06 15:47,异常,杨秀英,2192km,天河网点,天河网点,超时派送,高,上海区
WLYD9557948,北京余杭区,成都朝阳区,陈静,EMP_036,陈华物流公司,圆通速递,家具家电,快递,389kg,4.32m³,8102元,2443元,2025-08-26 11:42,2025-08-26 11:42,2025-08-26 11:42,2025-08-26 11:42,已退回,杨秀英,1592km,浦东网点,朝阳网点,地址错误,高,北京区
WLYD4292502,上海南山区,西安朝阳区,周芳,EMP_030,周涛货运公司,中通快递,电子产品,零担,4974kg,8.58m³,8306元,2369元,2025-08-03 14:08,2025-08-03 14:08,2025-08-03 14:08,2025-08-03 14:08,运输中,赵秀英,1478km,武林网点,天河网点,虚假签收,低,上海区
WLYD9820760,南京天河区,杭州余杭区,王娜,EMP_042,王静贸易公司,圆通速递,食品生鲜,快递,1043kg,7.20m³,9900元,616元,2025-08-03 19:41,2025-08-03 19:41,2025-08-03 19:41,2025-08-03 19:41,已退回,杨秀英,1923km,南山网点,南山网点,虚假签收,高,
WLYD5027397,深圳南山区,南京浦东新区,刘芳,EMP_038,杨丽贸易公司,韵达速运,家具家电,跨境电商,1784kg,15.9m³,2673元,3883元,2025-08-03 15:07,2025-08-03 15:07,2025-08-03 15:07,2025-08-03 15:07,派送中,李秀英,1794km,西湖网点,朝阳网点,虚假签收,中,
WLYD9531130,广州余杭区,武汉余杭区,李强,EMP_055,周涛货运公司,德邦物流,化工原料,零担,3720kg,14.82m³,9041元,6948元,2025-08-19 18:43,2025-08-19 18:43,2025-08-19 18:43,2025-08-19 18:43,已退回,张秀英,641km,浦东网点,西湖网点,重量异常,中,
WLYD7531575,南京南山区,北京朝阳区,王娜,EMP_050,陈华物流公司,圆通速递,食品生鲜,快递,1908kg,8.13m³,4073元,6269元,2025-08-26 08:40,2025-08-26 08:40,2025-08-26 08:40,2025-08-26 08:40,已退回,张秀英,1479km,朝阳网点,西湖网点,重量异常,中,
WLYD7812999,广州朝阳区,杭州鼓楼区,刘芳,EMP_051,张伟货运公司,顺丰速运,化工原料,合同物流,3327kg,10.24m³,1270元,5591元,2025-08-21 15:54,2025-08-21 15:54,2025-08-21 15:54,2025-08-21 15:54,异常,杨秀英,652km,南山网点,浦东网点,虚假签收,中,
WLYD1971815,上海浦东新区,武汉朝阳区,黄秀英,EMP_033,刘洋运输公司,顺丰速运,五金工具,跨境电商,4811kg,4.20m³,5852元,3558元,2025-08-14 18:09,2025-08-14 18:09,2025-08-14 18:09,2025-08-14 18:09,已退回,李秀英,606km,南山网点,天河网点,超时派送,高,上海区
WLYD3061386,北京浦东新区,南京天河区,陈静,EMP_035,杨明货运公司,极兔速递,电子产品,快递,395kg,10.81m³,3663元,1126元,2025-08-22 11:32,2025-08-22 11:32,2025-08-22 11:32,2025-08-22 11:32,异常,李秀英,1456km,天河网点,武林网点,虚假签收,高,北京区
WLYD9566555,广州浦东新区,上海鼓楼区,周芳,EMP_031,张伟货运公司,韵达速运,化工原料,快递,4066kg,5.53m³,8361元,7088元,2025-08-24 09:12,2025-08-24 09:12,2025-08-24 09:12,2025-08-24 09:12,异常,陈秀英,287km,浦东网点,南山网点,超时派送,中,
WLYD8668126,深圳浦东新区,重庆天河区,黄秀英,EMP_059,赵磊物流公司,申通快递,电子产品,跨境电商,1918kg,12.65m³,9382元,6023元,2025-08-26 11:48,2025-08-26 11:48,2025-08-26 11:48,2025-08-26 11:48,已签收,黄秀英,318km,西湖网点,西湖网点,货物损坏,中,
WLYD8137264,杭州鼓楼区,深圳余杭区,赵伟,EMP_031,李刚物流公司,顺丰速运,化工原料,整车,2532kg,14.33m³,3234元,2032元,2025-08-17 14:29,2025-08-17 14:29,2025-08-17 14:29,2025-08-17 14:29,派送中,张秀英,528km,西湖网点,朝阳网点,超时派送,中,浙北区
WLYD1174507,南京朝阳区,杭州鼓楼区,张伟,EMP_050,赵磊物流公司,韵达速运,化工原料,冷链物流,3739kg,14.21m³,8233元,3765元,2025-08-11 17:55,2025-08-11 17:55,2025-08-11 17:55,2025-08-11 17:55,派送中,王秀英,1265km,武林网点,天河网点,重复下单,低,
WLYD5096419,上海朝阳区,广州鼓楼区,王娜,EMP_057,刘洋运输公司,顺丰速运,电子产品,冷链物流,1743kg,17.77m³,4023元,5459元,2025-08-08 19:51,2025-08-08 19:51,2025-08-08 19:51,2025-08-08 19:51,已签收,李秀英,1140km,南山网点,南山网点,超时派送,中,上海区
WLYD6570653,南京浦东新区,成都浦东新区,陈静,EMP_053,王静贸易公司,韵达速运,电子产品,快递,2777kg,16.11m³,954元,5966元,2025-08-02 11:00,2025-08-02 11:00,2025-08-02 11:00,2025-08-02 11:00,异常,刘秀英,989km,天河网点,南山网点,货物损坏,低,
WLYD3754779,杭州南山区,上海余杭区,赵伟,EMP_030,杨明货运公司,圆通速递,服装鞋帽,合同物流,4545kg,17.11m³,1161元,1219元,2025-08-04 11:47,2025-08-04 11:47,2025-08-04 11:47,2025-08-04 11:47,已退回,黄秀英,1824km,鼓楼网点,浦东网点,虚假签收,中,浙北区
WLYD6763941,上海鼓楼区,杭州天河区,周芳,EMP_036,王静贸易公司,韵达速运,服装鞋帽,合同物流,4232kg,18.13m³,7896元,2407元,2025-08-10 08:45,2025-08-10 08:45,2025-08-10 08:45,2025-08-10 08:45,异常,陈秀英,1627km,鼓楼网点,南山网点,金额异常,高,上海区
WLYD8694971,北京余杭区,西安鼓楼区,刘芳,EMP_042,王静贸易公司,中通快递,五金工具,跨境电商,4819kg,13.3m³,5962元,409元,2025-08-17 20:03,2025-08-17 20:03,2025-08-17 20:03,2025-08-17 20:03,异常,刘秀英,2053km,浦东网点,南山网点,超时派送,高,北京区
WLYD5455012,杭州朝阳区,上海浦东新区,李强,EMP_038,周涛货运公司,极兔速递,服装鞋帽,整车,3014kg,2.97m³,307元,700元,2025-08-05 15:01,2025-08-05 15:01,2025-08-05 15:01,2025-08-05 15:01,已签收,陈秀英,2849km,天河网点,武林网点,虚假签收,中,浙北区
WLYD2406620,杭州天河区,西安浦东新区,赵伟,EMP_030,杨丽贸易公司,申通快递,图书文具,零担,949kg,6.9m³,2800元,2402元,2025-08-24 15:57,2025-08-24 15:57,2025-08-24 15:57,2025-08-24 15:57,已退回,张秀英,2532km,余杭网点,南山网点,重复下单,低,浙北区
WLYD5851462,南京鼓楼区,南京余杭区,张伟,EMP_035,李刚物流公司,德邦物流,图书文具,零担,614kg,7.86m³,1477元,7193元,2025-08-24 10:06,2025-08-24 10:06,2025-08-24 10:06,2025-08-24 10:06,运输中,陈秀英,176km,余杭网点,鼓楼网点,重复下单,低,
WLYD6285388,深圳朝阳区,广州鼓楼区,杨磊,EMP_032,张伟货运公司,申通快递,五金工具,零担,3626kg,17.67m³,3506元,497元,2025-08-07 10:26,2025-08-07 10:26,2025-08-07 10:26,2025-08-07 10:26,运输中,李秀英,2582km,天河网点,南山网点,货物损坏,中,
WLYD8141444,南京鼓楼区,成都朝阳区,杨磊,EMP_032,张伟货运公司,申通快递,化工原料,冷链物流,1110kg,15.25m³,370元,5601元,2025-08-09 17:04,2025-08-09 17:04,2025-08-09 17:04,2025-08-09 17:04,运输中,李秀英,1718km,鼓楼网点,西湖网点,重复下单,中,
WLYD3993558,深圳朝阳区,重庆鼓楼区,黄秀英,EMP_032,杨丽贸易公司,德邦物流,图书文具,冷链物流,879kg,18.18m³,1377元,5420元,2025-08-03 16:12,2025-08-03 16:12,2025-08-03 16:12,2025-08-03 16:12,已签收,张秀英,2481km,浦东网点,武林网点,金额异常,中,
WLYD6042413,杭州浦东新区,北京朝阳区,杨磊,EMP_050,王静贸易公司,顺丰速运,图书文具,冷链物流,296kg,13.71m³,2854元,4988元,2025-08-12 09:48,2025-08-12 09:48,2025-08-12 09:48,2025-08-12 09:48,异常,张秀英,2628km,西湖网点,朝阳网点,重量异常,高,浙北区
WLYD5277313,广州南山区,深圳天河区,张伟,EMP_051,张伟货运公司,顺丰速运,五金工具,整车,4988kg,3.33m³,2100元,2386元,2025-08-08 19:42,2025-08-08 19:42,2025-08-08 19:42,2025-08-08 19:42,派送中,李秀英,2748km,浦东网点,武林网点,重复下单,中,
WLYD1394664,广州鼓楼区,北京浦东新区,李强,EMP_041,李刚物流公司,极兔速递,化工原料,零担,3986kg,4.61m³,4863元,1296元,2025-08-05 17:50,2025-08-05 17:50,2025-08-05 17:50,2025-08-05 17:50,异常,刘秀英,859km,武林网点,武林网点,虚假签收,低,
WLYD2104919,上海浦东新区,广州南山区,赵伟,EMP_037,周涛货运公司,中通快递,电子产品,快递,1154kg,3.70m³,7087元,1329元,2025-08-07 12:33,2025-08-07 12:33,2025-08-07 12:33,2025-08-07 12:33,异常,黄秀英,2070km,余杭网点,朝阳网点,虚假签收,高,上海区
WLYD1807501,深圳余杭区,武汉浦东新区,陈静,EMP_047,李刚物流公司,申通快递,化工原料,冷链物流,1082kg,20.41m³,1607元,2061元,2025-08-04 18:50,2025-08-04 18:50,2025-08-04 18:50,2025-08-04 18:50,已退回,陈秀英,2953km,余杭网点,余杭网点,虚假签收,中,
WLYD2530113,深圳浦东新区,上海浦东新区,黄秀英,EMP_031,黄强运输公司,顺丰速运,服装鞋帽,合同物流,1174kg,19.96m³,4636元,4098元,2025-08-22 12:06,2025-08-22 12:06,2025-08-22 12:06,2025-08-22 12:06,派送中,陈秀英,1053km,天河网点,鼓楼网点,货物损坏,低,
WLYD5886391,上海余杭区,广州天河区,杨磊,EMP_057,王静贸易公司,中通快递,电子产品,跨境电商,2523kg,4.41m³,7334元,1536元,2025-08-21 10:38,2025-08-21 10:38,2025-08-21 10:38,2025-08-21 10:38,派送中,陈秀英,2032km,西湖网点,余杭网点,超时派送,高,上海区
WLYD3748947,广州鼓楼区,北京朝阳区,刘芳,EMP_047,陈华物流公司,申通快递,图书文具,跨境电商,3537kg,4.90m³,8939元,7941元,2025-08-08 18:27,2025-08-08 18:27,2025-08-08 18:27,2025-08-08 18:27,派送中,赵秀英,1571km,西湖网点,天河网点,虚假签收,高,
WLYD9377387,南京浦东新区,广州朝阳区,杨磊,EMP_049,赵磊物流公司,中通快递,服装鞋帽,零担,1913kg,7.31m³,6477元,4902元,2025-08-18 20:59,2025-08-18 20:59,2025-08-18 20:59,2025-08-18 20:59,派送中,赵秀英,932km,鼓楼网点,武林网点,重复下单,中,
WLYD8280320,北京天河区,武汉浦东新区,吴磊,EMP_044,张伟货运公司,极兔速递,化工原料,整车,3262kg,13.52m³,6105元,4455元,2025-08-24 12:17,2025-08-24 12:17,2025-08-24 12:17,2025-08-24 12:17,派送中,赵秀英,1534km,武林网点,天河网点,重量异常,中,北京区
WLYD4812706,广州鼓楼区,南京余杭区,吴磊,EMP_034,杨明货运公司,德邦物流,电子产品,整车,900kg,12.9m³,9925元,3966元,2025-08-21 15:50,2025-08-21 15:50,2025-08-21 15:50,2025-08-21 15:50,运输中,刘秀英,1819km,余杭网点,鼓楼网点,金额异常,高,
WLYD7732366,杭州浦东新区,广州浦东新区,陈静,EMP_035,李刚物流公司,申通快递,化工原料,快递,4231kg,7.25m³,5182元,1129元,2025-08-18 15:08,2025-08-18 15:08,2025-08-18 15:08,2025-08-18 15:08,已退回,赵秀英,2978km,鼓楼网点,南山网点,货物损坏,高,浙北区
WLYD8724103,深圳朝阳区,西安余杭区,王娜,EMP_056,赵磊物流公司,极兔速递,食品生鲜,整车,1207kg,13.81m³,1786元,4759元,2025-08-19 09:25,2025-08-19 09:25,2025-08-19 09:25,2025-08-19 09:25,异常,陈秀英,1344km,西湖网点,南山网点,地址错误,中,
WLYD9909741,上海余杭区,深圳天河区,刘芳,EMP_038,张伟货运公司,申通快递,电子产品,快递,2730kg,4.99m³,2622元,6251元,2025-08-04 11:47,2025-08-04 11:47,2025-08-04 11:47,2025-08-04 11:47,已签收,赵秀英,1303km,余杭网点,南山网点,超时派送,高,上海区
WLYD1076598,广州天河区,重庆南山区,刘芳,EMP_046,李刚物流公司,德邦物流,服装鞋帽,零担,2960kg,10.97m³,1982元,477元,2025-08-24 13:21,2025-08-24 13:21,2025-08-24 13:21,2025-08-24 13:21,已退回,刘秀英,2970km,西湖网点,余杭网点,超时派送,高,
WLYD6806915,南京浦东新区,深圳天河区,杨磊,EMP_037,周涛货运公司,德邦物流,服装鞋帽,零担,3018kg,6.26m³,9125元,4364元,2025-08-25 15:02,2025-08-25 15:02,2025-08-25 15:02,2025-08-25 15:02,已签收,刘秀英,2721km,武林网点,西湖网点,虚假签收,高,
WLYD1432745,杭州浦东新区,西安天河区,周芳,EMP_057,周涛货运公司,德邦物流,电子产品,零担,2351kg,17.45m³,3903元,5639元,2025-08-28 16:58,2025-08-28 16:58,2025-08-28 16:58,2025-08-28 16:58,已签收,李秀英,675km,鼓楼网点,武林网点,金额异常,低,浙北区
WLYD9898687,南京余杭区,南京天河区,杨磊,EMP_034,李刚物流公司,中通快递,电子产品,跨境电商,1175kg,11.83m³,7183元,2763元,2025-08-13 20:54,2025-08-13 20:54,2025-08-13 20:54,2025-08-13 20:54,已退回,陈秀英,2883km,西湖网点,余杭网点,超时派送,高,
WLYD7620994,深圳余杭区,重庆余杭区,杨磊,EMP_033,赵磊物流公司,极兔速递,电子产品,零担,4461kg,13.99m³,4097元,4297元,2025-08-13 11:40,2025-08-13 11:40,2025-08-13 11:40,2025-08-13 11:40,异常,刘秀英,1567km,浦东网点,余杭网点,超时派送,低,
