运单号,发货地,收货地,揽收人,揽收人ID,客户名称,供应商名称,货物类型,产品类型,重量,体积,运费金额,结算金额,发货时间,揽收时间,派件时间,签收时间,运单状态,对账人,公里数,发货网点,收货网点,异常类型,风险等级,region
WLYD1847534,杭州天河区,武汉天河区,吴磊,EMP_049,周涛货运公司,德邦物流,图书文具,跨境电商,326kg,3.13m³,6830元,754元,2025-02-24 17:37,2025-02-24 17:37,2025-02-24 17:37,2025-02-24 17:37,运输中,张秀英,1816km,余杭网点,余杭网点,超时派送,高,浙北区
WLYD7652804,北京浦东新区,南京浦东新区,黄秀英,EMP_049,杨丽贸易公司,顺丰速运,家具家电,跨境电商,4878kg,4.42m³,8060元,2928元,2025-02-25 19:40,2025-02-25 19:40,2025-02-25 19:40,2025-02-25 19:40,异常,赵秀英,2808km,朝阳网点,天河网点,地址错误,低,北京区
WLYD1874055,南京浦东新区,西安朝阳区,杨磊,EMP_058,陈华物流公司,顺丰速运,食品生鲜,跨境电商,1739kg,6.57m³,8322元,750元,2025-02-06 20:37,2025-02-06 20:37,2025-02-06 20:37,2025-02-06 20:37,已退回,黄秀英,384km,西湖网点,西湖网点,虚假签收,高,
WLYD8594114,北京南山区,西安朝阳区,赵伟,EMP_048,赵磊物流公司,圆通速递,五金工具,跨境电商,4144kg,10.34m³,261元,4986元,2025-02-17 16:18,2025-02-17 16:18,2025-02-17 16:18,2025-02-17 16:18,已签收,杨秀英,190km,南山网点,天河网点,重量异常,低,北京区
WLYD8806280,南京朝阳区,南京南山区,刘芳,EMP_052,陈华物流公司,韵达速运,图书文具,整车,196kg,11.36m³,4546元,3494元,2025-02-18 18:07,2025-02-18 18:07,2025-02-18 18:07,2025-02-18 18:07,已退回,李秀英,2005km,鼓楼网点,西湖网点,重量异常,中,
WLYD9801232,杭州朝阳区,西安余杭区,李强,EMP_058,李刚物流公司,韵达速运,服装鞋帽,快递,2374kg,16.92m³,9132元,1638元,2025-02-18 13:55,2025-02-18 13:55,2025-02-18 13:55,2025-02-18 13:55,已签收,李秀英,485km,浦东网点,西湖网点,超时派送,高,浙北区
WLYD4335562,深圳朝阳区,广州浦东新区,黄秀英,EMP_037,黄强运输公司,中通快递,食品生鲜,零担,3664kg,17.56m³,4924元,7854元,2025-02-08 08:44,2025-02-08 08:44,2025-02-08 08:44,2025-02-08 08:44,异常,陈秀英,1665km,西湖网点,天河网点,虚假签收,低,
WLYD7854343,杭州浦东新区,西安南山区,刘芳,EMP_035,张伟货运公司,圆通速递,家具家电,零担,247kg,3.70m³,9004元,1115元,2025-02-24 11:28,2025-02-24 11:28,2025-02-24 11:28,2025-02-24 11:28,异常,张秀英,264km,余杭网点,武林网点,货物损坏,中,浙北区
WLYD3845474,上海天河区,成都朝阳区,吴磊,EMP_040,杨明货运公司,中通快递,化工原料,冷链物流,2215kg,12.65m³,343元,5709元,2025-02-07 19:14,2025-02-07 19:14,2025-02-07 19:14,2025-02-07 19:14,已退回,赵秀英,451km,天河网点,南山网点,虚假签收,中,上海区
WLYD5256502,杭州朝阳区,广州朝阳区,吴磊,EMP_059,杨明货运公司,中通快递,电子产品,整车,2950kg,15.40m³,234元,7285元,2025-02-20 09:13,2025-02-20 09:13,2025-02-20 09:13,2025-02-20 09:13,已签收,杨秀英,656km,余杭网点,武林网点,金额异常,高,浙北区
WLYD7354006,南京余杭区,重庆鼓楼区,陈静,EMP_055,陈华物流公司,顺丰速运,服装鞋帽,合同物流,4056kg,20.16m³,7258元,4104元,2025-02-22 14:29,2025-02-22 14:29,2025-02-22 14:29,2025-02-22 14:29,运输中,杨秀英,2745km,西湖网点,南山网点,地址错误,高,
WLYD6385684,北京余杭区,上海鼓楼区,陈静,EMP_043,刘洋运输公司,申通快递,电子产品,跨境电商,3339kg,3.97m³,9266元,2494元,2025-02-08 13:37,2025-02-08 13:37,2025-02-08 13:37,2025-02-08 13:37,已退回,黄秀英,642km,朝阳网点,浦东网点,重复下单,高,北京区
WLYD4344473,杭州鼓楼区,西安朝阳区,黄秀英,EMP_046,周涛货运公司,韵达速运,家具家电,跨境电商,635kg,5.77m³,6033元,6457元,2025-02-03 13:49,2025-02-03 13:49,2025-02-03 13:49,2025-02-03 13:49,异常,张秀英,1643km,天河网点,朝阳网点,超时派送,低,浙北区
WLYD2605656,上海朝阳区,成都南山区,陈静,EMP_050,黄强运输公司,顺丰速运,服装鞋帽,零担,3122kg,5.62m³,3490元,3791元,2025-02-25 17:34,2025-02-25 17:34,2025-02-25 17:34,2025-02-25 17:34,异常,黄秀英,351km,朝阳网点,浦东网点,重量异常,低,上海区
WLYD8849949,杭州朝阳区,成都南山区,周芳,EMP_054,赵磊物流公司,圆通速递,化工原料,冷链物流,758kg,7.21m³,9484元,2751元,2025-02-02 20:03,2025-02-02 20:03,2025-02-02 20:03,2025-02-02 20:03,派送中,赵秀英,1893km,浦东网点,天河网点,金额异常,低,浙北区
WLYD5473282,深圳鼓楼区,上海余杭区,赵伟,EMP_040,刘洋运输公司,韵达速运,家具家电,冷链物流,4780kg,3.8m³,9509元,6723元,2025-02-01 12:55,2025-02-01 12:55,2025-02-01 12:55,2025-02-01 12:55,已签收,赵秀英,2903km,南山网点,余杭网点,重复下单,高,
WLYD8126130,深圳南山区,武汉鼓楼区,黄秀英,EMP_040,陈华物流公司,圆通速递,食品生鲜,快递,4851kg,20.97m³,9047元,5943元,2025-02-21 10:58,2025-02-21 10:58,2025-02-21 10:58,2025-02-21 10:58,已签收,张秀英,1778km,天河网点,武林网点,地址错误,中,
WLYD9761708,上海鼓楼区,南京鼓楼区,陈静,EMP_045,李刚物流公司,申通快递,化工原料,跨境电商,2935kg,7.5m³,1163元,3259元,2025-02-28 14:04,2025-02-28 14:04,2025-02-28 14:04,2025-02-28 14:04,已退回,黄秀英,901km,武林网点,武林网点,地址错误,高,上海区
WLYD1045647,北京余杭区,重庆浦东新区,黄秀英,EMP_059,刘洋运输公司,德邦物流,家具家电,整车,3837kg,16.13m³,5836元,2168元,2025-02-28 18:50,2025-02-28 18:50,2025-02-28 18:50,2025-02-28 18:50,异常,李秀英,1133km,浦东网点,浦东网点,重量异常,中,北京区
WLYD4770551,上海鼓楼区,杭州朝阳区,王娜,EMP_058,赵磊物流公司,圆通速递,食品生鲜,零担,747kg,11.28m³,4460元,4801元,2025-02-01 15:11,2025-02-01 15:11,2025-02-01 15:11,2025-02-01 15:11,派送中,张秀英,650km,朝阳网点,西湖网点,虚假签收,中,上海区
WLYD4732928,上海南山区,西安南山区,黄秀英,EMP_033,王静贸易公司,中通快递,电子产品,快递,2261kg,3.60m³,4298元,942元,2025-02-08 11:00,2025-02-08 11:00,2025-02-08 11:00,2025-02-08 11:00,已签收,刘秀英,474km,鼓楼网点,浦东网点,货物损坏,高,上海区
WLYD4576226,广州南山区,广州天河区,吴磊,EMP_052,杨丽贸易公司,圆通速递,食品生鲜,零担,4835kg,20.96m³,7460元,7662元,2025-02-17 19:19,2025-02-17 19:19,2025-02-17 19:19,2025-02-17 19:19,派送中,李秀英,745km,余杭网点,朝阳网点,虚假签收,中,
WLYD1305291,北京朝阳区,杭州鼓楼区,张伟,EMP_048,杨丽贸易公司,中通快递,家具家电,合同物流,4118kg,2.49m³,1196元,3887元,2025-02-02 15:42,2025-02-02 15:42,2025-02-02 15:42,2025-02-02 15:42,派送中,杨秀英,672km,鼓楼网点,西湖网点,金额异常,低,北京区
WLYD7814731,杭州浦东新区,上海南山区,陈静,EMP_034,张伟货运公司,极兔速递,食品生鲜,冷链物流,4340kg,19.72m³,2694元,1218元,2025-02-11 11:29,2025-02-11 11:29,2025-02-11 11:29,2025-02-11 11:29,派送中,王秀英,831km,南山网点,鼓楼网点,虚假签收,中,浙北区
WLYD6146089,杭州朝阳区,重庆天河区,陈静,EMP_045,杨丽贸易公司,极兔速递,服装鞋帽,整车,4108kg,17.50m³,9514元,2148元,2025-02-11 16:42,2025-02-11 16:42,2025-02-11 16:42,2025-02-11 16:42,异常,张秀英,2802km,朝阳网点,武林网点,货物损坏,中,浙北区
WLYD1601983,上海天河区,广州南山区,赵伟,EMP_045,黄强运输公司,顺丰速运,五金工具,整车,1227kg,17.39m³,1251元,3132元,2025-02-18 18:26,2025-02-18 18:26,2025-02-18 18:26,2025-02-18 18:26,派送中,黄秀英,545km,西湖网点,朝阳网点,超时派送,中,上海区
WLYD4997184,上海南山区,南京南山区,王娜,EMP_051,王静贸易公司,申通快递,化工原料,快递,3015kg,18.60m³,6920元,5816元,2025-02-13 17:11,2025-02-13 17:11,2025-02-13 17:11,2025-02-13 17:11,派送中,陈秀英,2400km,鼓楼网点,朝阳网点,重量异常,高,上海区
WLYD3802839,广州余杭区,成都朝阳区,王娜,EMP_039,杨明货运公司,顺丰速运,图书文具,合同物流,3373kg,10.17m³,8286元,1943元,2025-02-16 16:01,2025-02-16 16:01,2025-02-16 16:01,2025-02-16 16:01,已签收,李秀英,2210km,浦东网点,浦东网点,货物损坏,中,
WLYD9871498,广州浦东新区,杭州天河区,杨磊,EMP_056,杨丽贸易公司,申通快递,化工原料,合同物流,2304kg,10.1m³,4902元,6444元,2025-02-18 18:03,2025-02-18 18:03,2025-02-18 18:03,2025-02-18 18:03,已签收,黄秀英,1888km,西湖网点,武林网点,重量异常,中,
WLYD9739262,深圳浦东新区,广州天河区,周芳,EMP_037,陈华物流公司,中通快递,五金工具,快递,1900kg,7.68m³,611元,7864元,2025-02-25 17:37,2025-02-25 17:37,2025-02-25 17:37,2025-02-25 17:37,已签收,杨秀英,707km,武林网点,朝阳网点,金额异常,低,
WLYD9704451,北京余杭区,北京鼓楼区,李强,EMP_055,杨丽贸易公司,韵达速运,食品生鲜,冷链物流,1770kg,16.80m³,9447元,4524元,2025-02-04 16:42,2025-02-04 16:42,2025-02-04 16:42,2025-02-04 16:42,运输中,赵秀英,339km,天河网点,浦东网点,重复下单,低,北京区
WLYD9801907,广州天河区,北京浦东新区,李强,EMP_037,张伟货运公司,德邦物流,家具家电,零担,1270kg,4.51m³,216元,7386元,2025-02-01 20:50,2025-02-01 20:50,2025-02-01 20:50,2025-02-01 20:50,已签收,赵秀英,2795km,天河网点,南山网点,重量异常,低,
WLYD6561765,北京朝阳区,上海南山区,陈静,EMP_035,杨明货运公司,极兔速递,图书文具,快递,3459kg,15.23m³,9472元,1397元,2025-02-05 12:24,2025-02-05 12:24,2025-02-05 12:24,2025-02-05 12:24,派送中,李秀英,323km,浦东网点,南山网点,地址错误,低,北京区
WLYD6788378,杭州鼓楼区,上海朝阳区,杨磊,EMP_048,陈华物流公司,极兔速递,食品生鲜,合同物流,116kg,10.4m³,6755元,7975元,2025-02-21 14:31,2025-02-21 14:31,2025-02-21 14:31,2025-02-21 14:31,运输中,张秀英,1898km,西湖网点,武林网点,虚假签收,低,浙北区
WLYD8345212,上海鼓楼区,南京余杭区,周芳,EMP_033,李刚物流公司,中通快递,食品生鲜,零担,3024kg,12.21m³,2987元,5247元,2025-02-01 08:35,2025-02-01 08:35,2025-02-01 08:35,2025-02-01 08:35,异常,刘秀英,2347km,天河网点,鼓楼网点,超时派送,中,上海区
WLYD4550392,深圳余杭区,杭州鼓楼区,黄秀英,EMP_042,李刚物流公司,德邦物流,家具家电,零担,3566kg,19.62m³,1403元,2904元,2025-02-02 14:19,2025-02-02 14:19,2025-02-02 14:19,2025-02-02 14:19,已退回,陈秀英,1559km,余杭网点,朝阳网点,重复下单,高,
WLYD9530312,北京鼓楼区,重庆余杭区,吴磊,EMP_055,杨明货运公司,顺丰速运,家具家电,整车,4388kg,1.88m³,7067元,1059元,2025-02-27 11:14,2025-02-27 11:14,2025-02-27 11:14,2025-02-27 11:14,已签收,李秀英,1423km,朝阳网点,南山网点,超时派送,高,北京区
WLYD7685939,北京南山区,北京天河区,刘芳,EMP_039,李刚物流公司,顺丰速运,家具家电,整车,284kg,6.91m³,7074元,1007元,2025-02-20 16:11,2025-02-20 16:11,2025-02-20 16:11,2025-02-20 16:11,异常,张秀英,2613km,余杭网点,武林网点,地址错误,中,北京区
WLYD1239612,北京浦东新区,成都朝阳区,吴磊,EMP_050,张伟货运公司,极兔速递,食品生鲜,合同物流,1728kg,11.42m³,6547元,2164元,2025-02-01 11:50,2025-02-01 11:50,2025-02-01 11:50,2025-02-01 11:50,已退回,刘秀英,610km,武林网点,鼓楼网点,货物损坏,低,北京区
WLYD5494227,深圳浦东新区,深圳浦东新区,吴磊,EMP_048,王静贸易公司,极兔速递,电子产品,整车,4752kg,7.79m³,799元,5167元,2025-02-28 11:00,2025-02-28 11:00,2025-02-28 11:00,2025-02-28 11:00,运输中,杨秀英,787km,浦东网点,西湖网点,重复下单,中,
WLYD9538571,上海浦东新区,深圳天河区,张伟,EMP_048,王静贸易公司,中通快递,图书文具,快递,2771kg,6.67m³,8278元,1620元,2025-02-24 14:34,2025-02-24 14:34,2025-02-24 14:34,2025-02-24 14:34,派送中,杨秀英,1287km,南山网点,鼓楼网点,虚假签收,低,上海区
WLYD5875072,北京天河区,上海余杭区,王娜,EMP_036,王静贸易公司,极兔速递,电子产品,跨境电商,3684kg,17.87m³,7301元,4067元,2025-02-07 17:32,2025-02-07 17:32,2025-02-07 17:32,2025-02-07 17:32,派送中,黄秀英,2719km,南山网点,天河网点,金额异常,高,北京区
WLYD9715071,南京天河区,南京朝阳区,张伟,EMP_030,周涛货运公司,中通快递,图书文具,零担,830kg,2.91m³,5551元,6069元,2025-02-14 08:34,2025-02-14 08:34,2025-02-14 08:34,2025-02-14 08:34,已退回,黄秀英,322km,余杭网点,南山网点,地址错误,高,
WLYD5503220,深圳天河区,成都朝阳区,刘芳,EMP_048,赵磊物流公司,极兔速递,家具家电,合同物流,1002kg,3.6m³,3130元,1904元,2025-02-06 14:08,2025-02-06 14:08,2025-02-06 14:08,2025-02-06 14:08,派送中,张秀英,2689km,天河网点,余杭网点,金额异常,高,
WLYD6777980,南京浦东新区,深圳浦东新区,王娜,EMP_050,杨丽贸易公司,中通快递,五金工具,冷链物流,1925kg,16.51m³,3408元,865元,2025-02-27 16:04,2025-02-27 16:04,2025-02-27 16:04,2025-02-27 16:04,运输中,李秀英,2328km,南山网点,浦东网点,超时派送,低,
WLYD7458846,深圳天河区,西安鼓楼区,黄秀英,EMP_042,李刚物流公司,德邦物流,五金工具,零担,4506kg,15.45m³,1782元,2841元,2025-02-18 09:55,2025-02-18 09:55,2025-02-18 09:55,2025-02-18 09:55,异常,陈秀英,705km,余杭网点,天河网点,金额异常,高,
WLYD8981525,北京南山区,南京南山区,杨磊,EMP_045,黄强运输公司,中通快递,食品生鲜,快递,4307kg,18.54m³,564元,374元,2025-02-06 17:14,2025-02-06 17:14,2025-02-06 17:14,2025-02-06 17:14,异常,王秀英,390km,鼓楼网点,余杭网点,金额异常,低,北京区
WLYD6268806,南京南山区,南京鼓楼区,王娜,EMP_036,李刚物流公司,极兔速递,家具家电,冷链物流,1484kg,10.34m³,1205元,4973元,2025-02-21 16:40,2025-02-21 16:40,2025-02-21 16:40,2025-02-21 16:40,已签收,张秀英,1727km,浦东网点,天河网点,重量异常,中,
WLYD9335154,杭州朝阳区,广州余杭区,杨磊,EMP_051,陈华物流公司,中通快递,食品生鲜,冷链物流,4552kg,6.65m³,5604元,2616元,2025-02-23 19:56,2025-02-23 19:56,2025-02-23 19:56,2025-02-23 19:56,运输中,张秀英,1605km,鼓楼网点,浦东网点,货物损坏,高,浙北区
WLYD9130338,北京朝阳区,西安浦东新区,黄秀英,EMP_048,赵磊物流公司,中通快递,服装鞋帽,整车,4772kg,17.98m³,5650元,2041元,2025-02-02 15:50,2025-02-02 15:50,2025-02-02 15:50,2025-02-02 15:50,已退回,陈秀英,1991km,朝阳网点,余杭网点,地址错误,低,北京区
WLYD6669864,深圳浦东新区,北京朝阳区,刘芳,EMP_036,黄强运输公司,申通快递,图书文具,整车,279kg,14.25m³,2065元,4057元,2025-02-09 11:02,2025-02-09 11:02,2025-02-09 11:02,2025-02-09 11:02,已签收,李秀英,1026km,浦东网点,余杭网点,重量异常,中,
WLYD4889568,杭州天河区,杭州朝阳区,张伟,EMP_054,杨明货运公司,韵达速运,服装鞋帽,整车,3626kg,13.3m³,8605元,5686元,2025-02-17 20:30,2025-02-17 20:30,2025-02-17 20:30,2025-02-17 20:30,已签收,王秀英,375km,南山网点,西湖网点,虚假签收,高,浙北区
WLYD9338421,深圳朝阳区,西安余杭区,赵伟,EMP_053,周涛货运公司,顺丰速运,化工原料,零担,1718kg,14.3m³,3115元,3038元,2025-02-15 11:23,2025-02-15 11:23,2025-02-15 11:23,2025-02-15 11:23,异常,杨秀英,1832km,浦东网点,浦东网点,虚假签收,高,
WLYD7212447,南京鼓楼区,广州余杭区,黄秀英,EMP_044,黄强运输公司,圆通速递,五金工具,零担,1856kg,13.56m³,3255元,666元,2025-02-28 09:23,2025-02-28 09:23,2025-02-28 09:23,2025-02-28 09:23,运输中,赵秀英,1045km,鼓楼网点,朝阳网点,金额异常,高,
WLYD4893627,杭州南山区,武汉浦东新区,杨磊,EMP_043,杨丽贸易公司,中通快递,电子产品,跨境电商,3322kg,10.83m³,3566元,3427元,2025-02-25 09:19,2025-02-25 09:19,2025-02-25 09:19,2025-02-25 09:19,派送中,陈秀英,2450km,朝阳网点,西湖网点,重复下单,高,浙北区
WLYD4174735,北京天河区,上海天河区,刘芳,EMP_047,周涛货运公司,德邦物流,图书文具,整车,4731kg,15.58m³,6203元,6930元,2025-02-09 13:20,2025-02-09 13:20,2025-02-09 13:20,2025-02-09 13:20,已签收,王秀英,127km,浦东网点,天河网点,货物损坏,中,北京区
WLYD6139127,南京天河区,北京余杭区,赵伟,EMP_042,陈华物流公司,中通快递,家具家电,合同物流,1346kg,1.57m³,6470元,1445元,2025-02-06 15:15,2025-02-06 15:15,2025-02-06 15:15,2025-02-06 15:15,运输中,王秀英,2689km,鼓楼网点,西湖网点,虚假签收,低,
WLYD7706583,杭州天河区,南京朝阳区,周芳,EMP_039,杨丽贸易公司,顺丰速运,化工原料,跨境电商,2558kg,18.17m³,4480元,547元,2025-02-20 16:20,2025-02-20 16:20,2025-02-20 16:20,2025-02-20 16:20,已退回,张秀英,2216km,余杭网点,南山网点,地址错误,中,浙北区
WLYD6630310,广州余杭区,广州浦东新区,赵伟,EMP_052,黄强运输公司,中通快递,图书文具,跨境电商,3044kg,1.93m³,8114元,5762元,2025-02-24 18:34,2025-02-24 18:34,2025-02-24 18:34,2025-02-24 18:34,已退回,王秀英,2542km,余杭网点,南山网点,虚假签收,低,
WLYD2788746,深圳鼓楼区,杭州南山区,李强,EMP_039,李刚物流公司,中通快递,电子产品,零担,601kg,14.5m³,460元,590元,2025-02-20 16:06,2025-02-20 16:06,2025-02-20 16:06,2025-02-20 16:06,已签收,王秀英,1542km,鼓楼网点,鼓楼网点,货物损坏,高,
WLYD5010875,广州南山区,南京天河区,陈静,EMP_040,杨丽贸易公司,顺丰速运,家具家电,合同物流,571kg,2.4m³,9919元,4510元,2025-02-02 19:59,2025-02-02 19:59,2025-02-02 19:59,2025-02-02 19:59,已退回,刘秀英,697km,余杭网点,朝阳网点,金额异常,低,
WLYD4719493,上海鼓楼区,南京余杭区,周芳,EMP_054,刘洋运输公司,韵达速运,食品生鲜,整车,1150kg,19.5m³,314元,3108元,2025-02-27 18:00,2025-02-27 18:00,2025-02-27 18:00,2025-02-27 18:00,异常,王秀英,375km,天河网点,武林网点,货物损坏,高,上海区
WLYD4971921,上海朝阳区,成都南山区,周芳,EMP_053,周涛货运公司,韵达速运,服装鞋帽,跨境电商,4394kg,12.63m³,4651元,813元,2025-02-02 13:06,2025-02-02 13:06,2025-02-02 13:06,2025-02-02 13:06,派送中,杨秀英,685km,天河网点,浦东网点,货物损坏,高,上海区
WLYD6488920,广州朝阳区,西安浦东新区,王娜,EMP_034,王静贸易公司,极兔速递,食品生鲜,冷链物流,809kg,5.30m³,3810元,5797元,2025-02-26 11:57,2025-02-26 11:57,2025-02-26 11:57,2025-02-26 11:57,派送中,陈秀英,1644km,浦东网点,浦东网点,金额异常,低,
WLYD5457178,广州浦东新区,北京余杭区,杨磊,EMP_030,赵磊物流公司,中通快递,食品生鲜,跨境电商,3517kg,16.80m³,3584元,6861元,2025-02-15 08:57,2025-02-15 08:57,2025-02-15 08:57,2025-02-15 08:57,派送中,陈秀英,313km,西湖网点,鼓楼网点,重复下单,中,
WLYD4044629,北京余杭区,成都天河区,王娜,EMP_035,李刚物流公司,韵达速运,电子产品,冷链物流,4960kg,6.99m³,5773元,3079元,2025-02-15 16:28,2025-02-15 16:28,2025-02-15 16:28,2025-02-15 16:28,已签收,杨秀英,1636km,天河网点,西湖网点,地址错误,低,北京区
WLYD1294601,深圳朝阳区,南京南山区,周芳,EMP_040,杨明货运公司,德邦物流,食品生鲜,冷链物流,4849kg,2.91m³,3540元,1008元,2025-02-20 13:40,2025-02-20 13:40,2025-02-20 13:40,2025-02-20 13:40,已签收,黄秀英,949km,南山网点,天河网点,金额异常,高,
WLYD1784260,上海南山区,南京浦东新区,赵伟,EMP_041,李刚物流公司,圆通速递,食品生鲜,跨境电商,1909kg,4.9m³,8438元,795元,2025-02-22 16:06,2025-02-22 16:06,2025-02-22 16:06,2025-02-22 16:06,派送中,王秀英,886km,天河网点,武林网点,重量异常,中,上海区
WLYD8347238,上海鼓楼区,武汉余杭区,赵伟,EMP_056,黄强运输公司,申通快递,家具家电,快递,271kg,4.10m³,5768元,5876元,2025-02-14 20:49,2025-02-14 20:49,2025-02-14 20:49,2025-02-14 20:49,已退回,赵秀英,656km,西湖网点,余杭网点,超时派送,低,上海区
