运单号,发货地,收货地,揽收人,揽收人ID,客户名称,供应商名称,货物类型,产品类型,重量,体积,运费金额,结算金额,发货时间,揽收时间,派件时间,签收时间,运单状态,对账人,公里数,发货网点,收货网点,异常类型,风险等级,region
WLYD7755034,上海天河区,深圳鼓楼区,周芳,EMP_036,杨丽贸易公司,极兔速递,家具家电,跨境电商,4126kg,11.1m³,4975元,739元,2025-03-27 10:36,2025-03-27 10:36,2025-03-27 10:36,2025-03-27 10:36,运输中,陈秀英,960km,武林网点,天河网点,超时派送,中,上海区
WLYD7581657,北京南山区,杭州天河区,陈静,EMP_053,张伟货运公司,申通快递,五金工具,整车,4791kg,4.89m³,9967元,2790元,2025-03-26 13:21,2025-03-26 13:21,2025-03-26 13:21,2025-03-26 13:21,已签收,李秀英,2164km,西湖网点,天河网点,地址错误,低,北京区
WLYD7131531,南京南山区,成都南山区,张伟,EMP_034,周涛货运公司,顺丰速运,家具家电,快递,287kg,18.46m³,8830元,7415元,2025-03-20 14:55,2025-03-20 14:55,2025-03-20 14:55,2025-03-20 14:55,派送中,杨秀英,2147km,武林网点,鼓楼网点,货物损坏,高,
WLYD7710543,上海浦东新区,广州南山区,吴磊,EMP_052,杨明货运公司,圆通速递,家具家电,整车,467kg,1.54m³,4594元,2235元,2025-03-24 09:47,2025-03-24 09:47,2025-03-24 09:47,2025-03-24 09:47,已退回,黄秀英,397km,浦东网点,浦东网点,地址错误,中,上海区
WLYD8317040,深圳浦东新区,西安朝阳区,刘芳,EMP_052,李刚物流公司,中通快递,食品生鲜,快递,1137kg,15.55m³,9163元,2116元,2025-03-20 15:07,2025-03-20 15:07,2025-03-20 15:07,2025-03-20 15:07,异常,刘秀英,2279km,余杭网点,南山网点,金额异常,低,
WLYD4951649,深圳鼓楼区,广州南山区,刘芳,EMP_030,刘洋运输公司,申通快递,图书文具,快递,4523kg,15.94m³,2620元,6129元,2025-03-05 13:48,2025-03-05 13:48,2025-03-05 13:48,2025-03-05 13:48,已签收,杨秀英,1583km,西湖网点,武林网点,虚假签收,低,
WLYD3804523,深圳朝阳区,上海鼓楼区,王娜,EMP_049,张伟货运公司,申通快递,化工原料,整车,4506kg,19.26m³,5018元,6793元,2025-03-03 11:19,2025-03-03 11:19,2025-03-03 11:19,2025-03-03 11:19,异常,黄秀英,2773km,南山网点,武林网点,虚假签收,低,
WLYD6556181,北京南山区,南京朝阳区,陈静,EMP_058,杨丽贸易公司,顺丰速运,服装鞋帽,零担,4851kg,18.65m³,8613元,6185元,2025-03-27 19:07,2025-03-27 19:07,2025-03-27 19:07,2025-03-27 19:07,已签收,陈秀英,2769km,西湖网点,天河网点,金额异常,中,北京区
WLYD3581352,南京南山区,北京鼓楼区,陈静,EMP_037,杨明货运公司,极兔速递,化工原料,合同物流,624kg,13.15m³,1813元,317元,2025-03-19 17:33,2025-03-19 17:33,2025-03-19 17:33,2025-03-19 17:33,异常,赵秀英,418km,西湖网点,武林网点,虚假签收,低,
WLYD1771290,上海朝阳区,成都浦东新区,陈静,EMP_045,周涛货运公司,圆通速递,化工原料,合同物流,3206kg,14.29m³,2927元,1802元,2025-03-27 10:56,2025-03-27 10:56,2025-03-27 10:56,2025-03-27 10:56,运输中,陈秀英,2872km,西湖网点,天河网点,超时派送,低,上海区
WLYD5591091,上海鼓楼区,杭州南山区,黄秀英,EMP_042,张伟货运公司,顺丰速运,食品生鲜,合同物流,2501kg,11.3m³,8602元,6033元,2025-03-18 15:06,2025-03-18 15:06,2025-03-18 15:06,2025-03-18 15:06,派送中,杨秀英,461km,朝阳网点,朝阳网点,重量异常,中,上海区
WLYD9078552,北京南山区,武汉浦东新区,李强,EMP_049,赵磊物流公司,德邦物流,食品生鲜,整车,736kg,11.60m³,8988元,1710元,2025-03-04 17:10,2025-03-04 17:10,2025-03-04 17:10,2025-03-04 17:10,派送中,陈秀英,2685km,浦东网点,南山网点,超时派送,中,北京区
WLYD4179629,上海天河区,广州天河区,黄秀英,EMP_041,王静贸易公司,顺丰速运,五金工具,冷链物流,4895kg,7.97m³,6731元,792元,2025-03-05 19:34,2025-03-05 19:34,2025-03-05 19:34,2025-03-05 19:34,派送中,张秀英,2989km,西湖网点,天河网点,货物损坏,低,上海区
WLYD3787993,北京天河区,武汉天河区,杨磊,EMP_031,黄强运输公司,申通快递,五金工具,合同物流,2702kg,8.67m³,128元,4617元,2025-03-08 14:43,2025-03-08 14:43,2025-03-08 14:43,2025-03-08 14:43,派送中,黄秀英,1248km,南山网点,南山网点,重复下单,中,北京区
WLYD2260661,北京朝阳区,南京鼓楼区,吴磊,EMP_031,杨明货运公司,德邦物流,家具家电,零担,2362kg,3.48m³,2676元,5971元,2025-03-28 09:50,2025-03-28 09:50,2025-03-28 09:50,2025-03-28 09:50,已签收,陈秀英,198km,西湖网点,鼓楼网点,虚假签收,中,北京区
WLYD7552145,上海天河区,成都朝阳区,赵伟,EMP_039,杨明货运公司,圆通速递,服装鞋帽,零担,3780kg,15.82m³,6798元,516元,2025-03-25 15:58,2025-03-25 15:58,2025-03-25 15:58,2025-03-25 15:58,异常,黄秀英,1889km,余杭网点,浦东网点,超时派送,高,上海区
WLYD7979756,广州鼓楼区,深圳南山区,陈静,EMP_043,黄强运输公司,中通快递,化工原料,整车,300kg,3.4m³,6216元,1763元,2025-03-22 13:23,2025-03-22 13:23,2025-03-22 13:23,2025-03-22 13:23,已签收,杨秀英,2465km,余杭网点,南山网点,地址错误,高,
WLYD7644432,杭州朝阳区,上海南山区,黄秀英,EMP_033,杨丽贸易公司,圆通速递,食品生鲜,零担,4896kg,17.11m³,367元,3635元,2025-03-17 11:24,2025-03-17 11:24,2025-03-17 11:24,2025-03-17 11:24,已退回,杨秀英,630km,西湖网点,天河网点,虚假签收,高,浙北区
WLYD2202310,深圳余杭区,北京朝阳区,杨磊,EMP_036,杨明货运公司,申通快递,服装鞋帽,整车,46kg,4.36m³,2032元,401元,2025-03-24 14:00,2025-03-24 14:00,2025-03-24 14:00,2025-03-24 14:00,已签收,张秀英,1902km,武林网点,朝阳网点,重复下单,高,
WLYD1278373,南京余杭区,南京天河区,黄秀英,EMP_032,黄强运输公司,顺丰速运,电子产品,快递,4897kg,2.93m³,6355元,891元,2025-03-14 13:10,2025-03-14 13:10,2025-03-14 13:10,2025-03-14 13:10,已签收,王秀英,2100km,天河网点,余杭网点,重量异常,高,
WLYD4878775,深圳余杭区,杭州鼓楼区,张伟,EMP_055,杨丽贸易公司,申通快递,服装鞋帽,快递,781kg,10.58m³,3647元,5004元,2025-03-18 18:49,2025-03-18 18:49,2025-03-18 18:49,2025-03-18 18:49,已退回,王秀英,1787km,西湖网点,余杭网点,金额异常,中,
WLYD4794972,南京浦东新区,武汉鼓楼区,吴磊,EMP_042,张伟货运公司,圆通速递,电子产品,整车,4968kg,20.30m³,3305元,2690元,2025-03-11 16:39,2025-03-11 16:39,2025-03-11 16:39,2025-03-11 16:39,派送中,李秀英,2743km,余杭网点,天河网点,重复下单,中,
WLYD1838563,北京南山区,武汉浦东新区,刘芳,EMP_035,王静贸易公司,极兔速递,家具家电,合同物流,4059kg,2.75m³,5656元,5850元,2025-03-21 14:26,2025-03-21 14:26,2025-03-21 14:26,2025-03-21 14:26,派送中,张秀英,1812km,朝阳网点,浦东网点,重量异常,中,北京区
WLYD4236858,南京南山区,广州鼓楼区,张伟,EMP_057,李刚物流公司,圆通速递,化工原料,快递,2371kg,14.99m³,5839元,5116元,2025-03-24 16:00,2025-03-24 16:00,2025-03-24 16:00,2025-03-24 16:00,异常,杨秀英,1360km,鼓楼网点,西湖网点,金额异常,中,
WLYD1502156,广州南山区,南京天河区,吴磊,EMP_044,李刚物流公司,顺丰速运,电子产品,整车,787kg,9.47m³,9901元,6007元,2025-03-26 10:51,2025-03-26 10:51,2025-03-26 10:51,2025-03-26 10:51,派送中,王秀英,963km,天河网点,浦东网点,金额异常,中,
WLYD1487030,南京浦东新区,北京余杭区,陈静,EMP_057,刘洋运输公司,申通快递,食品生鲜,冷链物流,132kg,8.99m³,5569元,1895元,2025-03-10 17:33,2025-03-10 17:33,2025-03-10 17:33,2025-03-10 17:33,已退回,李秀英,2129km,天河网点,武林网点,金额异常,低,
WLYD4535782,南京鼓楼区,成都朝阳区,王娜,EMP_058,张伟货运公司,圆通速递,五金工具,整车,2212kg,9.53m³,1134元,1121元,2025-03-06 09:43,2025-03-06 09:43,2025-03-06 09:43,2025-03-06 09:43,运输中,刘秀英,2909km,浦东网点,余杭网点,金额异常,高,
WLYD2912930,北京浦东新区,成都鼓楼区,陈静,EMP_047,黄强运输公司,极兔速递,电子产品,零担,3142kg,18.49m³,7429元,5471元,2025-03-03 18:27,2025-03-03 18:27,2025-03-03 18:27,2025-03-03 18:27,异常,杨秀英,440km,浦东网点,天河网点,超时派送,中,北京区
WLYD1667214,深圳天河区,武汉天河区,赵伟,EMP_049,陈华物流公司,申通快递,化工原料,快递,1190kg,20.20m³,8898元,331元,2025-03-10 19:55,2025-03-10 19:55,2025-03-10 19:55,2025-03-10 19:55,已签收,张秀英,104km,余杭网点,西湖网点,重复下单,高,
WLYD5378437,广州南山区,西安南山区,王娜,EMP_047,杨丽贸易公司,顺丰速运,电子产品,冷链物流,4083kg,1.16m³,2937元,3837元,2025-03-01 13:02,2025-03-01 13:02,2025-03-01 13:02,2025-03-01 13:02,已退回,刘秀英,921km,天河网点,武林网点,重量异常,高,
WLYD7331848,杭州朝阳区,重庆浦东新区,陈静,EMP_045,王静贸易公司,申通快递,家具家电,整车,1352kg,18.6m³,4053元,1998元,2025-03-25 10:05,2025-03-25 10:05,2025-03-25 10:05,2025-03-25 10:05,已签收,张秀英,2465km,武林网点,余杭网点,金额异常,低,浙北区
WLYD7118853,北京浦东新区,广州浦东新区,陈静,EMP_049,王静贸易公司,申通快递,家具家电,跨境电商,550kg,19.83m³,6452元,2397元,2025-03-24 08:58,2025-03-24 08:58,2025-03-24 08:58,2025-03-24 08:58,已签收,陈秀英,422km,鼓楼网点,南山网点,货物损坏,中,北京区
WLYD1347699,北京天河区,北京鼓楼区,张伟,EMP_039,杨明货运公司,中通快递,家具家电,跨境电商,4066kg,2.96m³,396元,1528元,2025-03-13 17:44,2025-03-13 17:44,2025-03-13 17:44,2025-03-13 17:44,异常,杨秀英,493km,武林网点,鼓楼网点,货物损坏,高,北京区
WLYD6733883,杭州天河区,北京鼓楼区,吴磊,EMP_033,杨明货运公司,极兔速递,图书文具,跨境电商,1871kg,7.27m³,2536元,7340元,2025-03-10 09:34,2025-03-10 09:34,2025-03-10 09:34,2025-03-10 09:34,已签收,黄秀英,2546km,南山网点,南山网点,虚假签收,中,浙北区
WLYD4232407,深圳鼓楼区,杭州鼓楼区,刘芳,EMP_039,周涛货运公司,极兔速递,化工原料,跨境电商,3113kg,5.97m³,3900元,5723元,2025-03-11 12:49,2025-03-11 12:49,2025-03-11 12:49,2025-03-11 12:49,异常,王秀英,472km,余杭网点,武林网点,金额异常,高,
WLYD8730061,上海南山区,深圳余杭区,周芳,EMP_034,周涛货运公司,中通快递,电子产品,快递,308kg,1.5m³,8735元,7838元,2025-03-03 10:49,2025-03-03 10:49,2025-03-03 10:49,2025-03-03 10:49,运输中,赵秀英,655km,朝阳网点,鼓楼网点,超时派送,中,上海区
WLYD1938243,北京鼓楼区,上海余杭区,李强,EMP_030,赵磊物流公司,申通快递,家具家电,跨境电商,964kg,1.64m³,4902元,514元,2025-03-02 16:25,2025-03-02 16:25,2025-03-02 16:25,2025-03-02 16:25,派送中,黄秀英,2341km,西湖网点,朝阳网点,重量异常,中,北京区
WLYD6542708,上海南山区,武汉南山区,刘芳,EMP_039,刘洋运输公司,顺丰速运,化工原料,冷链物流,3775kg,8.67m³,9721元,3621元,2025-03-17 20:50,2025-03-17 20:50,2025-03-17 20:50,2025-03-17 20:50,已退回,赵秀英,641km,西湖网点,鼓楼网点,金额异常,高,上海区
WLYD1106793,北京朝阳区,北京朝阳区,杨磊,EMP_054,李刚物流公司,申通快递,化工原料,跨境电商,160kg,4.30m³,4653元,2189元,2025-03-04 09:53,2025-03-04 09:53,2025-03-04 09:53,2025-03-04 09:53,异常,李秀英,264km,西湖网点,武林网点,金额异常,低,北京区
WLYD5766414,南京南山区,广州鼓楼区,杨磊,EMP_035,王静贸易公司,顺丰速运,食品生鲜,合同物流,4562kg,9.85m³,774元,7113元,2025-03-25 08:45,2025-03-25 08:45,2025-03-25 08:45,2025-03-25 08:45,运输中,陈秀英,346km,武林网点,天河网点,地址错误,中,
WLYD8207688,上海天河区,北京朝阳区,周芳,EMP_040,王静贸易公司,极兔速递,食品生鲜,冷链物流,3990kg,20.51m³,2586元,5203元,2025-03-22 11:49,2025-03-22 11:49,2025-03-22 11:49,2025-03-22 11:49,已签收,李秀英,2075km,西湖网点,浦东网点,地址错误,高,上海区
WLYD8040228,上海朝阳区,西安浦东新区,赵伟,EMP_037,赵磊物流公司,圆通速递,电子产品,零担,4564kg,10.91m³,344元,365元,2025-03-22 14:05,2025-03-22 14:05,2025-03-22 14:05,2025-03-22 14:05,异常,李秀英,1054km,南山网点,西湖网点,重复下单,低,上海区
WLYD8450394,上海朝阳区,重庆朝阳区,周芳,EMP_055,刘洋运输公司,顺丰速运,化工原料,零担,3503kg,12.88m³,1720元,1848元,2025-03-21 12:08,2025-03-21 12:08,2025-03-21 12:08,2025-03-21 12:08,已退回,刘秀英,643km,鼓楼网点,浦东网点,虚假签收,中,上海区
WLYD5549298,广州天河区,北京余杭区,杨磊,EMP_056,杨明货运公司,极兔速递,图书文具,合同物流,3420kg,5.3m³,7254元,490元,2025-03-22 16:53,2025-03-22 16:53,2025-03-22 16:53,2025-03-22 16:53,已退回,黄秀英,2320km,南山网点,余杭网点,虚假签收,中,
WLYD1196651,杭州浦东新区,杭州朝阳区,赵伟,EMP_049,杨明货运公司,极兔速递,五金工具,快递,2562kg,6.5m³,4538元,5895元,2025-03-09 09:34,2025-03-09 09:34,2025-03-09 09:34,2025-03-09 09:34,已退回,黄秀英,2097km,西湖网点,余杭网点,货物损坏,中,浙北区
WLYD5524195,广州朝阳区,上海鼓楼区,陈静,EMP_043,陈华物流公司,顺丰速运,五金工具,合同物流,159kg,8.33m³,6284元,1485元,2025-03-19 10:41,2025-03-19 10:41,2025-03-19 10:41,2025-03-19 10:41,已签收,杨秀英,1167km,武林网点,南山网点,超时派送,低,
WLYD3636627,杭州浦东新区,成都鼓楼区,黄秀英,EMP_048,张伟货运公司,申通快递,电子产品,跨境电商,4013kg,8.32m³,6788元,3510元,2025-03-07 10:17,2025-03-07 10:17,2025-03-07 10:17,2025-03-07 10:17,异常,刘秀英,1203km,西湖网点,西湖网点,货物损坏,中,浙北区
WLYD7787704,南京南山区,西安余杭区,李强,EMP_053,李刚物流公司,中通快递,电子产品,整车,2831kg,7.95m³,1688元,6858元,2025-03-08 20:24,2025-03-08 20:24,2025-03-08 20:24,2025-03-08 20:24,已退回,杨秀英,801km,天河网点,南山网点,重量异常,低,
WLYD4213357,杭州朝阳区,深圳鼓楼区,李强,EMP_036,周涛货运公司,极兔速递,家具家电,跨境电商,4736kg,13.34m³,2546元,6522元,2025-03-18 19:37,2025-03-18 19:37,2025-03-18 19:37,2025-03-18 19:37,运输中,陈秀英,2786km,鼓楼网点,武林网点,地址错误,低,浙北区
WLYD2481737,深圳南山区,南京鼓楼区,吴磊,EMP_059,张伟货运公司,顺丰速运,家具家电,整车,88kg,13.23m³,6593元,1543元,2025-03-05 14:55,2025-03-05 14:55,2025-03-05 14:55,2025-03-05 14:55,已签收,张秀英,2889km,南山网点,武林网点,虚假签收,低,
WLYD1340647,广州浦东新区,北京鼓楼区,周芳,EMP_056,杨明货运公司,顺丰速运,电子产品,整车,4919kg,14.78m³,7828元,2357元,2025-03-06 16:31,2025-03-06 16:31,2025-03-06 16:31,2025-03-06 16:31,运输中,杨秀英,1871km,鼓楼网点,南山网点,超时派送,高,
WLYD6114243,杭州朝阳区,北京鼓楼区,黄秀英,EMP_049,刘洋运输公司,德邦物流,图书文具,冷链物流,3095kg,19.20m³,6806元,7399元,2025-03-10 15:47,2025-03-10 15:47,2025-03-10 15:47,2025-03-10 15:47,运输中,王秀英,1258km,南山网点,南山网点,金额异常,高,浙北区
WLYD3097793,广州朝阳区,重庆余杭区,张伟,EMP_054,周涛货运公司,德邦物流,食品生鲜,跨境电商,524kg,11.41m³,9735元,7840元,2025-03-27 15:09,2025-03-27 15:09,2025-03-27 15:09,2025-03-27 15:09,异常,杨秀英,334km,南山网点,鼓楼网点,虚假签收,低,
WLYD9899642,上海余杭区,广州朝阳区,吴磊,EMP_038,李刚物流公司,极兔速递,化工原料,跨境电商,474kg,12.23m³,6910元,1698元,2025-03-20 14:23,2025-03-20 14:23,2025-03-20 14:23,2025-03-20 14:23,运输中,杨秀英,1905km,西湖网点,天河网点,超时派送,高,上海区
WLYD2612172,广州浦东新区,南京浦东新区,陈静,EMP_054,张伟货运公司,德邦物流,家具家电,整车,2748kg,1.12m³,2546元,378元,2025-03-24 09:37,2025-03-24 09:37,2025-03-24 09:37,2025-03-24 09:37,派送中,张秀英,1211km,西湖网点,余杭网点,重量异常,高,
WLYD8944988,广州鼓楼区,北京浦东新区,黄秀英,EMP_041,王静贸易公司,顺丰速运,五金工具,冷链物流,1777kg,20.92m³,1145元,6673元,2025-03-25 15:51,2025-03-25 15:51,2025-03-25 15:51,2025-03-25 15:51,异常,赵秀英,1941km,鼓楼网点,浦东网点,金额异常,中,
WLYD4489295,北京余杭区,南京南山区,黄秀英,EMP_052,黄强运输公司,韵达速运,化工原料,跨境电商,3456kg,6.74m³,10000元,2306元,2025-03-26 16:39,2025-03-26 16:39,2025-03-26 16:39,2025-03-26 16:39,异常,杨秀英,218km,南山网点,西湖网点,金额异常,低,北京区
WLYD1018754,上海朝阳区,西安南山区,陈静,EMP_058,刘洋运输公司,顺丰速运,图书文具,整车,86kg,13.50m³,7450元,6891元,2025-03-03 09:23,2025-03-03 09:23,2025-03-03 09:23,2025-03-03 09:23,已退回,陈秀英,2495km,朝阳网点,朝阳网点,货物损坏,低,上海区
WLYD7834465,杭州浦东新区,上海天河区,李强,EMP_038,李刚物流公司,韵达速运,五金工具,跨境电商,1341kg,2.10m³,8125元,6563元,2025-03-10 09:28,2025-03-10 09:28,2025-03-10 09:28,2025-03-10 09:28,派送中,王秀英,676km,武林网点,浦东网点,重量异常,高,浙北区
WLYD7015565,南京浦东新区,成都余杭区,张伟,EMP_030,陈华物流公司,极兔速递,电子产品,快递,3424kg,9.89m³,2369元,7919元,2025-03-23 18:10,2025-03-23 18:10,2025-03-23 18:10,2025-03-23 18:10,已退回,张秀英,1746km,朝阳网点,西湖网点,超时派送,高,
WLYD3341978,南京朝阳区,武汉浦东新区,王娜,EMP_051,张伟货运公司,圆通速递,服装鞋帽,零担,4630kg,18.32m³,823元,3988元,2025-03-15 19:08,2025-03-15 19:08,2025-03-15 19:08,2025-03-15 19:08,运输中,黄秀英,2200km,浦东网点,天河网点,重复下单,高,
WLYD8409289,北京鼓楼区,成都浦东新区,周芳,EMP_030,李刚物流公司,圆通速递,图书文具,整车,4803kg,16.37m³,9761元,1030元,2025-03-16 12:06,2025-03-16 12:06,2025-03-16 12:06,2025-03-16 12:06,运输中,李秀英,2767km,浦东网点,南山网点,货物损坏,中,北京区
WLYD1782272,南京余杭区,深圳天河区,杨磊,EMP_031,刘洋运输公司,极兔速递,食品生鲜,跨境电商,102kg,3.40m³,7632元,5585元,2025-03-04 12:23,2025-03-04 12:23,2025-03-04 12:23,2025-03-04 12:23,运输中,刘秀英,2201km,西湖网点,天河网点,重复下单,低,
WLYD7256458,深圳鼓楼区,杭州朝阳区,吴磊,EMP_044,黄强运输公司,韵达速运,电子产品,零担,3983kg,18.54m³,4371元,6723元,2025-03-13 13:09,2025-03-13 13:09,2025-03-13 13:09,2025-03-13 13:09,派送中,王秀英,2652km,鼓楼网点,西湖网点,货物损坏,低,
WLYD9808694,北京浦东新区,上海鼓楼区,陈静,EMP_056,刘洋运输公司,顺丰速运,化工原料,零担,4633kg,16.78m³,2179元,3988元,2025-03-22 09:13,2025-03-22 09:13,2025-03-22 09:13,2025-03-22 09:13,运输中,王秀英,1022km,武林网点,武林网点,地址错误,中,北京区
WLYD1124641,北京南山区,成都余杭区,陈静,EMP_044,周涛货运公司,极兔速递,五金工具,冷链物流,3628kg,20.48m³,2440元,2017元,2025-03-10 17:06,2025-03-10 17:06,2025-03-10 17:06,2025-03-10 17:06,已签收,刘秀英,2130km,西湖网点,浦东网点,货物损坏,高,北京区
WLYD3761698,杭州浦东新区,上海鼓楼区,张伟,EMP_038,杨明货运公司,中通快递,电子产品,零担,4259kg,15.87m³,8981元,3019元,2025-03-09 17:06,2025-03-09 17:06,2025-03-09 17:06,2025-03-09 17:06,已签收,杨秀英,1085km,朝阳网点,朝阳网点,重复下单,中,浙北区
WLYD6861727,上海南山区,成都朝阳区,陈静,EMP_057,张伟货运公司,顺丰速运,服装鞋帽,零担,664kg,2.34m³,9619元,7984元,2025-03-03 10:51,2025-03-03 10:51,2025-03-03 10:51,2025-03-03 10:51,异常,王秀英,1362km,浦东网点,朝阳网点,金额异常,低,上海区
WLYD6138868,杭州余杭区,西安浦东新区,陈静,EMP_040,黄强运输公司,德邦物流,图书文具,跨境电商,3978kg,3.96m³,8908元,2581元,2025-03-08 13:12,2025-03-08 13:12,2025-03-08 13:12,2025-03-08 13:12,已退回,张秀英,2672km,余杭网点,西湖网点,超时派送,高,浙北区
WLYD7172366,上海余杭区,广州余杭区,赵伟,EMP_045,黄强运输公司,极兔速递,食品生鲜,冷链物流,4187kg,12.76m³,3070元,2178元,2025-03-16 13:56,2025-03-16 13:56,2025-03-16 13:56,2025-03-16 13:56,异常,杨秀英,1608km,天河网点,南山网点,重量异常,高,上海区
WLYD5809561,广州鼓楼区,重庆余杭区,吴磊,EMP_047,陈华物流公司,德邦物流,食品生鲜,快递,159kg,15.41m³,5975元,5969元,2025-03-09 16:38,2025-03-09 16:38,2025-03-09 16:38,2025-03-09 16:38,已签收,刘秀英,2027km,浦东网点,浦东网点,超时派送,高,
WLYD2463823,南京浦东新区,杭州天河区,张伟,EMP_033,陈华物流公司,顺丰速运,五金工具,整车,3946kg,14.27m³,5213元,1379元,2025-03-13 20:48,2025-03-13 20:48,2025-03-13 20:48,2025-03-13 20:48,运输中,张秀英,766km,朝阳网点,西湖网点,重复下单,低,
WLYD9762976,上海天河区,北京南山区,杨磊,EMP_030,周涛货运公司,申通快递,家具家电,快递,382kg,17.63m³,6625元,6322元,2025-03-22 12:04,2025-03-22 12:04,2025-03-22 12:04,2025-03-22 12:04,运输中,张秀英,2897km,鼓楼网点,南山网点,金额异常,中,上海区
WLYD7298994,深圳浦东新区,杭州南山区,吴磊,EMP_034,周涛货运公司,圆通速递,食品生鲜,零担,297kg,1.20m³,5493元,3299元,2025-03-22 11:24,2025-03-22 11:24,2025-03-22 11:24,2025-03-22 11:24,派送中,李秀英,1216km,浦东网点,天河网点,虚假签收,中,
WLYD9985024,上海鼓楼区,上海天河区,赵伟,EMP_042,杨丽贸易公司,德邦物流,家具家电,快递,464kg,18.97m³,3925元,1175元,2025-03-06 16:39,2025-03-06 16:39,2025-03-06 16:39,2025-03-06 16:39,异常,赵秀英,1659km,余杭网点,鼓楼网点,地址错误,低,上海区
WLYD5987139,广州朝阳区,成都浦东新区,黄秀英,EMP_031,张伟货运公司,德邦物流,食品生鲜,零担,54kg,10.65m³,2826元,2130元,2025-03-21 11:43,2025-03-21 11:43,2025-03-21 11:43,2025-03-21 11:43,异常,黄秀英,2383km,浦东网点,武林网点,地址错误,中,
WLYD5612130,上海天河区,南京南山区,杨磊,EMP_049,刘洋运输公司,中通快递,图书文具,快递,4731kg,1.76m³,7186元,7663元,2025-03-28 10:53,2025-03-28 10:53,2025-03-28 10:53,2025-03-28 10:53,运输中,赵秀英,526km,天河网点,西湖网点,重复下单,高,上海区
WLYD7720032,广州天河区,杭州余杭区,刘芳,EMP_050,赵磊物流公司,中通快递,化工原料,合同物流,4184kg,1.91m³,966元,6453元,2025-03-19 19:54,2025-03-19 19:54,2025-03-19 19:54,2025-03-19 19:54,已签收,李秀英,838km,浦东网点,浦东网点,虚假签收,中,
