运单号,发货地,收货地,揽收人,揽收人ID,客户名称,供应商名称,货物类型,产品类型,重量,体积,运费金额,结算金额,发货时间,揽收时间,派件时间,签收时间,运单状态,对账人,公里数,发货网点,收货网点,异常类型,风险等级,region
WLYD7473291,深圳南山区,广州天河区,黄秀英,EMP_041,张伟货运公司,圆通速递,五金工具,快递,2684kg,15.5m³,8877元,1711元,2025-06-08 15:57,2025-06-08 15:57,2025-06-08 15:57,2025-06-08 15:57,派送中,刘秀英,1439km,朝阳网点,余杭网点,地址错误,高,上海区
WLYD1940149,上海浦东新区,上海朝阳区,刘芳,EMP_034,赵磊物流公司,中通快递,化工原料,快递,1898kg,16.4m³,6165元,1187元,2025-06-07 11:23,2025-06-07 11:23,2025-06-07 11:23,2025-06-07 11:23,已退回,黄秀英,1104km,浦东网点,朝阳网点,金额异常,低,上海区
WLYD5784234,上海余杭区,南京浦东新区,刘芳,EMP_036,黄强运输公司,圆通速递,食品生鲜,零担,4915kg,18.15m³,954元,5178元,2025-06-20 10:54,2025-06-20 10:54,2025-06-20 10:54,2025-06-20 10:54,派送中,刘秀英,2116km,天河网点,余杭网点,虚假签收,中,上海区
WLYD2415131,杭州天河区,上海朝阳区,周芳,EMP_046,周涛货运公司,申通快递,服装鞋帽,冷链物流,2210kg,18.5m³,9702元,2906元,2025-06-13 15:45,2025-06-13 15:45,2025-06-13 15:45,2025-06-13 15:45,运输中,王秀英,2969km,余杭网点,南山网点,地址错误,低,浙北区
WLYD9402581,北京余杭区,深圳天河区,杨磊,EMP_057,王静贸易公司,韵达速运,服装鞋帽,零担,4826kg,4.39m³,1136元,5211元,2025-06-01 09:19,2025-06-01 09:19,2025-06-01 09:19,2025-06-01 09:19,运输中,陈秀英,2396km,朝阳网点,西湖网点,重复下单,高,北京区
WLYD1620113,上海天河区,重庆南山区,刘芳,EMP_037,赵磊物流公司,中通快递,图书文具,快递,2472kg,20.69m³,4496元,5723元,2025-06-16 14:53,2025-06-16 14:53,2025-06-16 14:53,2025-06-16 14:53,运输中,王秀英,453km,武林网点,西湖网点,超时派送,高,上海区
WLYD7980778,上海南山区,重庆天河区,周芳,EMP_032,张伟货运公司,极兔速递,电子产品,冷链物流,1860kg,12.1m³,7893元,2804元,2025-06-08 20:48,2025-06-08 20:48,2025-06-08 20:48,2025-06-08 20:48,异常,李秀英,2245km,朝阳网点,西湖网点,超时派送,低,上海区
WLYD4733556,杭州天河区,上海天河区,杨磊,EMP_033,李刚物流公司,韵达速运,家具家电,跨境电商,3353kg,2.65m³,4193元,1404元,2025-06-11 18:15,2025-06-11 18:15,2025-06-11 18:15,2025-06-11 18:15,派送中,陈秀英,1590km,余杭网点,余杭网点,地址错误,低,浙北区
WLYD1075097,北京鼓楼区,杭州余杭区,周芳,EMP_033,杨明货运公司,极兔速递,服装鞋帽,零担,3240kg,16.32m³,7696元,6421元,2025-06-21 09:51,2025-06-21 09:51,2025-06-21 09:51,2025-06-21 09:51,已签收,刘秀英,836km,西湖网点,南山网点,虚假签收,中,北京区
WLYD6486031,杭州南山区,武汉天河区,李强,EMP_034,刘洋运输公司,圆通速递,家具家电,合同物流,2704kg,8.10m³,298元,7419元,2025-06-03 14:57,2025-06-03 14:57,2025-06-03 14:57,2025-06-03 14:57,异常,黄秀英,448km,余杭网点,浦东网点,超时派送,低,浙北区
WLYD6586086,北京鼓楼区,上海鼓楼区,吴磊,EMP_053,李刚物流公司,极兔速递,化工原料,整车,4676kg,5.92m³,4652元,7688元,2025-06-09 08:09,2025-06-09 08:09,2025-06-09 08:09,2025-06-09 08:09,异常,赵秀英,2851km,天河网点,浦东网点,重复下单,中,北京区
WLYD3543352,深圳天河区,西安鼓楼区,刘芳,EMP_030,刘洋运输公司,极兔速递,食品生鲜,快递,554kg,1.13m³,4435元,4218元,2025-06-16 17:03,2025-06-16 17:03,2025-06-16 17:03,2025-06-16 17:03,已退回,张秀英,508km,武林网点,余杭网点,重复下单,中,上海区
WLYD8774289,上海朝阳区,武汉浦东新区,杨磊,EMP_036,陈华物流公司,顺丰速运,家具家电,整车,3772kg,8.75m³,322元,7737元,2025-06-05 20:29,2025-06-05 20:29,2025-06-05 20:29,2025-06-05 20:29,已退回,陈秀英,1284km,武林网点,天河网点,重量异常,高,上海区
WLYD8899264,南京鼓楼区,上海南山区,李强,EMP_053,黄强运输公司,顺丰速运,化工原料,快递,3466kg,15.9m³,3938元,5412元,2025-06-21 10:02,2025-06-21 10:02,2025-06-21 10:02,2025-06-21 10:02,已退回,陈秀英,2998km,南山网点,鼓楼网点,重量异常,低,上海区
WLYD8443137,北京余杭区,南京天河区,吴磊,EMP_033,陈华物流公司,圆通速递,图书文具,整车,891kg,3.95m³,3923元,5966元,2025-06-18 19:53,2025-06-18 19:53,2025-06-18 19:53,2025-06-18 19:53,派送中,张秀英,550km,鼓楼网点,朝阳网点,虚假签收,低,北京区
WLYD3000781,南京鼓楼区,上海南山区,陈静,EMP_059,王静贸易公司,中通快递,电子产品,快递,4904kg,1.17m³,487元,6400元,2025-06-03 20:39,2025-06-03 20:39,2025-06-03 20:39,2025-06-03 20:39,派送中,王秀英,1269km,南山网点,天河网点,超时派送,中,上海区
WLYD7313101,上海余杭区,南京余杭区,陈静,EMP_055,陈华物流公司,极兔速递,化工原料,整车,1475kg,13.68m³,6906元,1666元,2025-06-11 19:28,2025-06-11 19:28,2025-06-11 19:28,2025-06-11 19:28,异常,刘秀英,1206km,南山网点,浦东网点,重量异常,中,上海区
WLYD4227274,杭州鼓楼区,南京天河区,李强,EMP_055,李刚物流公司,德邦物流,家具家电,零担,484kg,19.42m³,3749元,7268元,2025-06-24 10:35,2025-06-24 10:35,2025-06-24 10:35,2025-06-24 10:35,已退回,张秀英,2934km,余杭网点,浦东网点,货物损坏,中,浙北区
WLYD1909628,北京余杭区,上海朝阳区,吴磊,EMP_056,黄强运输公司,圆通速递,五金工具,合同物流,113kg,2.59m³,1258元,6566元,2025-06-25 12:23,2025-06-25 12:23,2025-06-25 12:23,2025-06-25 12:23,已退回,杨秀英,2952km,南山网点,西湖网点,虚假签收,低,北京区
WLYD4864691,上海余杭区,成都余杭区,周芳,EMP_034,黄强运输公司,中通快递,食品生鲜,零担,20kg,13.56m³,4156元,1611元,2025-06-27 20:11,2025-06-27 20:11,2025-06-27 20:11,2025-06-27 20:11,运输中,刘秀英,1669km,浦东网点,南山网点,超时派送,低,上海区
WLYD2314201,南京南山区,上海天河区,张伟,EMP_048,杨丽贸易公司,韵达速运,图书文具,整车,1124kg,12.43m³,3337元,1944元,2025-06-11 19:38,2025-06-11 19:38,2025-06-11 19:38,2025-06-11 19:38,异常,李秀英,501km,西湖网点,天河网点,超时派送,低,上海区
WLYD3127215,深圳浦东新区,西安南山区,赵伟,EMP_043,王静贸易公司,极兔速递,图书文具,零担,1172kg,6.25m³,4394元,2502元,2025-06-03 11:06,2025-06-03 11:06,2025-06-03 11:06,2025-06-03 11:06,运输中,刘秀英,2865km,鼓楼网点,天河网点,重复下单,高,上海区
WLYD4803488,北京浦东新区,南京鼓楼区,刘芳,EMP_056,刘洋运输公司,顺丰速运,图书文具,合同物流,2910kg,6.27m³,4886元,5009元,2025-06-28 15:01,2025-06-28 15:01,2025-06-28 15:01,2025-06-28 15:01,已签收,赵秀英,2048km,西湖网点,鼓楼网点,超时派送,中,北京区
WLYD5150048,上海天河区,北京朝阳区,赵伟,EMP_059,陈华物流公司,德邦物流,服装鞋帽,合同物流,1154kg,9.90m³,2151元,6178元,2025-06-09 08:41,2025-06-09 08:41,2025-06-09 08:41,2025-06-09 08:41,已退回,黄秀英,1758km,南山网点,朝阳网点,货物损坏,低,上海区
WLYD2436612,南京余杭区,杭州天河区,赵伟,EMP_048,杨丽贸易公司,圆通速递,家具家电,零担,3182kg,20.89m³,8626元,1454元,2025-06-12 19:52,2025-06-12 19:52,2025-06-12 19:52,2025-06-12 19:52,已退回,赵秀英,1073km,武林网点,西湖网点,超时派送,高,上海区
WLYD4224951,杭州天河区,南京浦东新区,周芳,EMP_057,赵磊物流公司,韵达速运,五金工具,零担,4565kg,8.64m³,8556元,7551元,2025-06-09 12:45,2025-06-09 12:45,2025-06-09 12:45,2025-06-09 12:45,异常,黄秀英,717km,鼓楼网点,南山网点,虚假签收,中,浙北区
WLYD8043643,上海天河区,广州浦东新区,张伟,EMP_040,赵磊物流公司,顺丰速运,化工原料,零担,481kg,6.99m³,3264元,6084元,2025-06-16 17:39,2025-06-16 17:39,2025-06-16 17:39,2025-06-16 17:39,运输中,杨秀英,854km,朝阳网点,南山网点,重量异常,高,上海区
WLYD5318784,杭州天河区,武汉浦东新区,陈静,EMP_054,陈华物流公司,申通快递,电子产品,快递,3562kg,16.60m³,9016元,2489元,2025-06-24 19:48,2025-06-24 19:48,2025-06-24 19:48,2025-06-24 19:48,已签收,杨秀英,1922km,天河网点,鼓楼网点,重复下单,低,浙北区
WLYD4574462,南京浦东新区,深圳朝阳区,吴磊,EMP_055,赵磊物流公司,德邦物流,图书文具,零担,4785kg,3.30m³,5769元,6902元,2025-06-26 17:58,2025-06-26 17:58,2025-06-26 17:58,2025-06-26 17:58,已签收,张秀英,495km,南山网点,朝阳网点,金额异常,高,上海区
WLYD7470424,深圳南山区,深圳天河区,赵伟,EMP_050,李刚物流公司,圆通速递,图书文具,零担,4641kg,13.16m³,6333元,717元,2025-06-17 14:03,2025-06-17 14:03,2025-06-17 14:03,2025-06-17 14:03,运输中,赵秀英,1096km,鼓楼网点,朝阳网点,金额异常,低,上海区
WLYD6669115,南京浦东新区,杭州余杭区,赵伟,EMP_046,杨明货运公司,顺丰速运,化工原料,整车,21kg,12.43m³,5839元,4749元,2025-06-06 13:13,2025-06-06 13:13,2025-06-06 13:13,2025-06-06 13:13,运输中,陈秀英,813km,朝阳网点,武林网点,重量异常,高,上海区
WLYD7889211,深圳南山区,北京朝阳区,周芳,EMP_052,陈华物流公司,圆通速递,化工原料,零担,4668kg,14.94m³,5734元,4722元,2025-06-16 11:35,2025-06-16 11:35,2025-06-16 11:35,2025-06-16 11:35,已退回,刘秀英,1718km,鼓楼网点,余杭网点,地址错误,中,上海区
WLYD6235182,杭州鼓楼区,杭州南山区,黄秀英,EMP_044,王静贸易公司,德邦物流,食品生鲜,合同物流,259kg,16.64m³,6868元,1375元,2025-06-19 09:09,2025-06-19 09:09,2025-06-19 09:09,2025-06-19 09:09,已签收,李秀英,1223km,鼓楼网点,西湖网点,金额异常,高,浙北区
WLYD1949982,北京朝阳区,北京天河区,李强,EMP_030,李刚物流公司,韵达速运,五金工具,快递,3785kg,8.72m³,2816元,1538元,2025-06-16 13:01,2025-06-16 13:01,2025-06-16 13:01,2025-06-16 13:01,运输中,陈秀英,1082km,西湖网点,南山网点,重量异常,低,北京区
WLYD2171726,杭州天河区,南京朝阳区,赵伟,EMP_054,周涛货运公司,圆通速递,家具家电,跨境电商,2462kg,11.60m³,8958元,1659元,2025-06-06 14:48,2025-06-06 14:48,2025-06-06 14:48,2025-06-06 14:48,运输中,杨秀英,1261km,余杭网点,朝阳网点,货物损坏,中,浙北区
WLYD5426848,北京浦东新区,南京浦东新区,周芳,EMP_050,李刚物流公司,顺丰速运,家具家电,整车,4306kg,10.91m³,1830元,7911元,2025-06-13 10:45,2025-06-13 10:45,2025-06-13 10:45,2025-06-13 10:45,派送中,张秀英,2803km,南山网点,南山网点,地址错误,中,北京区
WLYD9393814,杭州浦东新区,深圳鼓楼区,吴磊,EMP_042,黄强运输公司,中通快递,五金工具,整车,3044kg,17.76m³,8661元,1051元,2025-06-10 13:00,2025-06-10 13:00,2025-06-10 13:00,2025-06-10 13:00,运输中,杨秀英,1563km,南山网点,余杭网点,金额异常,中,浙北区
WLYD5105557,杭州朝阳区,武汉天河区,周芳,EMP_031,陈华物流公司,极兔速递,电子产品,跨境电商,3413kg,19.29m³,6072元,986元,2025-06-28 17:31,2025-06-28 17:31,2025-06-28 17:31,2025-06-28 17:31,已退回,刘秀英,2259km,鼓楼网点,武林网点,货物损坏,高,浙北区
WLYD4363914,杭州鼓楼区,成都朝阳区,黄秀英,EMP_043,杨明货运公司,极兔速递,食品生鲜,零担,3331kg,1.83m³,1579元,6499元,2025-06-11 17:54,2025-06-11 17:54,2025-06-11 17:54,2025-06-11 17:54,派送中,赵秀英,1773km,浦东网点,西湖网点,货物损坏,中,浙北区
WLYD3053901,广州天河区,上海南山区,赵伟,EMP_055,杨丽贸易公司,申通快递,服装鞋帽,整车,4218kg,13.52m³,5784元,1239元,2025-06-11 09:50,2025-06-11 09:50,2025-06-11 09:50,2025-06-11 09:50,运输中,黄秀英,960km,朝阳网点,南山网点,重复下单,低,上海区
WLYD1273169,深圳浦东新区,上海南山区,吴磊,EMP_052,李刚物流公司,中通快递,家具家电,零担,1534kg,19.41m³,5150元,1236元,2025-06-23 13:59,2025-06-23 13:59,2025-06-23 13:59,2025-06-23 13:59,异常,赵秀英,2656km,天河网点,武林网点,地址错误,中,上海区
WLYD2887396,北京鼓楼区,南京南山区,周芳,EMP_046,王静贸易公司,顺丰速运,化工原料,跨境电商,3836kg,19.77m³,1741元,4131元,2025-06-12 16:28,2025-06-12 16:28,2025-06-12 16:28,2025-06-12 16:28,派送中,张秀英,2848km,天河网点,南山网点,重量异常,高,北京区
WLYD8823450,杭州朝阳区,南京天河区,吴磊,EMP_039,赵磊物流公司,申通快递,家具家电,冷链物流,604kg,3.7m³,7419元,4469元,2025-06-18 18:37,2025-06-18 18:37,2025-06-18 18:37,2025-06-18 18:37,已退回,杨秀英,2224km,鼓楼网点,武林网点,地址错误,低,浙北区
WLYD5251452,南京天河区,南京余杭区,王娜,EMP_053,刘洋运输公司,韵达速运,家具家电,零担,1175kg,18.7m³,9561元,4890元,2025-06-17 18:25,2025-06-17 18:25,2025-06-17 18:25,2025-06-17 18:25,运输中,杨秀英,1217km,南山网点,余杭网点,货物损坏,中,上海区
WLYD8709586,杭州余杭区,杭州浦东新区,周芳,EMP_039,杨丽贸易公司,韵达速运,家具家电,跨境电商,407kg,1.82m³,4387元,4607元,2025-06-07 15:53,2025-06-07 15:53,2025-06-07 15:53,2025-06-07 15:53,已退回,李秀英,2071km,鼓楼网点,天河网点,地址错误,高,浙北区
WLYD8965884,深圳鼓楼区,上海朝阳区,陈静,EMP_056,李刚物流公司,韵达速运,食品生鲜,冷链物流,4624kg,15.48m³,7000元,2303元,2025-06-09 14:29,2025-06-09 14:29,2025-06-09 14:29,2025-06-09 14:29,运输中,陈秀英,2615km,天河网点,余杭网点,货物损坏,高,上海区
WLYD2613431,广州鼓楼区,深圳余杭区,刘芳,EMP_040,陈华物流公司,圆通速递,服装鞋帽,快递,3574kg,8.36m³,3960元,399元,2025-06-04 10:02,2025-06-04 10:02,2025-06-04 10:02,2025-06-04 10:02,运输中,王秀英,172km,南山网点,西湖网点,超时派送,低,上海区
WLYD9240834,杭州浦东新区,上海余杭区,王娜,EMP_035,周涛货运公司,顺丰速运,食品生鲜,合同物流,1649kg,16.18m³,9171元,2351元,2025-06-05 13:47,2025-06-05 13:47,2025-06-05 13:47,2025-06-05 13:47,异常,杨秀英,298km,天河网点,南山网点,虚假签收,中,浙北区
WLYD5456742,北京朝阳区,杭州南山区,吴磊,EMP_045,周涛货运公司,申通快递,图书文具,快递,3810kg,10.50m³,9700元,837元,2025-06-20 17:15,2025-06-20 17:15,2025-06-20 17:15,2025-06-20 17:15,已签收,赵秀英,788km,天河网点,余杭网点,超时派送,中,北京区
WLYD2674023,北京朝阳区,西安鼓楼区,吴磊,EMP_046,王静贸易公司,极兔速递,家具家电,快递,2276kg,5.20m³,9236元,5090元,2025-06-09 14:17,2025-06-09 14:17,2025-06-09 14:17,2025-06-09 14:17,运输中,陈秀英,2364km,天河网点,余杭网点,超时派送,中,北京区
WLYD2670526,上海南山区,杭州朝阳区,赵伟,EMP_049,周涛货运公司,韵达速运,食品生鲜,整车,3474kg,3.15m³,7177元,3854元,2025-06-20 09:29,2025-06-20 09:29,2025-06-20 09:29,2025-06-20 09:29,异常,王秀英,2678km,余杭网点,南山网点,虚假签收,高,上海区
WLYD4555755,南京朝阳区,西安浦东新区,黄秀英,EMP_053,刘洋运输公司,圆通速递,食品生鲜,零担,1686kg,12.53m³,6470元,6720元,2025-06-07 17:33,2025-06-07 17:33,2025-06-07 17:33,2025-06-07 17:33,已退回,王秀英,1107km,余杭网点,朝阳网点,重量异常,低,上海区
WLYD9444997,杭州浦东新区,武汉浦东新区,陈静,EMP_045,李刚物流公司,极兔速递,服装鞋帽,零担,4620kg,5.43m³,3441元,3474元,2025-06-04 08:58,2025-06-04 08:58,2025-06-04 08:58,2025-06-04 08:58,运输中,杨秀英,166km,西湖网点,南山网点,虚假签收,低,浙北区
WLYD8478201,南京朝阳区,成都南山区,杨磊,EMP_042,张伟货运公司,圆通速递,家具家电,合同物流,928kg,17.76m³,6359元,6384元,2025-06-06 16:49,2025-06-06 16:49,2025-06-06 16:49,2025-06-06 16:49,派送中,张秀英,949km,余杭网点,天河网点,超时派送,中,上海区
WLYD6347743,南京鼓楼区,杭州南山区,王娜,EMP_042,杨明货运公司,韵达速运,电子产品,合同物流,4828kg,3.36m³,207元,1939元,2025-06-05 14:43,2025-06-05 14:43,2025-06-05 14:43,2025-06-05 14:43,已签收,张秀英,2480km,浦东网点,西湖网点,虚假签收,高,上海区
WLYD1131773,北京浦东新区,杭州浦东新区,黄秀英,EMP_054,杨丽贸易公司,极兔速递,服装鞋帽,整车,2911kg,12.63m³,5493元,2394元,2025-06-14 08:22,2025-06-14 08:22,2025-06-14 08:22,2025-06-14 08:22,异常,张秀英,331km,南山网点,鼓楼网点,虚假签收,高,北京区
WLYD3265626,深圳浦东新区,武汉鼓楼区,刘芳,EMP_042,刘洋运输公司,极兔速递,化工原料,快递,797kg,8.75m³,6049元,1129元,2025-06-14 08:59,2025-06-14 08:59,2025-06-14 08:59,2025-06-14 08:59,已退回,刘秀英,283km,天河网点,西湖网点,地址错误,中,上海区
WLYD6433107,北京浦东新区,重庆鼓楼区,刘芳,EMP_034,赵磊物流公司,极兔速递,食品生鲜,合同物流,3432kg,17.19m³,1329元,6061元,2025-06-09 18:58,2025-06-09 18:58,2025-06-09 18:58,2025-06-09 18:58,已签收,赵秀英,2482km,鼓楼网点,鼓楼网点,重复下单,低,北京区
WLYD2984351,北京天河区,西安浦东新区,吴磊,EMP_041,赵磊物流公司,德邦物流,服装鞋帽,合同物流,2159kg,16.31m³,4809元,2897元,2025-06-26 09:53,2025-06-26 09:53,2025-06-26 09:53,2025-06-26 09:53,已签收,李秀英,2431km,西湖网点,余杭网点,超时派送,中,北京区
WLYD7142469,上海朝阳区,成都天河区,杨磊,EMP_040,王静贸易公司,顺丰速运,电子产品,零担,1824kg,2.72m³,6834元,7612元,2025-06-05 08:52,2025-06-05 08:52,2025-06-05 08:52,2025-06-05 08:52,运输中,赵秀英,1058km,浦东网点,武林网点,金额异常,中,上海区
WLYD3542712,南京朝阳区,西安鼓楼区,张伟,EMP_031,杨明货运公司,中通快递,家具家电,整车,3676kg,4.66m³,3713元,804元,2025-06-24 15:26,2025-06-24 15:26,2025-06-24 15:26,2025-06-24 15:26,已签收,黄秀英,1701km,余杭网点,西湖网点,超时派送,中,上海区
WLYD5968654,杭州朝阳区,武汉鼓楼区,李强,EMP_058,王静贸易公司,德邦物流,图书文具,冷链物流,212kg,12.10m³,7998元,1928元,2025-06-14 15:49,2025-06-14 15:49,2025-06-14 15:49,2025-06-14 15:49,派送中,赵秀英,2638km,朝阳网点,武林网点,虚假签收,中,浙北区
WLYD6208765,深圳浦东新区,南京余杭区,李强,EMP_047,李刚物流公司,申通快递,电子产品,跨境电商,4992kg,19.57m³,3349元,2469元,2025-06-07 18:49,2025-06-07 18:49,2025-06-07 18:49,2025-06-07 18:49,异常,黄秀英,1068km,鼓楼网点,鼓楼网点,地址错误,低,上海区
WLYD2620095,上海余杭区,成都浦东新区,吴磊,EMP_039,张伟货运公司,极兔速递,图书文具,零担,4678kg,14.79m³,7639元,4236元,2025-06-18 18:02,2025-06-18 18:02,2025-06-18 18:02,2025-06-18 18:02,已签收,王秀英,1525km,浦东网点,余杭网点,虚假签收,高,上海区
WLYD7647100,深圳朝阳区,西安余杭区,李强,EMP_048,杨丽贸易公司,顺丰速运,图书文具,快递,4710kg,20.59m³,4789元,5832元,2025-06-19 18:47,2025-06-19 18:47,2025-06-19 18:47,2025-06-19 18:47,异常,陈秀英,1174km,余杭网点,武林网点,货物损坏,高,上海区
WLYD9114404,深圳南山区,北京朝阳区,王娜,EMP_040,赵磊物流公司,顺丰速运,服装鞋帽,零担,2441kg,20.82m³,9290元,6279元,2025-06-07 08:05,2025-06-07 08:05,2025-06-07 08:05,2025-06-07 08:05,已签收,陈秀英,666km,南山网点,南山网点,重复下单,高,上海区
WLYD2046994,南京朝阳区,北京南山区,杨磊,EMP_033,王静贸易公司,韵达速运,食品生鲜,冷链物流,796kg,13.29m³,1770元,4487元,2025-06-11 14:47,2025-06-11 14:47,2025-06-11 14:47,2025-06-11 14:47,异常,王秀英,435km,鼓楼网点,西湖网点,货物损坏,高,上海区
WLYD1087773,北京浦东新区,上海浦东新区,王娜,EMP_036,赵磊物流公司,德邦物流,家具家电,零担,2522kg,8.0m³,3515元,4907元,2025-06-10 17:11,2025-06-10 17:11,2025-06-10 17:11,2025-06-10 17:11,派送中,黄秀英,2501km,南山网点,鼓楼网点,地址错误,中,北京区
WLYD1537936,上海浦东新区,成都浦东新区,刘芳,EMP_048,王静贸易公司,韵达速运,食品生鲜,跨境电商,4994kg,7.78m³,3923元,1607元,2025-06-22 08:21,2025-06-22 08:21,2025-06-22 08:21,2025-06-22 08:21,运输中,杨秀英,1197km,武林网点,天河网点,金额异常,低,上海区
WLYD4263999,深圳鼓楼区,北京天河区,李强,EMP_041,李刚物流公司,顺丰速运,五金工具,整车,1986kg,1.19m³,4984元,6177元,2025-06-13 08:09,2025-06-13 08:09,2025-06-13 08:09,2025-06-13 08:09,已签收,张秀英,1287km,西湖网点,余杭网点,超时派送,中,上海区
