运单号,发货地,收货地,揽收人,揽收人ID,客户名称,供应商名称,货物类型,产品类型,重量,体积,运费金额,结算金额,发货时间,揽收时间,派件时间,签收时间,运单状态,对账人,公里数,发货网点,收货网点,异常类型,风险等级,region
WLYD1482492,深圳浦东新区,北京余杭区,王娜,EMP_054,周涛货运公司,顺丰速运,服装鞋帽,整车,1830kg,7.8m³,1833元,3807元,2025-11-08 09:41,2025-11-08 09:41,2025-11-08 09:41,2025-11-08 09:41,运输中,赵秀英,372km,浦东网点,浦东网点,重复下单,高,
WLYD6352452,北京南山区,南京南山区,李强,EMP_037,赵磊物流公司,韵达速运,食品生鲜,整车,1833kg,2.85m³,4555元,1472元,2025-11-15 17:04,2025-11-15 17:04,2025-11-15 17:04,2025-11-15 17:04,已签收,陈秀英,2294km,朝阳网点,天河网点,货物损坏,低,北京区
WLYD2390059,北京浦东新区,广州浦东新区,王娜,EMP_040,赵磊物流公司,极兔速递,五金工具,零担,2978kg,8.0m³,1595元,3970元,2025-11-02 17:53,2025-11-02 17:53,2025-11-02 17:53,2025-11-02 17:53,运输中,陈秀英,1894km,余杭网点,南山网点,货物损坏,高,北京区
WLYD5379824,上海浦东新区,重庆朝阳区,张伟,EMP_046,黄强运输公司,中通快递,五金工具,零担,661kg,18.99m³,8312元,458元,2025-11-07 19:00,2025-11-07 19:00,2025-11-07 19:00,2025-11-07 19:00,异常,陈秀英,1210km,西湖网点,南山网点,金额异常,低,上海区
WLYD5837172,北京南山区,西安浦东新区,张伟,EMP_052,杨明货运公司,圆通速递,电子产品,零担,2709kg,5.79m³,3082元,7871元,2025-11-16 20:10,2025-11-16 20:10,2025-11-16 20:10,2025-11-16 20:10,已退回,王秀英,850km,鼓楼网点,南山网点,重复下单,中,北京区
WLYD1602153,北京朝阳区,深圳南山区,张伟,EMP_030,李刚物流公司,极兔速递,化工原料,整车,1134kg,13.27m³,7765元,7301元,2025-11-17 13:02,2025-11-17 13:02,2025-11-17 13:02,2025-11-17 13:02,已签收,杨秀英,1956km,武林网点,南山网点,重复下单,低,北京区
WLYD7274866,南京余杭区,成都朝阳区,赵伟,EMP_044,杨明货运公司,申通快递,家具家电,整车,3914kg,19.65m³,6627元,4254元,2025-11-02 14:31,2025-11-02 14:31,2025-11-02 14:31,2025-11-02 14:31,已签收,王秀英,497km,西湖网点,南山网点,虚假签收,中,
WLYD3508095,北京鼓楼区,西安鼓楼区,李强,EMP_039,李刚物流公司,圆通速递,五金工具,快递,4508kg,4.34m³,1918元,3257元,2025-11-24 12:30,2025-11-24 12:30,2025-11-24 12:30,2025-11-24 12:30,异常,陈秀英,1155km,南山网点,鼓楼网点,虚假签收,中,北京区
WLYD1321643,深圳浦东新区,上海朝阳区,王娜,EMP_049,杨明货运公司,顺丰速运,家具家电,零担,1788kg,13.87m³,6683元,743元,2025-11-12 17:16,2025-11-12 17:16,2025-11-12 17:16,2025-11-12 17:16,已签收,张秀英,1070km,余杭网点,武林网点,地址错误,中,
WLYD7593184,深圳朝阳区,武汉余杭区,赵伟,EMP_037,刘洋运输公司,德邦物流,家具家电,零担,456kg,7.15m³,7804元,224元,2025-11-02 13:17,2025-11-02 13:17,2025-11-02 13:17,2025-11-02 13:17,异常,张秀英,116km,余杭网点,鼓楼网点,货物损坏,低,
WLYD2045609,南京浦东新区,西安余杭区,李强,EMP_054,黄强运输公司,韵达速运,家具家电,合同物流,3770kg,2.17m³,7469元,1937元,2025-11-21 09:14,2025-11-21 09:14,2025-11-21 09:14,2025-11-21 09:14,已签收,张秀英,621km,浦东网点,天河网点,重量异常,高,
WLYD4982880,南京朝阳区,武汉余杭区,刘芳,EMP_038,杨明货运公司,申通快递,电子产品,整车,4866kg,16.1m³,6794元,3613元,2025-11-24 20:24,2025-11-24 20:24,2025-11-24 20:24,2025-11-24 20:24,运输中,黄秀英,1820km,西湖网点,南山网点,虚假签收,低,
WLYD2015389,南京浦东新区,上海余杭区,刘芳,EMP_056,李刚物流公司,韵达速运,电子产品,整车,1302kg,6.73m³,7652元,6819元,2025-11-05 20:37,2025-11-05 20:37,2025-11-05 20:37,2025-11-05 20:37,运输中,王秀英,1914km,天河网点,余杭网点,超时派送,中,
WLYD7925363,广州浦东新区,成都余杭区,王娜,EMP_042,杨明货运公司,申通快递,电子产品,冷链物流,4656kg,14.45m³,2165元,6959元,2025-11-23 12:02,2025-11-23 12:02,2025-11-23 12:02,2025-11-23 12:02,异常,杨秀英,2737km,朝阳网点,浦东网点,金额异常,低,
WLYD3191212,深圳朝阳区,北京余杭区,刘芳,EMP_035,陈华物流公司,韵达速运,服装鞋帽,冷链物流,3008kg,8.49m³,4692元,4042元,2025-11-20 18:20,2025-11-20 18:20,2025-11-20 18:20,2025-11-20 18:20,运输中,李秀英,1688km,浦东网点,鼓楼网点,货物损坏,低,
WLYD1492736,广州余杭区,南京鼓楼区,黄秀英,EMP_042,杨丽贸易公司,顺丰速运,家具家电,跨境电商,2997kg,20.60m³,2946元,1579元,2025-11-07 17:46,2025-11-07 17:46,2025-11-07 17:46,2025-11-07 17:46,已签收,刘秀英,1692km,余杭网点,南山网点,金额异常,低,
WLYD5051195,上海余杭区,武汉鼓楼区,赵伟,EMP_045,李刚物流公司,中通快递,化工原料,冷链物流,1509kg,20.36m³,6400元,7269元,2025-11-27 15:59,2025-11-27 15:59,2025-11-27 15:59,2025-11-27 15:59,派送中,刘秀英,483km,余杭网点,南山网点,重复下单,中,上海区
WLYD6861135,北京朝阳区,西安鼓楼区,刘芳,EMP_040,杨明货运公司,极兔速递,家具家电,零担,3924kg,18.87m³,556元,6416元,2025-11-01 15:38,2025-11-01 15:38,2025-11-01 15:38,2025-11-01 15:38,异常,陈秀英,2204km,浦东网点,余杭网点,超时派送,中,北京区
WLYD8054183,北京南山区,北京朝阳区,赵伟,EMP_050,李刚物流公司,申通快递,图书文具,合同物流,1281kg,17.70m³,7900元,2822元,2025-11-09 19:59,2025-11-09 19:59,2025-11-09 19:59,2025-11-09 19:59,派送中,黄秀英,1701km,余杭网点,武林网点,金额异常,高,北京区
WLYD9938951,上海朝阳区,杭州鼓楼区,周芳,EMP_032,王静贸易公司,中通快递,图书文具,冷链物流,1851kg,1.60m³,3421元,7580元,2025-11-03 19:06,2025-11-03 19:06,2025-11-03 19:06,2025-11-03 19:06,异常,王秀英,1225km,西湖网点,鼓楼网点,重量异常,高,上海区
WLYD3905739,北京南山区,南京南山区,张伟,EMP_044,黄强运输公司,申通快递,化工原料,零担,587kg,5.40m³,9163元,280元,2025-11-07 20:09,2025-11-07 20:09,2025-11-07 20:09,2025-11-07 20:09,运输中,陈秀英,2988km,朝阳网点,西湖网点,超时派送,中,北京区
WLYD4311629,深圳鼓楼区,重庆鼓楼区,张伟,EMP_030,杨丽贸易公司,顺丰速运,电子产品,跨境电商,4534kg,5.52m³,9336元,2658元,2025-11-14 18:08,2025-11-14 18:08,2025-11-14 18:08,2025-11-14 18:08,已退回,杨秀英,2850km,鼓楼网点,武林网点,虚假签收,低,
WLYD9691210,广州浦东新区,上海朝阳区,陈静,EMP_042,杨明货运公司,极兔速递,化工原料,零担,4647kg,14.7m³,3461元,1107元,2025-11-16 15:33,2025-11-16 15:33,2025-11-16 15:33,2025-11-16 15:33,运输中,杨秀英,2077km,朝阳网点,浦东网点,重量异常,低,
WLYD7349531,深圳朝阳区,成都朝阳区,吴磊,EMP_058,赵磊物流公司,申通快递,食品生鲜,冷链物流,676kg,4.64m³,4526元,7454元,2025-11-08 09:54,2025-11-08 09:54,2025-11-08 09:54,2025-11-08 09:54,派送中,张秀英,382km,余杭网点,武林网点,虚假签收,高,
WLYD3356816,北京鼓楼区,成都鼓楼区,李强,EMP_031,赵磊物流公司,圆通速递,家具家电,零担,4533kg,11.71m³,4362元,2175元,2025-11-10 16:52,2025-11-10 16:52,2025-11-10 16:52,2025-11-10 16:52,派送中,陈秀英,1660km,武林网点,鼓楼网点,重复下单,低,北京区
WLYD4088255,杭州余杭区,北京余杭区,陈静,EMP_031,李刚物流公司,极兔速递,家具家电,跨境电商,1000kg,4.29m³,113元,4361元,2025-11-15 16:27,2025-11-15 16:27,2025-11-15 16:27,2025-11-15 16:27,运输中,陈秀英,2852km,鼓楼网点,余杭网点,重复下单,中,浙北区
WLYD5385779,深圳南山区,上海鼓楼区,吴磊,EMP_038,杨明货运公司,圆通速递,化工原料,冷链物流,2486kg,12.46m³,9548元,607元,2025-11-17 13:03,2025-11-17 13:03,2025-11-17 13:03,2025-11-17 13:03,已退回,杨秀英,969km,天河网点,西湖网点,重复下单,高,
WLYD6762028,北京天河区,深圳浦东新区,黄秀英,EMP_047,刘洋运输公司,极兔速递,图书文具,零担,3617kg,7.23m³,6373元,256元,2025-11-13 10:56,2025-11-13 10:56,2025-11-13 10:56,2025-11-13 10:56,运输中,杨秀英,1978km,天河网点,南山网点,虚假签收,中,北京区
WLYD7214386,北京南山区,南京天河区,李强,EMP_051,周涛货运公司,中通快递,五金工具,合同物流,3887kg,18.85m³,5515元,371元,2025-11-07 19:08,2025-11-07 19:08,2025-11-07 19:08,2025-11-07 19:08,异常,杨秀英,2266km,鼓楼网点,浦东网点,虚假签收,中,北京区
WLYD1484791,广州鼓楼区,杭州南山区,赵伟,EMP_042,刘洋运输公司,韵达速运,电子产品,整车,4336kg,11.40m³,2996元,6439元,2025-11-02 12:43,2025-11-02 12:43,2025-11-02 12:43,2025-11-02 12:43,运输中,赵秀英,2259km,南山网点,南山网点,重量异常,高,
WLYD2627575,杭州天河区,武汉天河区,杨磊,EMP_048,王静贸易公司,韵达速运,家具家电,整车,3476kg,19.75m³,2526元,6021元,2025-11-09 16:14,2025-11-09 16:14,2025-11-09 16:14,2025-11-09 16:14,已签收,王秀英,1212km,西湖网点,南山网点,货物损坏,高,浙北区
WLYD2852117,深圳天河区,广州余杭区,王娜,EMP_048,刘洋运输公司,中通快递,食品生鲜,跨境电商,2070kg,3.59m³,7888元,5649元,2025-11-26 17:38,2025-11-26 17:38,2025-11-26 17:38,2025-11-26 17:38,已退回,李秀英,1182km,天河网点,朝阳网点,重量异常,中,
WLYD5292322,上海鼓楼区,上海余杭区,李强,EMP_048,李刚物流公司,顺丰速运,图书文具,零担,1877kg,11.48m³,7158元,2554元,2025-11-15 19:05,2025-11-15 19:05,2025-11-15 19:05,2025-11-15 19:05,已退回,刘秀英,1593km,鼓楼网点,西湖网点,货物损坏,低,上海区
WLYD5212085,深圳浦东新区,杭州鼓楼区,刘芳,EMP_039,赵磊物流公司,德邦物流,食品生鲜,跨境电商,4409kg,9.58m³,4154元,3792元,2025-11-21 14:02,2025-11-21 14:02,2025-11-21 14:02,2025-11-21 14:02,异常,李秀英,347km,南山网点,朝阳网点,地址错误,中,
WLYD8107006,杭州朝阳区,深圳鼓楼区,陈静,EMP_044,杨丽贸易公司,中通快递,家具家电,冷链物流,1124kg,4.31m³,1000元,1433元,2025-11-12 09:47,2025-11-12 09:47,2025-11-12 09:47,2025-11-12 09:47,已退回,李秀英,1449km,武林网点,天河网点,货物损坏,高,浙北区
WLYD8107653,北京鼓楼区,广州余杭区,赵伟,EMP_038,刘洋运输公司,德邦物流,服装鞋帽,冷链物流,1673kg,7.13m³,576元,4885元,2025-11-03 12:07,2025-11-03 12:07,2025-11-03 12:07,2025-11-03 12:07,异常,赵秀英,1430km,余杭网点,朝阳网点,超时派送,高,北京区
WLYD3399011,广州南山区,西安天河区,赵伟,EMP_051,杨明货运公司,中通快递,图书文具,整车,4007kg,12.3m³,9873元,6862元,2025-11-22 19:20,2025-11-22 19:20,2025-11-22 19:20,2025-11-22 19:20,异常,赵秀英,612km,余杭网点,西湖网点,虚假签收,低,
WLYD3667318,上海鼓楼区,上海鼓楼区,周芳,EMP_045,陈华物流公司,申通快递,图书文具,快递,4051kg,15.68m³,4629元,3792元,2025-11-10 18:45,2025-11-10 18:45,2025-11-10 18:45,2025-11-10 18:45,运输中,李秀英,1617km,南山网点,南山网点,超时派送,中,上海区
WLYD6739568,北京南山区,杭州浦东新区,李强,EMP_051,王静贸易公司,申通快递,图书文具,零担,1629kg,7.14m³,9802元,4365元,2025-11-02 15:11,2025-11-02 15:11,2025-11-02 15:11,2025-11-02 15:11,派送中,陈秀英,1338km,浦东网点,余杭网点,重复下单,高,北京区
WLYD9650454,南京天河区,广州余杭区,周芳,EMP_057,杨明货运公司,顺丰速运,五金工具,合同物流,4875kg,19.71m³,6610元,6629元,2025-11-08 10:20,2025-11-08 10:20,2025-11-08 10:20,2025-11-08 10:20,异常,陈秀英,2881km,西湖网点,武林网点,超时派送,低,
WLYD3252649,北京鼓楼区,武汉朝阳区,杨磊,EMP_058,黄强运输公司,圆通速递,电子产品,冷链物流,3143kg,5.20m³,2888元,6305元,2025-11-17 12:40,2025-11-17 12:40,2025-11-17 12:40,2025-11-17 12:40,异常,刘秀英,1655km,天河网点,鼓楼网点,虚假签收,高,北京区
WLYD2794499,杭州鼓楼区,西安鼓楼区,刘芳,EMP_034,黄强运输公司,中通快递,食品生鲜,跨境电商,1408kg,20.5m³,5025元,1351元,2025-11-02 13:51,2025-11-02 13:51,2025-11-02 13:51,2025-11-02 13:51,运输中,黄秀英,1759km,天河网点,鼓楼网点,重复下单,中,浙北区
WLYD3468314,南京朝阳区,北京浦东新区,陈静,EMP_049,杨丽贸易公司,极兔速递,服装鞋帽,合同物流,3675kg,8.70m³,4411元,4139元,2025-11-05 17:36,2025-11-05 17:36,2025-11-05 17:36,2025-11-05 17:36,异常,张秀英,2268km,南山网点,西湖网点,虚假签收,中,
WLYD5123650,深圳朝阳区,深圳鼓楼区,赵伟,EMP_032,张伟货运公司,极兔速递,家具家电,合同物流,4729kg,4.63m³,8829元,6999元,2025-11-17 15:31,2025-11-17 15:31,2025-11-17 15:31,2025-11-17 15:31,派送中,刘秀英,428km,余杭网点,西湖网点,地址错误,低,
WLYD8978164,杭州天河区,深圳余杭区,赵伟,EMP_042,周涛货运公司,中通快递,图书文具,冷链物流,3336kg,13.25m³,4627元,6981元,2025-11-12 16:47,2025-11-12 16:47,2025-11-12 16:47,2025-11-12 16:47,已退回,张秀英,2522km,天河网点,鼓楼网点,超时派送,低,浙北区
WLYD9722107,广州鼓楼区,上海余杭区,刘芳,EMP_030,黄强运输公司,韵达速运,电子产品,零担,3090kg,18.53m³,8086元,2975元,2025-11-06 16:53,2025-11-06 16:53,2025-11-06 16:53,2025-11-06 16:53,已签收,陈秀英,766km,南山网点,天河网点,地址错误,高,
WLYD4064124,深圳南山区,西安鼓楼区,杨磊,EMP_038,刘洋运输公司,德邦物流,服装鞋帽,跨境电商,4593kg,14.92m³,7019元,914元,2025-11-09 14:19,2025-11-09 14:19,2025-11-09 14:19,2025-11-09 14:19,派送中,赵秀英,296km,西湖网点,鼓楼网点,重复下单,低,
WLYD3123711,上海南山区,武汉浦东新区,陈静,EMP_059,杨明货运公司,韵达速运,五金工具,整车,766kg,15.53m³,9909元,1271元,2025-11-06 14:11,2025-11-06 14:11,2025-11-06 14:11,2025-11-06 14:11,运输中,李秀英,1497km,天河网点,天河网点,地址错误,高,上海区
WLYD5683928,深圳南山区,杭州天河区,周芳,EMP_053,杨丽贸易公司,中通快递,五金工具,合同物流,587kg,11.96m³,1309元,2125元,2025-11-05 11:58,2025-11-05 11:58,2025-11-05 11:58,2025-11-05 11:58,异常,刘秀英,2183km,南山网点,武林网点,超时派送,高,
WLYD7598746,上海南山区,武汉朝阳区,刘芳,EMP_032,赵磊物流公司,极兔速递,化工原料,整车,569kg,5.41m³,1364元,1147元,2025-11-25 08:26,2025-11-25 08:26,2025-11-25 08:26,2025-11-25 08:26,运输中,陈秀英,2188km,南山网点,余杭网点,超时派送,高,上海区
WLYD4226298,南京鼓楼区,重庆余杭区,王娜,EMP_048,黄强运输公司,韵达速运,五金工具,冷链物流,1776kg,14.78m³,8943元,1296元,2025-11-25 12:49,2025-11-25 12:49,2025-11-25 12:49,2025-11-25 12:49,已签收,李秀英,2011km,浦东网点,浦东网点,金额异常,高,
WLYD2804294,北京南山区,上海南山区,陈静,EMP_043,杨明货运公司,中通快递,食品生鲜,跨境电商,3493kg,19.62m³,8775元,442元,2025-11-07 10:42,2025-11-07 10:42,2025-11-07 10:42,2025-11-07 10:42,异常,张秀英,1548km,朝阳网点,余杭网点,重量异常,低,北京区
WLYD5361520,杭州南山区,武汉鼓楼区,周芳,EMP_057,杨明货运公司,圆通速递,化工原料,零担,3816kg,1.75m³,9263元,5842元,2025-11-22 13:08,2025-11-22 13:08,2025-11-22 13:08,2025-11-22 13:08,运输中,黄秀英,1249km,天河网点,南山网点,重复下单,中,浙北区
WLYD8694255,南京南山区,深圳鼓楼区,吴磊,EMP_042,张伟货运公司,顺丰速运,家具家电,合同物流,3950kg,8.45m³,4707元,7345元,2025-11-11 16:06,2025-11-11 16:06,2025-11-11 16:06,2025-11-11 16:06,异常,陈秀英,352km,鼓楼网点,鼓楼网点,重量异常,中,
WLYD3558552,北京南山区,武汉天河区,赵伟,EMP_053,李刚物流公司,极兔速递,图书文具,快递,3636kg,17.89m³,9134元,7772元,2025-11-11 18:21,2025-11-11 18:21,2025-11-11 18:21,2025-11-11 18:21,运输中,刘秀英,2468km,武林网点,武林网点,虚假签收,中,北京区
WLYD8258838,南京南山区,深圳朝阳区,杨磊,EMP_057,刘洋运输公司,顺丰速运,食品生鲜,合同物流,1202kg,20.74m³,9043元,7224元,2025-11-05 16:54,2025-11-05 16:54,2025-11-05 16:54,2025-11-05 16:54,已退回,杨秀英,694km,武林网点,西湖网点,金额异常,低,
WLYD1970449,南京南山区,上海南山区,刘芳,EMP_047,周涛货运公司,圆通速递,图书文具,快递,1553kg,6.59m³,9878元,5666元,2025-11-16 12:38,2025-11-16 12:38,2025-11-16 12:38,2025-11-16 12:38,已退回,陈秀英,2852km,南山网点,西湖网点,超时派送,高,
WLYD4590114,深圳浦东新区,南京余杭区,周芳,EMP_031,杨丽贸易公司,韵达速运,图书文具,快递,873kg,14.85m³,1580元,2507元,2025-11-17 09:52,2025-11-17 09:52,2025-11-17 09:52,2025-11-17 09:52,异常,陈秀英,319km,武林网点,浦东网点,重复下单,高,
WLYD2182245,杭州南山区,广州南山区,黄秀英,EMP_046,杨丽贸易公司,德邦物流,图书文具,快递,1547kg,11.16m³,382元,1188元,2025-11-25 13:03,2025-11-25 13:03,2025-11-25 13:03,2025-11-25 13:03,运输中,赵秀英,804km,西湖网点,余杭网点,虚假签收,高,浙北区
WLYD2082593,广州鼓楼区,成都鼓楼区,陈静,EMP_031,刘洋运输公司,申通快递,服装鞋帽,快递,288kg,10.86m³,1492元,4763元,2025-11-10 20:11,2025-11-10 20:11,2025-11-10 20:11,2025-11-10 20:11,已签收,赵秀英,849km,余杭网点,南山网点,地址错误,高,
WLYD8570878,上海鼓楼区,广州余杭区,刘芳,EMP_058,杨明货运公司,圆通速递,电子产品,跨境电商,1730kg,4.12m³,7230元,240元,2025-11-16 15:02,2025-11-16 15:02,2025-11-16 15:02,2025-11-16 15:02,异常,刘秀英,2130km,朝阳网点,鼓楼网点,地址错误,低,上海区
WLYD9260958,杭州浦东新区,广州南山区,王娜,EMP_030,赵磊物流公司,圆通速递,图书文具,零担,2638kg,13.10m³,3272元,1978元,2025-11-16 13:32,2025-11-16 13:32,2025-11-16 13:32,2025-11-16 13:32,派送中,刘秀英,269km,西湖网点,朝阳网点,重复下单,低,浙北区
WLYD2447272,上海浦东新区,武汉鼓楼区,杨磊,EMP_030,杨丽贸易公司,极兔速递,电子产品,跨境电商,2373kg,6.20m³,1051元,5813元,2025-11-22 09:32,2025-11-22 09:32,2025-11-22 09:32,2025-11-22 09:32,已签收,张秀英,2675km,西湖网点,武林网点,重复下单,中,上海区
WLYD4064527,北京南山区,南京余杭区,陈静,EMP_053,张伟货运公司,极兔速递,电子产品,跨境电商,4432kg,5.31m³,5699元,3580元,2025-11-14 10:47,2025-11-14 10:47,2025-11-14 10:47,2025-11-14 10:47,异常,李秀英,1947km,朝阳网点,鼓楼网点,超时派送,中,北京区
